行	型	該当	本文
c210-3	同形異音語（一般）	目	ソウルのロッテ本店に次いで、全国で2番目である。
c211-1	数詞＋助数詞	5年	つまり三豊百貨店は、開いてから5年のあいだに、
c211-1	§6の語（三豊百貨店）	三豊	つまり三豊百貨店は、開いてから5年のあいだに、
c211-1	§6の語（三豊百貨店）	百貨店	つまり三豊百貨店は、開いてから5年のあいだに、
c211-1	EL_YOMI 既存	三豊→サンプン×1	つまり三豊百貨店は、開いてから5年のあいだに、
c212-1	同形異音語（一般）	物	建物としても新しかった。開店から5年半しかたっていない。
c212-1	数詞＋助数詞	5年	建物としても新しかった。開店から5年半しかたっていない。
c212-2	同形異音語（一般）	事	地震があったわけでも、火事が起きたわけでもなかった。
c213-1	同形異音語（一般）	日	竣工の検査が終わったのは、開店の翌年、1990年7月27日。
c213-1	数詞＋助数詞	1990年	竣工の検査が終わったのは、開店の翌年、1990年7月27日。
c213-1	数詞＋助数詞	7月	竣工の検査が終わったのは、開店の翌年、1990年7月27日。
c213-1	数詞＋助数詞	27日	竣工の検査が終わったのは、開店の翌年、1990年7月27日。
c213-1	§6の語（三豊百貨店）	竣工	竣工の検査が終わったのは、開店の翌年、1990年7月27日。
c213-2	文頭の数字	1	1994年には地下1階を672平方メートル増やしたうえ、
c213-2	同形異音語（実績）	方	1994年には地下1階を672平方メートル増やしたうえ、
c213-2	同形異音語（一般）	下	1994年には地下1階を672平方メートル増やしたうえ、
c213-2	数詞＋助数詞	1994年	1994年には地下1階を672平方メートル増やしたうえ、
c213-2	数詞＋助数詞	1階	1994年には地下1階を672平方メートル増やしたうえ、
c213-2	§6の語（三豊百貨店）	階	1994年には地下1階を672平方メートル増やしたうえ、
c213-3	同形異音語（実績）	方	スポーツ施設などおよそ1万9,000平方メートルを売り場に変えている。
c213-3	桁区切りの数	9,000	スポーツ施設などおよそ1万9,000平方メートルを売り場に変えている。
c214-1	数詞＋助数詞	1995年	崩れた1995年6月も、店はふつうに営業していた。
c214-1	数詞＋助数詞	6月	崩れた1995年6月も、店はふつうに営業していた。
c215-1	数詞＋助数詞	5階	その5階の食堂街には、店がいくつも並んでいた。
c215-1	§6の語（三豊百貨店）	階	その5階の食堂街には、店がいくつも並んでいた。
c215-2	§6の語（三豊百貨店）	厨房	どの店の厨房にも大きな冷蔵庫と調理台が置かれ、
c216-1	同形異音語（一般）	一	ここで一つ、記録に残っている食い違いがある。
c216-2	文頭の数字	5	5階は、もともと食堂街として許可された階ではなかった。
c216-2	数詞＋助数詞	5階	5階は、もともと食堂街として許可された階ではなかった。
c216-2	§6の語（三豊百貨店）	階	5階は、もともと食堂街として許可された階ではなかった。
c216-2	§6の語（三豊百貨店）	階	5階は、もともと食堂街として許可された階ではなかった。
c217-1	同形異音語（一般）	事	役所に出した許可の図面と、工事に使った図面。
c217-2	数詞＋助数詞	2つ	この2つが、いくつもの場所で合っていなかったのである。
c218-1	同形異音語（一般）	物	そもそも、この建物は始まりからして違っていた。
c218-2	§6の語（三豊百貨店）	百貨店	はじめの計画は、百貨店ではなかった
c301-1	§6の語（三豊百貨店）	百貨店	判決文はこう書いている。当初は百貨店ではなく、
c301-2	同形異音語（一般）	物	ショッピングセンターの用途の建物として計画を立て、
c301-3	§6の語（三豊百貨店）	百貨店	設計を頼んでおきながら、実際には百貨店にした、と。
c302-1	同形異音語（一般）	物	建物の使いみちが変われば、
c303-1	§6の語（三豊百貨店）	百貨店	判決文が書いているのは、百貨店として使うために、
c304-1	文頭の数字	1	1987年7月21日、役所が事業計画を承認した。
c304-1	同形異音語（一般）	日	1987年7月21日、役所が事業計画を承認した。
c304-1	数詞＋助数詞	1987年	1987年7月21日、役所が事業計画を承認した。
c304-1	数詞＋助数詞	7月	1987年7月21日、役所が事業計画を承認した。
c304-1	数詞＋助数詞	21日	1987年7月21日、役所が事業計画を承認した。
c304-2	同形異音語（実績）	方	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	同形異音語（一般）	下	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	同形異音語（一般）	上	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	数詞＋助数詞	4階	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	数詞＋助数詞	5階	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	§6の語（三豊百貨店）	階	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	§6の語（三豊百貨店）	階	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c304-2	桁区切りの数	1,136	中身は地下4階、地上5階、延べ7万1,136平方メートルである。
c305-1	同形異音語（一般）	事	骨組みの工事を受け持ったのは、別の建設会社である。
c305-2	数詞＋助数詞	1987年	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	数詞＋助数詞	11月	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	数詞＋助数詞	1988年	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	数詞＋助数詞	11月	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	§6の語（三豊百貨店）	三豊	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	§6の語（三豊百貨店）	下請け	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c305-2	EL_YOMI 既存	三豊→サンプン×1	三豊建設が下請けに出し、1987年11月から1988年11月まで続いた。
c306-1	同形異音語（実績）	方	ところが、許可のときは7万1,136平方メートルだった床が、
c306-1	§6の語（三豊百貨店）	床	ところが、許可のときは7万1,136平方メートルだった床が、
c306-1	桁区切りの数	1,136	ところが、許可のときは7万1,136平方メートルだった床が、
c306-2	同形異音語（実績）	方	工事に使った図面では7万3,205平方メートルになっていた。
c306-2	同形異音語（一般）	事	工事に使った図面では7万3,205平方メートルになっていた。
c306-2	桁区切りの数	3,205	工事に使った図面では7万3,205平方メートルになっていた。
c306-3	文頭の数字	2	2,069平方メートル、テニスコート8面ぶん増えている。
c306-3	同形異音語（実績）	方	2,069平方メートル、テニスコート8面ぶん増えている。
c306-3	桁区切りの数	2,069	2,069平方メートル、テニスコート8面ぶん増えている。
c307-1	数詞＋助数詞	5階	増えていたのは面積だけではない。5階の使いみちも、
c307-1	§6の語（三豊百貨店）	階	増えていたのは面積だけではない。5階の使いみちも、
c307-2	同形異音語（一般）	事	許可の図面と工事の図面で、書いてあることが違っていた。
c308-1	§6の語（コロンビア号）	報告書	国会の報告書が書いているのは、次の一行である。
c308-2	文頭の数字	5	5階は、許可の図面ではスケート場
c308-2	数詞＋助数詞	5階	5階は、許可の図面ではスケート場
c308-2	§6の語（三豊百貨店）	階	5階は、許可の図面ではスケート場
c309-1	同形異音語（一般）	上	ローラースケート場は、床の上にほとんど物を置かない。
c309-1	同形異音語（一般）	物	ローラースケート場は、床の上にほとんど物を置かない。
c309-1	§6の語（三豊百貨店）	床	ローラースケート場は、床の上にほとんど物を置かない。
c309-2	§6の語（三豊百貨店）	厨房	食堂街は、厨房も冷蔵庫も客席も、全部が重さになる。
c309-3	§6の語（三豊百貨店）	床	同じ床でも、支えるべき重さがまるで違ってくる。
c311-2	§6の語（コロンビア号）	報告書	報告書が数えただけで11か所あった。
c311-3	§6の語（三豊百貨店）	柱	柱の太さや鉄筋の数の食い違いも、そこに入っている。
c311-3	§6の語（三豊百貨店）	鉄筋	柱の太さや鉄筋の数の食い違いも、そこに入っている。
c312-1	同形異音語（一般）	物	建物を建てるとき、役目は3つに分かれる。
c312-1	同形異音語（一般）	目	建物を建てるとき、役目は3つに分かれる。
c312-1	数詞＋助数詞	3つ	建物を建てるとき、役目は3つに分かれる。
c312-3	§6の語（三豊百貨店）	監理	そして図面どおりに建っているかを見る監理である。
c313-1	同形異音語（一般）	物	この建物では、設計と監理を同じ設計事務所が受け持った。
c313-1	§6の語（三豊百貨店）	監理	この建物では、設計と監理を同じ設計事務所が受け持った。
c313-1	§6の語（三豊百貨店）	設計事務所	この建物では、設計と監理を同じ設計事務所が受け持った。
c313-2	同形異音語（一般）	上	仕上げと設備の工事は、骨組みと並んで1987年10月から、
c313-2	同形異音語（一般）	事	仕上げと設備の工事は、骨組みと並んで1987年10月から、
c313-2	数詞＋助数詞	1987年	仕上げと設備の工事は、骨組みと並んで1987年10月から、
c313-2	数詞＋助数詞	10月	仕上げと設備の工事は、骨組みと並んで1987年10月から、
c313-3	§6の語（テネリフェ）	行って	建て主である三豊建設が自分で行っている。
c313-3	§6の語（三豊百貨店）	三豊	建て主である三豊建設が自分で行っている。
c313-3	EL_YOMI 既存	三豊→サンプン×1	建て主である三豊建設が自分で行っている。
c314-1	同形異音語（一般）	上	しかもその骨組みは、仕上がらないまま打ち切られた。
c314-2	同形異音語（一般）	事	報告書はこれを、工事の一貫性を失った、と書いている。
c314-2	§6の語（コロンビア号）	報告書	報告書はこれを、工事の一貫性を失った、と書いている。
c315-1	§6の語（三豊百貨店）	請負限度制	当時の韓国には、請負限度制という決まりがあった。
c315-2	同形異音語（一般）	事	会社の規模に応じて、引き受けられる工事の額に上限をつける。
c316-1	同形異音語（一般）	事	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-1	§6の語（三豊百貨店）	三豊	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-1	§6の語（三豊百貨店）	ウォン	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-1	§6の語（三豊百貨店）	百貨店	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-1	§6の語（三豊百貨店）	ウォン	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-1	EL_YOMI 既存	三豊→サンプン×1	三豊建設の上限は18億ウォン。この百貨店の工事は228億ウォン。
c316-2	文頭の数字	1	12倍をこえている。
c316-2	数詞＋助数詞	12倍	12倍をこえている。
c317-1	同形異音語（一般）	事	ただしこの上限は、よその会社から請け負う工事のための決まりで、
c317-3	同形異音語（一般）	事	上限18億ウォン、工事は228億ウォン
c317-3	§6の語（三豊百貨店）	ウォン	上限18億ウォン、工事は228億ウォン
c317-3	§6の語（三豊百貨店）	ウォン	上限18億ウォン、工事は228億ウォン
c318-1	同形異音語（一般）	事	店は1989年11月、工事の途中の段階で、
c318-1	数詞＋助数詞	1989年	店は1989年11月、工事の途中の段階で、
c318-1	数詞＋助数詞	11月	店は1989年11月、工事の途中の段階で、
c318-1	§6の語（三豊百貨店）	階	店は1989年11月、工事の途中の段階で、
c318-3	数詞＋助数詞	8か月	竣工の検査が終わったのは、その8か月あとである。
c318-3	§6の語（三豊百貨店）	竣工	竣工の検査が終わったのは、その8か月あとである。
c320-1	同形異音語（一般）	事	ただし民事の裁判では、区の職員の職務上の違反が、
c320-1	同形異音語（一般）	上	ただし民事の裁判では、区の職員の職務上の違反が、
c320-2	同形異音語（一般）	物	建物が崩れたことの原因だったとまでは言えない、とされた。
c321-1	§6の語（三豊百貨店）	白書	白書には、図面を描く、実際に建てる、それを見張る、
c321-2	§6の語（三豊百貨店）	階	建ったあと手入れをする、という段階ごとに、
c321-3	同形異音語（一般）	表	何がどう足りなかったのかを並べた表が載っている。
c322-1	同形異音語（実績）	話	計画と図面の話は、ここまでである。
c322-2	同形異音語（一般）	物	次は、この建物の屋上に何が載せられたのかを見ていく。
c322-2	同形異音語（一般）	上	次は、この建物の屋上に何が載せられたのかを見ていく。
c322-2	§6の語（三豊百貨店）	屋上	次は、この建物の屋上に何が載せられたのかを見ていく。
c401-1	同形異音語（一般）	物	建物の屋上には、冷却塔という装置が置かれていた。
c401-1	同形異音語（一般）	上	建物の屋上には、冷却塔という装置が置かれていた。
c401-1	§6の語（三豊百貨店）	屋上	建物の屋上には、冷却塔という装置が置かれていた。
c401-1	§6の語（三豊百貨店）	冷却塔	建物の屋上には、冷却塔という装置が置かれていた。
c402-1	同形異音語（一般）	物	この建物の屋上には、冷却塔が3基あった。
c402-1	同形異音語（一般）	上	この建物の屋上には、冷却塔が3基あった。
c402-1	§6の語（三豊百貨店）	屋上	この建物の屋上には、冷却塔が3基あった。
c402-1	§6の語（三豊百貨店）	冷却塔	この建物の屋上には、冷却塔が3基あった。
c402-2	文頭の数字	1	1基あたりの重さは28.7トン。中に水を入れると45.5トンになる。
c402-2	小数	28.7	1基あたりの重さは28.7トン。中に水を入れると45.5トンになる。
c402-2	小数	45.5	1基あたりの重さは28.7トン。中に水を入れると45.5トンになる。
c403-1	文頭の数字	4	45.5トンは、乗用車およそ30台ぶんの重さである。
c403-1	小数	45.5	45.5トンは、乗用車およそ30台ぶんの重さである。
c403-2	小数	136.5	それが3基。あわせて136.5トン、乗用車90台ぶんの重さが、
c403-3	同形異音語（一般）	上	屋上に載っていたことになる。
c403-3	§6の語（三豊百貨店）	屋上	屋上に載っていたことになる。
c404-1	同形異音語（実績）	方	判決文によれば、屋上の床は1平方メートルあたり、
c404-1	同形異音語（一般）	上	判決文によれば、屋上の床は1平方メートルあたり、
c404-1	§6の語（三豊百貨店）	屋上	判決文によれば、屋上の床は1平方メートルあたり、
c404-1	§6の語（三豊百貨店）	床	判決文によれば、屋上の床は1平方メートルあたり、
c404-2	文頭の数字	2	240キログラムの荷物を載せる前提で設計されていた。
c404-2	同形異音語（一般）	物	240キログラムの荷物を載せる前提で設計されていた。
c405-1	同形異音語（実績）	方	冷却塔が床にかける重さは、1平方メートルあたり400キログラム。
c405-1	§6の語（三豊百貨店）	冷却塔	冷却塔が床にかける重さは、1平方メートルあたり400キログラム。
c405-1	§6の語（三豊百貨店）	床	冷却塔が床にかける重さは、1平方メートルあたり400キログラム。
c405-2	小数	1.6	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、
c405-2	数詞＋助数詞	6倍	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、
c405-2	§6の語（三豊百貨店）	白書	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、
c405-2	§6の語（三豊百貨店）	冷却塔	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、
c406-2	同形異音語（一般）	上	この冷却塔は、あとから屋上の別の場所へ動かされている。
c406-2	§6の語（三豊百貨店）	冷却塔	この冷却塔は、あとから屋上の別の場所へ動かされている。
c406-2	§6の語（三豊百貨店）	屋上	この冷却塔は、あとから屋上の別の場所へ動かされている。
c407-1	数詞＋助数詞	1989年	動かしたのは1989年の7月から12月にかけて。
c407-1	数詞＋助数詞	7月	動かしたのは1989年の7月から12月にかけて。
c407-1	数詞＋助数詞	12月	動かしたのは1989年の7月から12月にかけて。
c407-3	同形異音語（一般）	上	開店の準備が進むのと並んで、屋上でも作業が行われていた。
c407-3	§6の語（三豊百貨店）	屋上	開店の準備が進むのと並んで、屋上でも作業が行われていた。
c408-1	§6の語（三豊百貨店）	冷却塔	判決文は、冷却塔を移すなら小分けにして、
c408-2	同形異音語（一般）	上	床に設計どおり以上の重さがかからないようにすべきだった、としている。
c408-2	§6の語（三豊百貨店）	床	床に設計どおり以上の重さがかからないようにすべきだった、としている。
c409-1	数詞＋助数詞	1つ	国会の報告書は、完全に解体せず、1つ8トンの部品に分けて、
c409-1	§6の語（コロンビア号）	報告書	国会の報告書は、完全に解体せず、1つ8トンの部品に分けて、
c409-3	同形異音語（一般）	事	民事の判決は、解体せずに丸ごと引きずった、と書いている。
c410-1	同形異音語（一般）	上	屋上にはもう一つ、重さを増やしていたものがある。
c410-1	同形異音語（一般）	一	屋上にはもう一つ、重さを増やしていたものがある。
c410-1	§6の語（三豊百貨店）	屋上	屋上にはもう一つ、重さを増やしていたものがある。
c410-2	同形異音語（一般）	上	防水層の上にかぶせる、押えコンクリートである。
c410-2	§6の語（三豊百貨店）	防水層	防水層の上にかぶせる、押えコンクリートである。
c410-2	§6の語（三豊百貨店）	押えコンクリート	防水層の上にかぶせる、押えコンクリートである。
c411-1	数詞＋助数詞	3センチ	ちょうどよい厚さは3センチから6センチとされている。
c411-1	数詞＋助数詞	6センチ	ちょうどよい厚さは3センチから6センチとされている。
c411-2	数詞＋助数詞	15センチ	実際にかぶせてあったのは、15センチだった。
c411-3	同形異音語（一般）	上	その差のぶんだけ、屋上は重くなっていたことになる。
c411-3	§6の語（三豊百貨店）	屋上	その差のぶんだけ、屋上は重くなっていたことになる。
c412-2	§6の語（三豊百貨店）	冷却塔	冷却塔を引きずった跡に、ひびが育った
c412-2	§6の語（三豊百貨店）	ひび	冷却塔を引きずった跡に、ひびが育った
c413-1	文頭の数字	5	5階の食堂の厨房にある柱のまわりと、
c413-1	数詞＋助数詞	5階	5階の食堂の厨房にある柱のまわりと、
c413-1	§6の語（三豊百貨店）	階	5階の食堂の厨房にある柱のまわりと、
c413-1	§6の語（三豊百貨店）	厨房	5階の食堂の厨房にある柱のまわりと、
c413-1	§6の語（三豊百貨店）	柱	5階の食堂の厨房にある柱のまわりと、
c413-2	数詞＋助数詞	2つ	冷却塔が通っていった経路。この2つを中心に、
c413-2	§6の語（三豊百貨店）	冷却塔	冷却塔が通っていった経路。この2つを中心に、
c413-3	§6の語（三豊百貨店）	床	床のひびが長いあいだ育っていた、というのが判決の認定である。
c413-3	§6の語（三豊百貨店）	ひび	床のひびが長いあいだ育っていた、というのが判決の認定である。
c414-1	同形異音語（一般）	上	重かったのは屋上だけではない。その下の5階もである。
c414-1	同形異音語（一般）	下	重かったのは屋上だけではない。その下の5階もである。
c414-1	数詞＋助数詞	5階	重かったのは屋上だけではない。その下の5階もである。
c414-1	§6の語（三豊百貨店）	屋上	重かったのは屋上だけではない。その下の5階もである。
c414-1	§6の語（三豊百貨店）	階	重かったのは屋上だけではない。その下の5階もである。
c415-1	同形異音語（実績）	方	判決文は、5階の柱と床に、予定より1平方メートルあたり、
c415-1	数詞＋助数詞	5階	判決文は、5階の柱と床に、予定より1平方メートルあたり、
c415-1	§6の語（三豊百貨店）	階	判決文は、5階の柱と床に、予定より1平方メートルあたり、
c415-1	§6の語（三豊百貨店）	柱	判決文は、5階の柱と床に、予定より1平方メートルあたり、
c415-1	§6の語（三豊百貨店）	床	判決文は、5階の柱と床に、予定より1平方メートルあたり、
c415-2	文頭の数字	3	360キログラム以上の重さが余計にかかっていた、としている。
c415-2	同形異音語（一般）	上	360キログラム以上の重さが余計にかかっていた、としている。
c416-1	同形異音語（一般）	上	屋上に冷却塔。その下の5階に食堂街。
c416-1	同形異音語（一般）	下	屋上に冷却塔。その下の5階に食堂街。
c416-1	数詞＋助数詞	5階	屋上に冷却塔。その下の5階に食堂街。
c416-1	§6の語（三豊百貨店）	屋上	屋上に冷却塔。その下の5階に食堂街。
c416-1	§6の語（三豊百貨店）	冷却塔	屋上に冷却塔。その下の5階に食堂街。
c416-1	§6の語（三豊百貨店）	階	屋上に冷却塔。その下の5階に食堂街。
c416-2	同形異音語（一般）	物	この建物の重さは、いちばん上の2つの階に集まっていた。
c416-2	同形異音語（一般）	上	この建物の重さは、いちばん上の2つの階に集まっていた。
c416-2	数詞＋助数詞	2つ	この建物の重さは、いちばん上の2つの階に集まっていた。
c416-2	§6の語（三豊百貨店）	階	この建物の重さは、いちばん上の2つの階に集まっていた。
c417-1	同形異音語（一般）	上	上が重くなって真っ先に苦しくなるのは、
c417-2	同形異音語（一般）	目	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c417-2	数詞＋助数詞	5階	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c417-2	§6の語（三豊百貨店）	階	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c417-2	§6の語（三豊百貨店）	柱	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c417-2	§6の語（三豊百貨店）	柱	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c417-2	§6の語（三豊百貨店）	床	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。
c418-1	同形異音語（一般）	上	この時点で、屋上には設計に無い重さが載っていた。
c418-1	§6の語（三豊百貨店）	屋上	この時点で、屋上には設計に無い重さが載っていた。
c418-2	§6の語（三豊百貨店）	柱	では、それを受け止める柱のほうは、どうだったのか。
c501-1	同形異音語（一般）	物	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-1	§6の語（三豊百貨店）	鉄筋	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-1	§6の語（三豊百貨店）	コンクリート	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-1	§6の語（三豊百貨店）	柱	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-1	§6の語（三豊百貨店）	柱	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-1	§6の語（三豊百貨店）	梁	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-2	§6の語（三豊百貨店）	梁	梁とは、柱のあいだにわたす横向きの太い棒のことである。
c501-2	§6の語（三豊百貨店）	柱	梁とは、柱のあいだにわたす横向きの太い棒のことである。
c502-1	同形異音語（一般）	物	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-1	同形異音語（一般）	上	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-1	§6の語（三豊百貨店）	梁	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-1	§6の語（三豊百貨店）	柱	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-1	§6の語（三豊百貨店）	板	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-2	同形異音語（一般）	上	その上に床をじかに載せている。
c502-2	§6の語（三豊百貨店）	床	その上に床をじかに載せている。
c502-3	§6の語（三豊百貨店）	スラブ	こういう作りを、フラットスラブという。
c503-1	§6の語（三豊百貨店）	梁	梁が無いと天井が平らになり、階の高さを低くおさえられる。
c503-1	§6の語（三豊百貨店）	階	梁が無いと天井が平らになり、階の高さを低くおさえられる。
c503-2	§6の語（三豊百貨店）	百貨店	売り場も広く見える。百貨店には都合のよい作りだと言われる。
c504-1	§6の語（三豊百貨店）	床	そのかわり、床の重さは全部、柱のまわりの一点に集まる。
c504-1	§6の語（三豊百貨店）	柱	そのかわり、床の重さは全部、柱のまわりの一点に集まる。
c504-2	同形異音語（一般）	目	梁が受け持つはずの力を、床と柱の接ぎ目だけで受けることになる。
c504-2	§6の語（三豊百貨店）	梁	梁が受け持つはずの力を、床と柱の接ぎ目だけで受けることになる。
c504-2	§6の語（三豊百貨店）	床	梁が受け持つはずの力を、床と柱の接ぎ目だけで受けることになる。
c504-2	§6の語（三豊百貨店）	柱	梁が受け持つはずの力を、床と柱の接ぎ目だけで受けることになる。
c505-1	小数	10.8	この建物は、柱と柱の間隔が10.8メートルあった。
c505-1	同形異音語（一般）	物	この建物は、柱と柱の間隔が10.8メートルあった。
c505-1	数詞＋助数詞	8メートル	この建物は、柱と柱の間隔が10.8メートルあった。
c505-1	§6の語（三豊百貨店）	柱	この建物は、柱と柱の間隔が10.8メートルあった。
c505-1	§6の語（三豊百貨店）	柱	この建物は、柱と柱の間隔が10.8メートルあった。
c505-2	同形異音語（一般）	物	判決文は、ふつうの建物では見かけないほど長い、と書いている。
c506-1	同形異音語（一般）	目	柱の間隔が長いほど、床は垂れやすく、接ぎ目には力がかかる。
c506-1	§6の語（三豊百貨店）	柱	柱の間隔が長いほど、床は垂れやすく、接ぎ目には力がかかる。
c506-1	§6の語（三豊百貨店）	床	柱の間隔が長いほど、床は垂れやすく、接ぎ目には力がかかる。
c506-2	§6の語（三豊百貨店）	梁	梁が無くて、しかも間隔が長い。条件は厳しいほうだった。
c507-1	同形異音語（一般）	上	だから、柱の上には厚い板を置いて補うことになっている。
c507-1	§6の語（三豊百貨店）	柱	だから、柱の上には厚い板を置いて補うことになっている。
c507-1	§6の語（三豊百貨店）	板	だから、柱の上には厚い板を置いて補うことになっている。
c507-2	§6の語（三豊百貨店）	床	床が柱のまわりから抜け落ちるのを、止めるための板である。
c507-2	§6の語（三豊百貨店）	柱	床が柱のまわりから抜け落ちるのを、止めるための板である。
c507-2	§6の語（三豊百貨店）	板	床が柱のまわりから抜け落ちるのを、止めるための板である。
c508-1	数詞＋助数詞	2つ	ところがその太さが、2つの書類のあいだで食い違っていた。
c508-2	数詞＋助数詞	80センチ	柱は計算書80センチ、図面60センチ
c508-2	数詞＋助数詞	60センチ	柱は計算書80センチ、図面60センチ
c508-2	§6の語（三豊百貨店）	柱	柱は計算書80センチ、図面60センチ
c509-1	§6の語（三豊百貨店）	棟	場所は、A棟のエスカレーターのまわりの柱である。
c509-1	§6の語（三豊百貨店）	柱	場所は、A棟のエスカレーターのまわりの柱である。
c509-1	英字・記号	A	場所は、A棟のエスカレーターのまわりの柱である。
c509-2	数詞＋助数詞	16本	太さだけではない。中に入れる鉄筋も、16本が8本になっていた。
c509-2	数詞＋助数詞	8本	太さだけではない。中に入れる鉄筋も、16本が8本になっていた。
c509-2	§6の語（三豊百貨店）	鉄筋	太さだけではない。中に入れる鉄筋も、16本が8本になっていた。
c510-1	§6の語（三豊百貨店）	柱	柱が細くなれば、支えられる重さは減る。
c510-2	§6の語（三豊百貨店）	鉄筋	鉄筋が半分になれば、粘り強さも落ちる。
c510-3	同形異音語（一般）	一	この柱は、さきほどの11か所のうちの一つである。
c510-3	§6の語（三豊百貨店）	柱	この柱は、さきほどの11か所のうちの一つである。
c511-1	数詞＋助数詞	5階	判決文は、5階と屋根の床の強さを計算するとき、
c511-1	§6の語（三豊百貨店）	階	判決文は、5階と屋根の床の強さを計算するとき、
c511-1	§6の語（三豊百貨店）	床	判決文は、5階と屋根の床の強さを計算するとき、
c511-2	数詞＋助数詞	2本	特定の2本の柱と、そのまわりの床の強さを、
c511-2	§6の語（三豊百貨店）	柱	特定の2本の柱と、そのまわりの床の強さを、
c511-2	§6の語（三豊百貨店）	床	特定の2本の柱と、そのまわりの床の強さを、
c512-1	§6の語（三豊百貨店）	鉄筋	鉄筋については、位置にも粗さがあった。
c512-2	同形異音語（一般）	上	床の上のほうには、床が垂れるのを止める鉄筋を入れる。
c512-2	§6の語（三豊百貨店）	床	床の上のほうには、床が垂れるのを止める鉄筋を入れる。
c512-2	§6の語（三豊百貨店）	床	床の上のほうには、床が垂れるのを止める鉄筋を入れる。
c512-2	§6の語（三豊百貨店）	鉄筋	床の上のほうには、床が垂れるのを止める鉄筋を入れる。
c513-1	§6の語（三豊百貨店）	鉄筋	この鉄筋は、床の表面に近いところにあるほどよく効く。
c513-1	§6の語（三豊百貨店）	床	この鉄筋は、床の表面に近いところにあるほどよく効く。
c513-2	数詞＋助数詞	2センチ	決められた位置は、表面から2センチか3センチの深さである。
c513-2	数詞＋助数詞	3センチ	決められた位置は、表面から2センチか3センチの深さである。
c514-1	§6の語（三豊百貨店）	床	そこより深く沈むほど、床が垂れるのを止める力は弱くなる。
c514-2	数詞＋助数詞	6センチ	国会の報告書は6センチから8センチ、判決文は別の数字を書いていて、
c514-2	数詞＋助数詞	8センチ	国会の報告書は6センチから8センチ、判決文は別の数字を書いていて、
c514-2	§6の語（コロンビア号）	報告書	国会の報告書は6センチから8センチ、判決文は別の数字を書いていて、
c515-1	§6の語（三豊百貨店）	鉄筋	崩れたあとの現場では、切れた鉄筋を出したまま、
c515-2	§6の語（三豊百貨店）	コンクリート	大きなコンクリートの板が何枚も重なっていた。
c515-2	§6の語（三豊百貨店）	板	大きなコンクリートの板が何枚も重なっていた。
c516-1	§6の語（三豊百貨店）	鉄筋	では、その鉄筋は実際にどこへ入っていたのか。判決文は、
c516-2	文頭の数字	4	4センチから6センチ深かった、と書いている。
c516-2	数詞＋助数詞	4センチ	4センチから6センチ深かった、と書いている。
c516-2	数詞＋助数詞	6センチ	4センチから6センチ深かった、と書いている。
c516-3	同形異音語（一般）	下	鉄筋はあるべき位置より下に沈んでいた
