行	型	該当	本文
c407-1	文頭の数字	2	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	同形異音語（一般）	目	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	同形異音語（一般）	日	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	同形異音語（一般）	物	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	数詞＋助数詞	2つ	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	数詞＋助数詞	1972年	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	数詞＋助数詞	3月	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	数詞＋助数詞	3日	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	英字・記号	N	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	英字・記号	AA	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	EL_YOMI 既存	1972年3月3日→せんきゅうひゃくななじゅうにねん さんがつみっか×1	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	EL_YOMI 既存	N103AA→エヌいちまるさんエーエー×1	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c407-1	EL_YOMI 既存	2つ目→ふたつめ×1	2つ目は、1972年3月3日。あのN103AAの貨物ドアが、電気で閉まらなかった。
c408-1	1モーラ語＋助詞	手で	手でフックをかけて閉め、スイッチを調整して、電気で閉まるようにした。
c408-2	数詞＋助数詞	2年	偶然にも、パリの事故のちょうど2年前の日付だ。
c408-2	EL_YOMI 既存	ちょうど2年前→ちょうど二年前×1	偶然にも、パリの事故のちょうど2年前の日付だ。
c409-2	同形異音語（一般）	日	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	数詞＋助数詞	5月	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	数詞＋助数詞	30日	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	鉤括弧	「	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	鉤括弧	」	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	英字・記号	SB	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c409-2	EL_YOMI 既存	メーカーは5月30日→メーカーは ごがつさんじゅうにち×1	メーカーは5月30日、配線を太くする改修の「SB」を出した。
c410-1	同形異音語（実績）	方	SBは、サービス・ブレティンの略。メーカーが航空会社へ出す、直し方の知らせだ。
c410-1	英字・記号	SB	SBは、サービス・ブレティンの略。メーカーが航空会社へ出す、直し方の知らせだ。
c410-2	英字・記号	SB	ただし、SBはすすめるものであって、命令ではない。
c411-1	同形異音語（一般）	目	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	同形異音語（一般）	日	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	数詞＋助数詞	3つ	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	数詞＋助数詞	1972年	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	数詞＋助数詞	6月	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	数詞＋助数詞	12日	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	EL_YOMI 既存	1972年6月12日→せんきゅうひゃくななじゅうにねん ろくがつじゅうににち×1	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	EL_YOMI 既存	96便→きゅうじゅうろくびん×1	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c411-1	EL_YOMI 既存	3つ目→みっつめ×1	そして3つ目。1972年6月12日の、アメリカン航空96便だ。
c412-1	同形異音語（一般）	人	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	数詞＋助数詞	67人	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	§6の語（9.11）	機体	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	§6の語（9.11）	乗員	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	英字・記号	N	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	英字・記号	AA	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	EL_YOMI 既存	N103AA→エヌいちまるさんエーエー×1	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-1	EL_YOMI 既存	67人→ろくじゅうななにん×1	機体は、あのN103AA。乗っていたのは、乗客と乗員あわせて67人。
c412-2	数詞＋助数詞	7時	アメリカ東部の時刻で午後7時20分、デトロイトの空港を飛び立った。
c412-2	数詞＋助数詞	20分	アメリカ東部の時刻で午後7時20分、デトロイトの空港を飛び立った。
c412-2	EL_YOMI 既存	午後7時20分→午後七時二十分×1	アメリカ東部の時刻で午後7時20分、デトロイトの空港を飛び立った。
c412-3	§6の語（テネリフェ）	航空機関士	航空機関士によれば、ドアの警告灯は、走っているときも飛んでからも点かなかった。
c413-1	同形異音語（一般）	物	出発の前、後ろの貨物ドアを閉めた係員は、
c413-3	EL_YOMI 既存	30ポンド→さんじゅうポンド×1	メーカーによれば、ふつうは約14キロ（30ポンド）の力で倒れるハンドルだ。
c413-3	EL_YOMI 既存	14キロ→じゅうよんキロ×1	メーカーによれば、ふつうは約14キロ（30ポンド）の力で倒れるハンドルだ。
c414-3	EL_YOMI 既存	120ポンド→ひゃくにじゅうポンド×1	調べでは、ピンが入らないまま収めるには、約54キロ（120ポンド）が要った。
c414-3	EL_YOMI 既存	54キロ→ごじゅうよんキロ×1	調べでは、ピンが入らないまま収めるには、約54キロ（120ポンド）が要った。
c415-1	数詞＋助数詞	7時	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	数詞＋助数詞	25分	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	数詞＋助数詞	3580メートル	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	数詞＋助数詞	1750フィート	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	EL_YOMI 既存	1万1750フィート→いちまんいっせんななひゃくごじゅうフィート×1	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	EL_YOMI 既存	3580メートル→さんぜんごひゃくはちじゅうメートル×1	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-1	EL_YOMI 既存	午後7時25分→午後七時二十五分×1	午後7時25分ごろ、高さ約3580メートル（1万1750フィート）で、
c415-2	鉤括弧	「	操縦室の乗員は「ドン」という音を聞き、体でも感じた。
c415-2	鉤括弧	」	操縦室の乗員は「ドン」という音を聞き、体でも感じた。
c415-2	§6の語（9.11）	操縦室	操縦室の乗員は「ドン」という音を聞き、体でも感じた。
c415-2	§6の語（9.11）	乗員	操縦室の乗員は「ドン」という音を聞き、体でも感じた。
c415-2	§6の語（テネリフェ）	操縦室	操縦室の乗員は「ドン」という音を聞き、体でも感じた。
c415-3	同形異音語（一般）	上	ちりやほこりが、顔に舞い上がった。
c416-1	同形異音語（一般）	物	カナダのウィンザーの近くで、後ろの貨物ドアが空中で外れたのである。
c416-2	同形異音語（一般）	下	客室の床の一部が、下の貨物室へ落ちこんだ。
c416-2	§6の語（コロンビア号）	貨物室	客室の床の一部が、下の貨物室へ落ちこんだ。
c416-2	§6の語（三豊百貨店）	床	客室の床の一部が、下の貨物室へ落ちこんだ。
c417-1	同形異音語（一般）	下	床の下のケーブルが、切れたり、動きにくくなったりした。
c417-1	§6の語（三豊百貨店）	床	床の下のケーブルが、切れたり、動きにくくなったりした。
c418-1	同形異音語（一般）	上	機首を上げ下げする舵の効きが悪く、機長は左右のエンジンの力も借りて機首を支えた。
c418-1	同形異音語（一般）	下	機首を上げ下げする舵の効きが悪く、機長は左右のエンジンの力も借りて機首を支えた。
c418-1	§6の語（キー橋）	舵	機首を上げ下げする舵の効きが悪く、機長は左右のエンジンの力も借りて機首を支えた。
c418-2	数詞＋助数詞	7時	そうしてデトロイトへ戻り、午後7時44分に着陸させた。
c418-2	数詞＋助数詞	44分	そうしてデトロイトへ戻り、午後7時44分に着陸させた。
c418-2	§6の語（テネリフェ）	着陸	そうしてデトロイトへ戻り、午後7時44分に着陸させた。
c418-2	EL_YOMI 既存	7時44分→しちじよんじゅうよんぷん×1	そうしてデトロイトへ戻り、午後7時44分に着陸させた。
c419-1	§6の語（9.11）	機体	機体は滑走路を右へそれたが、止まった。乗っていた全員が、滑り台で外へ出た。
c419-1	§6の語（テネリフェ）	滑走路	機体は滑走路を右へそれたが、止まった。乗っていた全員が、滑り台で外へ出た。
c420-1	同形異音語（一般）	人	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	同形異音語（一般）	人	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	同形異音語（一般）	人	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	数詞＋助数詞	2人	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	数詞＋助数詞	9人	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	§6の語（9.11）	客室乗務員	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	EL_YOMI 既存	9人→きゅうにん×1	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c420-1	EL_YOMI 既存	2人→ふたり×1	亡くなった人はいない。けがは、客室乗務員2人と乗客9人の、軽いけがだけだった。
c422-1	§6の語（キー橋）	NTSB	事故を調べたのは、アメリカの国家運輸安全委員会、NTSBだ。
c422-1	§6の語（9.11）	委員会	事故を調べたのは、アメリカの国家運輸安全委員会、NTSBだ。
c422-1	§6の語（コロンビア号）	委員会	事故を調べたのは、アメリカの国家運輸安全委員会、NTSBだ。
c422-1	英字・記号	NTSB	事故を調べたのは、アメリカの国家運輸安全委員会、NTSBだ。
c422-3	同形異音語（一般）	日	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	数詞＋助数詞	5月	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	数詞＋助数詞	30日	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	§6の語（キー橋）	NTSB	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	英字・記号	NTSB	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	英字・記号	SB	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c422-3	EL_YOMI 既存	5月30日→ごがつさんじゅうにち×1	NTSBは、配線を太くする5月30日のSBが、まだ入っていなかったことも指摘した。
c423-1	§6の語（キー橋）	NTSB	NTSBは、出発の準備で、錠が正しくかからなかったことを原因とした。
c423-1	英字・記号	NTSB	NTSBは、出発の準備で、錠が正しくかからなかったことを原因とした。
c425-1	同形異音語（一般）	日	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	数詞＋助数詞	7月	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	数詞＋助数詞	6日	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	数詞＋助数詞	2つ	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	§6の語（キー橋）	NTSB	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	英字・記号	NTSB	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	英字・記号	FAA	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	EL_YOMI 既存	NTSBは7月6日→NTSBは しちがつむいか×1	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-1	EL_YOMI 既存	2つ→ふたつ×1	NTSBは7月6日、FAAに、2つの改修を航空会社に義務づけるよう勧めた。
c425-2	文頭の数字	1	1つ。ピンが入りきらなければ、ハンドルも通気扉も閉まらない作りにすること。
c425-2	数詞＋助数詞	1つ	1つ。ピンが入りきらなければ、ハンドルも通気扉も閉まらない作りにすること。
c425-2	EL_YOMI 既存	1つ→ひとつ×1	1つ。ピンが入りきらなければ、ハンドルも通気扉も閉まらない作りにすること。
c426-1	文頭の数字	2	2つ。床にかかる力を小さくするよう、客室と貨物室のあいだに空気の逃げ道を作ること。
c426-1	数詞＋助数詞	2つ	2つ。床にかかる力を小さくするよう、客室と貨物室のあいだに空気の逃げ道を作ること。
c426-1	§6の語（コロンビア号）	貨物室	2つ。床にかかる力を小さくするよう、客室と貨物室のあいだに空気の逃げ道を作ること。
c426-1	§6の語（三豊百貨店）	床	2つ。床にかかる力を小さくするよう、客室と貨物室のあいだに空気の逃げ道を作ること。
c426-1	EL_YOMI 既存	2つ→ふたつ×1	2つ。床にかかる力を小さくするよう、客室と貨物室のあいだに空気の逃げ道を作ること。
c426-2	同形異音語（実績）	方	だが、この勧告より前に、FAAの長官とメーカーのあいだで、直し方は決まっていた。
c426-2	英字・記号	FAA	だが、この勧告より前に、FAAの長官とメーカーのあいだで、直し方は決まっていた。
c501-1	§6の語（9.11）	連邦航空局	FAA、連邦航空局は、アメリカで旅客機の安全を受けもつ役所だ。
c501-1	英字・記号	FAA	FAA、連邦航空局は、アメリカで旅客機の安全を受けもつ役所だ。
c501-2	英字・記号	FAA	ダグラスの工場がある地域は、FAAの西部地域局が受けもっていた。
c502-1	鉤括弧	「	FAAには、「直さなければ飛んではならない」と命じる手段がある。
c502-1	鉤括弧	」	FAAには、「直さなければ飛んではならない」と命じる手段がある。
c502-1	英字・記号	FAA	FAAには、「直さなければ飛んではならない」と命じる手段がある。
c502-2	鉤括弧	「	「耐空性改善命令」。英語の頭文字をとって、ADと呼ぶ。
c502-2	鉤括弧	」	「耐空性改善命令」。英語の頭文字をとって、ADと呼ぶ。
c502-2	英字・記号	AD	「耐空性改善命令」。英語の頭文字をとって、ADと呼ぶ。
c502-3	§6の語（9.11）	機体	ADが出れば、期限までに直さない機体は、飛ぶことができなくなる。
c502-3	英字・記号	AD	ADが出れば、期限までに直さない機体は、飛ぶことができなくなる。
c503-1	英字・記号	AD	ADは、法律と同じ力を持つ。出されれば、航空会社は必ず従わなければならない。
c503-2	英字・記号	SB	SBとは、そこが違う。
c504-1	英字・記号	AD	ウィンザーの事故のあと、西部地域局は、ドアの改修を義務にするADを準備していた。
c505-2	文頭の数字	3	3者は、ADを出すことで、いったん合意していた。
c505-2	英字・記号	AD	3者は、ADを出すことで、いったん合意していた。
c505-2	EL_YOMI 既存	3者→三者×1	3者は、ADを出すことで、いったん合意していた。
c506-1	同形異音語（一般）	日	ところが、ウィンザーの事故から3日後の6月15日。
c506-1	数詞＋助数詞	3日	ところが、ウィンザーの事故から3日後の6月15日。
c506-1	数詞＋助数詞	6月	ところが、ウィンザーの事故から3日後の6月15日。
c506-1	数詞＋助数詞	15日	ところが、ウィンザーの事故から3日後の6月15日。
c506-1	EL_YOMI 既存	6月15日→ろくがつじゅうごにち×1	ところが、ウィンザーの事故から3日後の6月15日。
c506-1	EL_YOMI 既存	3日後→みっかご×1	ところが、ウィンザーの事故から3日後の6月15日。
c506-2	同形異音語（実績）	話	FAAの長官シェイファーが、ダグラス社の社長マクゴーエンに電話をかけた。
c506-2	英字・記号	FAA	FAAの長官シェイファーが、ダグラス社の社長マクゴーエンに電話をかけた。
c507-2	同形異音語（実績）	方	長官は、妥当な直し方が見つかったことを喜び、社長には、こう伝えていた。
c508-2	英字・記号	AD	紳士協定で直せば、ADは出さずに済む
c509-1	英字・記号	SB	こうして改修は、命令ではなく、メーカーのSBで進めることになった。
c509-3	同形異音語（一般）	事	長官は考えると約束したが、返事は無かったと局長は証言する。
c510-2	§6の語（9.11）	機体	当時の機体はおよそ35機。だから、SBで進めることにしたのだと。
c510-2	英字・記号	SB	当時の機体はおよそ35機。だから、SBで進めることにしたのだと。
c510-2	EL_YOMI 既存	35機→さんじゅうごき×1	当時の機体はおよそ35機。だから、SBで進めることにしたのだと。
c510-3	英字・記号	SB	SBなら、指示も部品も、慣れた人手もそろう、とも述べている。
c511-1	同形異音語（実績）	話	ただ上院は、長官の話は順番を取り違えているようだ、と書く。
c511-2	同形異音語（実績）	話	電話のころ話していたのは、のぞき窓を付ける改修だった。
c511-2	同形異音語（実績）	話	電話のころ話していたのは、のぞき窓を付ける改修だった。
c512-1	同形異音語（実績）	側	では、当時の社長の側はどうか。紳士協定を結んだのかと議員に問われ、こう答えている。
c515-1	英字・記号	FAA	FAAも、何もしなかったわけではない。
c515-2	文頭の数字	6	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	同形異音語（一般）	日	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	数詞＋助数詞	6月	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	数詞＋助数詞	16日	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	英字・記号	DC	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	EL_YOMI 既存	6月16日→六月十六日×1	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	EL_YOMI 既存	DC-10→ディーシーテン×1	6月16日、DC-10を使う航空会社4社の社長あてに、
c515-2	EL_YOMI 既存	4社→よんしゃ×1	6月16日、DC-10を使う航空会社4社の社長あてに、
c517-2	EL_YOMI 既存	約23キロ→約二十三キロ×1	約23キロ（50ポンド）を超えて押すな
c517-2	EL_YOMI 既存	50ポンド→ごじゅうポンド×1	約23キロ（50ポンド）を超えて押すな
c518-1	同形異音語（一般）	上	電報は、それ以上の力が要るなら、錠に問題が無いか確かめよ、とも書いていた。
c519-1	文頭の数字	6	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	同形異音語（一般）	日	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	同形異音語（一般）	目	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	同形異音語（一般）	目	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	同形異音語（一般）	目	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	数詞＋助数詞	6月	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	数詞＋助数詞	19日	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	EL_YOMI 既存	6月19日の2通目→六月十九日の二通目×1	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-1	EL_YOMI 既存	1通目→いっつうめ×1	6月19日の2通目は、1通目に置き換わるもので、表示の項目は無かった。
c519-2	同形異音語（実績）	間	求めたのは、配線とのぞき窓の改修を、300時間の飛行のうちに済ませることだ。
c519-2	数詞＋助数詞	300時	求めたのは、配線とのぞき窓の改修を、300時間の飛行のうちに済ませることだ。
c519-2	EL_YOMI 既存	300時間→さんびゃくじかん×1	求めたのは、配線とのぞき窓の改修を、300時間の飛行のうちに済ませることだ。
c519-3	同形異音語（一般）	上	ただし、電報は命令ではない。ADが無い以上、航空会社に守らせる法の力は無かった。
c519-3	英字・記号	AD	ただし、電報は命令ではない。ADが無い以上、航空会社に守らせる法の力は無かった。
c520-1	文頭の数字	7	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	同形異音語（一般）	日	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	数詞＋助数詞	7月	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	数詞＋助数詞	3日	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	英字・記号	SB	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	7月3日、ダグラスは新しいSB、52-37を出す。
c520-1	EL_YOMI 既存	7月3日→七月みっか×1	7月3日、ダグラスは新しいSB、52-37を出す。
c520-2	同形異音語（一般）	目	ピンが入らなければ閉められなくする、NTSBの勧告の1つ目に答える改修だ。
c520-2	数詞＋助数詞	1つ	ピンが入らなければ閉められなくする、NTSBの勧告の1つ目に答える改修だ。
c520-2	§6の語（キー橋）	NTSB	ピンが入らなければ閉められなくする、NTSBの勧告の1つ目に答える改修だ。
c520-2	英字・記号	NTSB	ピンが入らなければ閉められなくする、NTSBの勧告の1つ目に答える改修だ。
c520-2	EL_YOMI 既存	1つ目→ひとつめ×1	ピンが入らなければ閉められなくする、NTSBの勧告の1つ目に答える改修だ。
c520-3	文頭の数字	7	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	1モーラ語＋助詞	日に	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	同形異音語（一般）	日	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	同形異音語（一般）	日	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	同形異音語（一般）	事	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	数詞＋助数詞	7月	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	数詞＋助数詞	6日	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	英字・記号	FAA	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	EL_YOMI 既存	7月6日にその→七月むいかにその×1	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c520-3	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	7月6日にその勧告が届き、FAAは翌日に返事を出したが、52-37に触れていない。
c521-1	文頭の数字	8	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	同形異音語（一般）	日	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	数詞＋助数詞	8月	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	数詞＋助数詞	7日	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	§6の語（9.11）	機体	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	EL_YOMI 既存	8月7日→八月なのか×1	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-1	EL_YOMI 既存	1機→いっき×1	8月7日の時点で、52-37を済ませた機体は、1機も無かった。
c521-2	英字・記号	FAA	そもそも52-37は、FAAの電報が求めた改修に入っていない。
c521-2	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	そもそも52-37は、FAAの電報が求めた改修に入っていない。
c521-3	英字・記号	FAA	FAAは自分では確かめず、メーカーの報告を待っていた、と上院は批判している。
c522-1	数詞＋助数詞	1974年	上院の委員会は、1974年の報告で、長官は正直に、善意で動いたと認めている。
c522-1	§6の語（9.11）	委員会	上院の委員会は、1974年の報告で、長官は正直に、善意で動いたと認めている。
c522-1	§6の語（コロンビア号）	委員会	上院の委員会は、1974年の報告で、長官は正直に、善意で動いたと認めている。
c522-1	EL_YOMI 既存	1974年→せんきゅうひゃくななじゅうよねん×1	上院の委員会は、1974年の報告で、長官は正直に、善意で動いたと認めている。
c522-2	同形異音語（実績）	方	そのうえで、重大な危険には、ADを出すのが唯一の正しいやり方だと結論づけた。
c522-2	同形異音語（一般）	一	そのうえで、重大な危険には、ADを出すのが唯一の正しいやり方だと結論づけた。
c522-2	英字・記号	AD	そのうえで、重大な危険には、ADを出すのが唯一の正しいやり方だと結論づけた。
c523-1	鉤括弧	「	委員会は、長官と社長の取り決めを「口頭の合意」と呼んでいる。
c523-1	鉤括弧	」	委員会は、長官と社長の取り決めを「口頭の合意」と呼んでいる。
c523-1	§6の語（9.11）	委員会	委員会は、長官と社長の取り決めを「口頭の合意」と呼んでいる。
c523-1	§6の語（コロンビア号）	委員会	委員会は、長官と社長の取り決めを「口頭の合意」と呼んでいる。
c524-1	§6の語（9.11）	機体	改修は、メーカーのSBに任された。では、それはパリで落ちた機体に入っていたのか。
c524-1	英字・記号	SB	改修は、メーカーのSBに任された。では、それはパリで落ちた機体に入っていたのか。
c601-1	同形異音語（一般）	物	SB 52-37は、3つの貨物ドアの錠の部品を取り替え、
c601-1	数詞＋助数詞	3つ	SB 52-37は、3つの貨物ドアの錠の部品を取り替え、
c601-1	英字・記号	SB	SB 52-37は、3つの貨物ドアの錠の部品を取り替え、
c601-1	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	SB 52-37は、3つの貨物ドアの錠の部品を取り替え、
c601-1	EL_YOMI 既存	3つ→みっつ×1	SB 52-37は、3つの貨物ドアの錠の部品を取り替え、
c602-1	同形異音語（一般）	物	後ろの貨物ドアには、さらに、図7でたわんでいたあの軸を支える、板を取り付ける。
c602-1	§6の語（三豊百貨店）	板	後ろの貨物ドアには、さらに、図7でたわんでいたあの軸を支える、板を取り付ける。
c602-1	EL_YOMI 既存	図7→図なな×1	後ろの貨物ドアには、さらに、図7でたわんでいたあの軸を支える、板を取り付ける。
c602-2	鉤括弧	「	扱いは「推奨」。つまり、すすめるだけで、命令ではない。
c602-2	鉤括弧	」	扱いは「推奨」。つまり、すすめるだけで、命令ではない。
c603-1	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	メーカーの社長の議会での証言によれば、52-37の調整を済ませたドアは、
c603-2	EL_YOMI 既存	250ポンド→にひゃくごじゅうポンド×1	ピンが入っていないと、ハンドルを倒すのに約113キロ（250ポンド）の力が要る。
c603-2	EL_YOMI 既存	113キロ→ひゃくじゅうさんキロ×1	ピンが入っていないと、ハンドルを倒すのに約113キロ（250ポンド）の力が要る。
c603-3	EL_YOMI 既存	120か150ポンド→ひゃくにじゅうか ひゃくごじゅうポンド×1	調整の前なら、約54キロか約68キロ（120か150ポンド）で倒れていた。
c603-3	EL_YOMI 既存	54キロ→ごじゅうよんキロ×1	調整の前なら、約54キロか約68キロ（120か150ポンド）で倒れていた。
c603-3	EL_YOMI 既存	68キロ→ろくじゅうはちキロ×1	調整の前なら、約54キロか約68キロ（120か150ポンド）で倒れていた。
c604-1	§6の語（9.11）	機体	SBには、改修する機体の一覧が付いている。
c604-1	英字・記号	SB	SBには、改修する機体の一覧が付いている。
c604-2	§6の語（9.11）	機体	のちにトルコ航空に渡る機体は、そこに無い。
c604-3	§6の語（9.11）	機体	一覧に無い機体は、引き渡す前に改修するか、SBを改めて一覧に加える、とある。
c604-3	英字・記号	SB	一覧に無い機体は、引き渡す前に改修するか、SBを改めて一覧に加える、とある。
c605-1	文頭の数字	1	1972年6月、のちのトルコ航空の機体は、まだロングビーチのダグラスの工場にいた。
c605-1	数詞＋助数詞	1972年	1972年6月、のちのトルコ航空の機体は、まだロングビーチのダグラスの工場にいた。
c605-1	数詞＋助数詞	6月	1972年6月、のちのトルコ航空の機体は、まだロングビーチのダグラスの工場にいた。
c605-1	§6の語（9.11）	機体	1972年6月、のちのトルコ航空の機体は、まだロングビーチのダグラスの工場にいた。
c605-1	EL_YOMI 既存	1972年6月、→千九百七十二年 ろくがつ、×1	1972年6月、のちのトルコ航空の機体は、まだロングビーチのダグラスの工場にいた。
c606-1	EL_YOMI 既存	製造番号は46704→製造番号は よんろくななまるよん×1	工場での呼び名は、胴体29号機。製造番号は46704。
