行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c315-2	読み一致		タントオシャハサクセンノホトンドノカイデソオダッタトハナシテエル	タントオシャハサクセンノホトンドノカイデソオダッタトハナシテエル	担当者は、作戦のほとんどの回で、そうだったと話している。	担当者は作戦のほとんどの回でそうだったと話している。
c316-1	読み一致		リチウムノミコミチガイハイリョクガオオキスギタリユウトシテヒロクカタラレル	リチウムノミコミチガイハイリョクガオオキスギタリユウトシテヒロクカタラレル	「リチウム7の見込み違い」は、威力が大きすぎた理由として広く語られる。	リチウム七の見込み違いは威力が大きすぎた理由として広く語られる。
c317-1	読み一致		トコロガネンオナジロスアラモスノケンキュウシャニンガロンブンニコオカイタ	トコロガネンオナジロスアラモスノケンキュウシャニンガロンブンニコオカイタ	ところが2024年、同じロスアラモスの研究者2人が、論文にこう書いた。	ところが、二千二十四年、同じロスアラモスの研究者二人が論文にこう書いた。
c317-2	読みが違う	リ→ビ	リチウムノミコミチガイセツハアヤマリデアル	ビチウムノミコミチガイセツハアヤマリデアル	リチウム7の見込み違い説は、誤りである	ビチウム七の見込み違い説は誤りである。
c318-1	読み一致		ネンアマリタッタイマモソノセツメエハヒトツニソロッテエナイ	ネンアマリタッタイマモソノセツメエハヒトツニソロッテエナイ	70年あまりたったいまも、その説明は一つにそろっていない。	七十年余り経った今も、その説明は一つに揃っていない。
c318-2	読みが違う	ト→キョ／—→ュ	トオジカラノセツメエトネンノロンブントガクイチガッタママデアル	キョオジュカラノセツメエトネンノロンブントガクイチガッタママデアル	当時からの説明と、2024年の論文とが、食い違ったままである。	教授からの説明と二千二十四年の論文とが食い違ったままである。
c319-1	読み一致		モオヒトツヨクカタラレルハナシガアル	モオヒトツヨクカタラレルハナシガアル	もう一つ、よく語られる話がある。	もう一つよく語られる話がある。
c319-2	読み一致		トントイウイリョクハダレモカンガエテエナカッタトイウモノダ	トントイウイリョクハダレモカンガエテエナカッタトイウモノダ	1500万トンという威力は、誰も考えていなかった、というものだ。	千五百万トンという威力は誰も考えていなかったというものだ。
c320-1	読み一致		ダガネンニコクボオソオショオノキカンガマトメタホオコクショハチガウコトヲカイテエル	ダガネンニコクボオソオショオノキカンガマトメタホオコクショハチガウコトヲカイテエル	だが、2013年に国防総省の機関がまとめた報告書は、違うことを書いている。	だが、二〇一三年に国防総省の機関がまとめた報告書は違うことを書いている。
c320-2	読み一致		ケンキュウジョハオキルトハミナイガソナエルジョオゲンヲトンキボトケエサンシテエタ	ケンキュウジョハオキルトハミナイガソナエルジョオゲンヲトンキボトケエサンシテエタ	研究所は、起きるとは見ないが備える上限を、1500万トン規模と計算していた。	研究所は起きるとはみないが、備える上限を千五百万トン規模と計算していた。
c320-3	読み一致		ソノスウジハツキニチノデンポオデゲンチニツタエラレテエタ	ソノスウジハツキニチノデンポオデゲンチニツタエラレテエタ	その数字は、2月18日の電報で、現地に伝えられていた。	その数字は2月18日の電報で現地に伝えられていた。
c321-1	読み一致		ブタイハタイインヲマモルテダテヲコノジョオゲンヲモトニキメルホオシンダッタ	ブタイハタイインヲマモルテダテヲコノジョオゲンヲモトニキメルホオシンダッタ	部隊は、隊員を守る手立てを、この上限をもとに決める方針だった。	部隊は隊員を守る手立てをこの上限をもとに決める方針だった。
c321-2	読み一致		カガクノセキニンシャハゼンネンツキサラニオオキイイリョクヲカンガエヒコオキヲハナスキョリヲシジシテエタ	カガクノセキニンシャハゼンネンツキサラニオオキイイリョクヲカンガエヒコオキヲハナスキョリヲシジシテエタ	科学の責任者は前年12月、さらに大きい威力を考え、飛行機を離す距離を指示していた。	化学の責任者は前年 12月、さらに大きい威力を考え、飛行機を離す距離を指示していた。
c322-1	読み一致		デハイリョクガツクッタガワノヨテエドオリダッタラシマハブジダッタノカ	デハイリョクガツクッタガワノヨテエドオリダッタラシマハブジダッタノカ	では、威力が作った側の予定どおりだったら、島は無事だったのか。	では、威力が作った側の予定通りだったら、島は無事だったのか？
c322-2	読み一致		オナジホオコクショハコオカイテエル	オナジホオコクショハコオカイテエル	同じ報告書は、こう書いている。	同じ報告書はこう書いている。
c322-3	読み一致		ヨテエノイリョクデモヒトノスムシマハヨゴレタハズダ	ヨテエノイリョクデモヒトノスムシマハヨゴレタハズダ	予定の威力でも、人の住む島は汚れたはずだ	予定の威力でも人の住む島は汚れたはずだ。
c323-1	読み一致		トンノイリョクハジタイヲサラニワルクシタダケダトホオコクショハイウ	トンノイリョクハジタイヲサラニワルクシタダケダトホオコクショハイウ	1500万トンの威力は、事態をさらに悪くしただけだ、と報告書は言う。	千五百万トンの威力は事態をさらに悪くしただけだ、と報告書は言う。
c323-2	読みが違う	ダ→デス	クモノタカサトカタチハイリョクニアマリサユウサレナイカラダ	クモノタカサトカタチハイリョクニアマリサユウサレナイカラデス	雲の高さと形は、威力にあまり左右されないからだ。	雲の高さと形は威力にあまり左右されないからです。
c323-3	読み一致		トンノベツノカイユニオンノクモモブラボオトタイサナクノボッタ	トンノベツノカイユニオンノクモモブラボオトタイサナクノボッタ	700万トンの別の回「ユニオン」の雲も、ブラボーと大差なく昇った。	七百万トンの別の階、ユニオンの雲もブラボーと大差なく上った。
c324-1	読み一致		デハナニガハイヲヒトノスムシママデハコンダノカ	デハナニガハイヲヒトノスムシママデハコンダノカ	では、何が灰を、人の住む島まで運んだのか。	では、何が灰を人の住む島まで運んだのか。
c324-2	読み一致		ヨクカタラレルノハウツマエノヨルノカゼノハナシデアル	ヨクカタラレルノハウツマエノヨルノカゼノハナシデアル	よく語られるのは、撃つ前の夜の、風の話である。	よく語られるのは、撃つ前の夜の風の話である。
c401-1	読み一致		ハナシヲウツマエノニチカンニモドス	ハナシヲウツマエノニチカンニモドス	話を、撃つ前の数日間に戻す。	話を打つ前の数日間に戻す。
c401-2	読み一致		ジッケンジョオノマワリニハアメリカガサダメタケエカイノクイキガアッタ	ジッケンジョオノマワリニハアメリカガサダメタケエカイノクイキガアッタ	実験場のまわりには、アメリカが定めた警戒の区域があった。	実験場の周りにはアメリカが定めた警戒の区域があった。
c401-3	読み一致		エニウェトクトビキニヲカコムタテキロヨコキロノクイキデアル	エニウェトクトビキニヲカコムタテニキロヨコキロノクイキデアル	エニウェトクとビキニを囲む、縦278キロ、横556キロの区域である。	エニウェトクとビキニを囲む縦に百七十八キロ、横五百五十六キロの区域である。
c402-1	読みが違う	—→リ	クイキノヒガシノソトガワニハヒトノスムシマジマガアッタ	リクイキノヒガシノソトガワニハヒトノスムシマジマガアッタ	区域の東の外側には、人の住む島々があった。	陸域の東の外側には人の住む島々があった。
c402-2	読みが違う	エ→イ	ロンゲラップニニントナリノアイリングナエニニンウトリックニニン	ロンゲラップニニントナリノアイリングナイニニンウトリックニニン	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。	ロンゲラップに六十四人、隣のアイリングナイに十八人、ウトリックに百五十七人
c402-3	読み一致		ロンゲリックカンショオニハアメリカヘエニンノカンソクショガアッタ	ロンゲリックカンショオニハアメリカヘエニニンノカンソクショガアッタ	ロンゲリック環礁には、アメリカ兵28人の観測所があった。	ロンゲリック環礁にはアメリカ兵に十八人の観測所があった
c403-1	読み一致		ハイガドコヘナガレルカハジョオクウノカゼデキマル	ハイガドコヘナガレルカハジョオクウノカゼデキマル	灰がどこへ流れるかは、上空の風で決まる。	灰がどこへ流れるかは上空の風で決まる。
c403-2	読みが違う	ハ→バ	ブタイニハカゼノムキトハイノオチルサキヲヨホオスルオオキナハンガオカレテエタ	ブタイニハカゼノムキトハイノオチルサキヲヨホオスルオオキナバンガオカレテエタ	部隊には、風の向きと、灰の落ちる先を予報する大きな班が置かれていた。	舞台には風の向きと灰の落ちる先を予報する大きな版が置かれていた。
c404-1	読み一致		カゼノムキトツヨサハタカサニヨッテチガウ	カゼノムキトツヨサハタカサニヨッテチガウ	風の向きと強さは、高さによって違う。	風の向きと強さは高さによって違う。
c404-2	読みが違う	ハ→ファ	ハンハタカサゴトノカゼヲカサネアワセテハイノオチルサキヲヨソオシタ	ファンハタカサゴトノカゼヲカサネアワセテハイノオチルサキヲヨソオシタ	班は、高さごとの風を重ね合わせて、灰の落ちる先を予想した。	ファンは高さごとの風を重ね合わせて灰の落ちる先を予想した。
c405-1	読み一致		タダハイノヨホオニハジャクテンガアッタ	タダハイノヨホオニハジャクテンガアッタ	ただ、灰の予報には弱点があった。	ただ、灰の予報には弱点があった。
c405-2	読みが違う	ハイ→ヒ	ハイノヒロガリヲミツモルホオホオハオモニネバダノイリョクノチイサイジッケンノキロクヲモトニシテエタ	ヒノヒロガリヲミツモルホオホオハオモニネバダノイリョクノチイサイジッケンノキロクヲモトニシテエタ	灰の広がりを見積もる方法は、主にネバダの、威力の小さい実験の記録をもとにしていた。	火の広がりを見積もる方法は、主にネバダの威力の小さい実験の記録をもとにしていた。
c405-3	読み一致		オオキナバクハツノハイニハタリナイトジッケンガハジマッテカラワカッタ	オオキナバクハツノハイニハタリナイトジッケンガハジマッテカラワカッタ	大きな爆発の灰には足りないと、実験が始まってから分かった。	大きな爆発の灰には足りないと実験が始まってからわかった。
c406-1	読み一致		チジョオデバクハツサセタジッケンデトオクマデノハイヲハカッタキロクハ	チジョオデバクハツサセタジッケンデトオクマデノハイヲハカッタキロクハ	地上で爆発させた実験で、遠くまでの灰を測った記録は、	地上で爆発させた実験で遠くまでの灰を測った記録は
c406-2	読み一致		ネンノイリョクノチイサナジッケンカイブンシカナカッタ	ネンノイリョクノチイサナジッケンカイブンシカナカッタ	1951年の、威力の小さな実験1回ぶんしか無かった。	1951年の威力の小さな実験一回分しかなかった。
c407-1	読み一致		ウツニチマエブタイハホンゴクトタイヘエヨオグンノシレエブニミトオシヲツタエテエル	ウツニチマエブタイハホンゴクトタイヘエヨオグンノシレエブニミトオシヲツタエテエル	撃つ5日前、部隊は本国と太平洋軍の司令部に見通しを伝えている。	うつ。五日前、部隊は本国と太平洋軍の司令部に見通しを伝えている。
c407-2	読み一致		ヨホオノカゼガツヅケバハイハホクセエカラホクトオヘセンケエニヒロガル	ヨホオノカゼガツヅケバハイハホクセエカラホクトオヘセンケエニヒロガル	予報の風が続けば、灰は北西から北東へ、扇形に広がる。	予報の風が続けば、灰は北西から北東へ扇形に広がる。
c407-3	読み一致		ブタイハコレヲツゴオノヨイカゼトミテエタ	ブタイハコレヲツゴオノヨイカゼトミテエタ	部隊はこれを、都合のよい風と見ていた。	部隊はこれを都合の良い風と見ていた。
c408-1	読み一致		ソコデニチマエトマエノヒニホクセエノオミヲヒコオキデサガシタ	ソコデニチマエトマエノヒニホクセエノオミヲヒコオキデサガシタ	そこで、2日前と前の日に、北西の海を飛行機で探した。	そこで二日前と前の日に北西の海を飛行機で探した。
c408-2	読みが違う	アル→ス	トオリガカリノフネガイナイカヲタシカメルタメデアル	トオリガカリノフネガイナイカヲタシカメルタメデス	通りがかりの船がいないかを、確かめるためである。	通りがかりの船がいないかを確かめるためです。
c408-3	読み一致		フネハミツカラナカッタ	フネハミツカラナカッタ	船は、見つからなかった。	船は見つからなかった。
c409-1	読み一致		ウツマエノヒノゴゼンジブタイハタイヘエヨオグンノシレエブニコオヨホオヲオクッタ	ウツマエノヒノゴゼンジブタイハタイヘエヨオグンノシレエブニコオヨホオヲオクッタ	撃つ前の日の午前11時。部隊は、太平洋軍の司令部に、こう予報を送った。	撃つ前の日の午前十一時、部隊は太平洋軍の司令部にこう予報を送った。
c409-2	読みが違う	カ→ハ	ヨホオヒトノスムシマジマニオオキナコオカイナシ	ヨホオヒトノスムシマジマニオオキナコオハイナシ	予報：人の住む島々に、大きな降灰なし	予報。人の住む島々に大きな荒廃なし。
c410-1	読み一致		カゼノミトオシガカワリハジメタノハソノヒノユウガタデアル	カゼノミトオシガカワリハジメタノハソノヒノユウガタデアル	風の見通しが変わりはじめたのは、その日の夕方である。	風の見通しが変わり始めたのは、その日の夕方である。
c410-2	読み一致		ゴゴジノキショオノオチアワセデヨホオノカゼハマエヨリワルクナッテエタ	ゴゴジノキショオノオチアワセデヨホオノカゼハマエヨリワルクナッテエタ	午後6時の気象の打ち合わせで、予報の風は前より悪くなっていた。	午後六時の気象の打ち合わせで、予報の風は前より悪くなっていた。
c411-1	読み一致		ホオコクショハコノオチアワセノコトヲコオカイテエル	ホオコクショハコノオチアワセノコトヲコオカイテエル	報告書は、この打ち合わせのことを、こう書いている。	報告書はこの打ち合わせのことをこう書いている。
c411-2	読み一致		ソレデモオツケッテエハアラタメテカクニンサレタ	ソレデモオツケッテエハアラタメテカクニンサレタ	それでも、撃つ決定は改めて確認された	それでも撃つ決定は改めて確認された。
c412-1	読み一致		タダシマヨナカニモオイチドカゼヲミナオスコトニシタ	タダシマヨナカニモオイチドカゼヲミナオスコトニシタ	ただし、真夜中にもう一度、風を見直すことにした。	ただし、真夜中にもう一度風を見直すことにした。
c412-2	読み一致		マタビキニノニシニオクヨテエダッタクチクカンヲミナミヨリヘウツスヨオメエジタ	マタビキニノニシニオクヨテエダッタクチクカンヲミナミヨリヘウツスヨオメエジタ	また、ビキニの西に置く予定だった駆逐艦を、南寄りへ移すよう命じた。	また、ビキニの西に置く予定だった駆逐艦を南寄りへ移すよう命じた。
c412-3	読みが違う	クモ→サンヤ	クモノユクエヲミハルヒコオキハバクハツノジカンゴニトブテハズニナッタ	サンヤノユクエヲミハルヒコオキハバクハツノジカンゴニトブテハズニナッタ	雲の行方を見張る飛行機は、爆発の2時間後に飛ぶ手はずになった。	山野の行方を見張る飛行機は爆発の二時間後に飛ぶ手はずになった。
c413-1	読み一致		マヨナカノオチアワセデハカゼハサラニワルクナッテエタ	マヨナカノオチアワセデハカゼハサラニワルクナッテエタ	真夜中の打ち合わせでは、風はさらに悪くなっていた。	真夜中の打ち合わせでは、風邪はさらに悪くなっていた。
c413-2	読みが違う	—→テン	ワルクナッタノハタカサキロカラキロアタリノカゼデアル	ワルクナッタノハタカサキロカラテンキロアタリノカゼデアル	悪くなったのは、高さ3キロから7.5キロあたりの風である。	悪くなったのは高さ三キロから七点五キロ辺りの風である。
c414-1	読みが違う	ル→タ	ナカデモキニナルカゼノムキヲホオコクショハコオカイテエル	ナカデモキニナルカゼノムキヲホオコクショハコオカイテエタ	なかでも気になる風の向きを、報告書はこう書いている。	中でも気になる風の向きを報告書はこう書いていた。
c414-2	読みが違う	—→パ／ロ→ド	タカサキロノカゼガロンゲラップヘムカウ	タカサパキロノカゼガドンゲラップヘムカウ	高さ6キロの風が、ロンゲラップへ向かう	高さ六パキロの風がドンゲラップへ向かう。
c415-1	読み一致		タダブタイノシレエブハヨホオデハソノカゼハオソクシンパイハイラナイトハンダンシタ	タダブタイノシレエブハヨホオデハソノカゼハオソクシンパイハイラナイトハンダンシタ	ただ部隊の司令部は、予報ではその風は遅く、心配はいらないと判断した。	ただ、部隊の司令部は予報ではその風は遅く、心配はいらないと判断した。
c415-2	読み一致		ビキニトオトエネマントオハオソラクヨゴレルトモミテエタ	ビキニトオトエネマントオハオソラクヨゴレルトモミテエタ	ビキニ島とエネマン島は、おそらく汚れる、とも見ていた。	ビキニ島とエネマン島はおそらく汚れるとも見ていた。
c415-3	読み一致		ウツケッテエハココデモアラタメテカクニンサレタ	ウツケッテエハココデモアラタメテカクニンサレタ	撃つ決定は、ここでも改めて確認された。	撃つ決定はここでも改めて確認された。
c416-1	読みが違う	テ→シュ	コノトキヒトツテガクワエラレテエル	コノトキヒトツシュガクワエラレテエル	このとき、ひとつ手が加えられている。	この時、一つ手が加えられている。
c416-2	読みが違う	トオ→タチ	バクハツノトオジツトオホクトオノオミヘフネヲサガスヒコオキヲツイカデトバスコトニシタ	バクハツノトオジツトオホクタチノオミヘフネヲサガスヒコオキヲツイカデトバスコトニシタ	爆発の当日、東北東の海へ、船を探す飛行機を追加で飛ばすことにした。	爆発の当日、東北たちの海へ船を探す飛行機を追加で飛ばすことにした。
c416-3	読み一致		オヨソキロサキマデウミヲミテマワルヒコオデアル	オヨソキロサキマデウミヲミテマワルヒコオデアル	およそ1100キロ先まで、海を見てまわる飛行である。	およそ1100キロ先まで海を見て回る飛行である。
c417-1	読み一致		サイゴノミナオシハゴゼンジフン	サイゴノミナオシハゴゼンジフン	最後の見直しは、午前4時30分。	最後の見直しは午前四時三十分。
c417-2	読み一致		カゼニオオキナヘンカハナイトサレタ	カゼニオオキナヘンカハナイトサレタ	風に大きな変化は無い、とされた。	風に大きな変化はないとされた。
c417-3	読み一致		タダビキニノヒクイソラデハカゼガキタヤニシカラフクムキニカワリツツアッタ	タダビキニノヒクイソラデハカゼガキタヤニシカラフクムキニカワリツツアッタ	ただビキニの低い空では、風が北や西から吹く向きに変わりつつあった。	ただ、ビキニの低い空では風が北や西から吹く向きに変わりつつあった。
c418-1	読み一致		ホオシャセンノアンゼンヲウケモツカカリハヒトツテエアンシタ	ホオシャセンノアンゼンヲウケモツカカリハヒトツテエアンシタ	放射線の安全を受けもつ係は、ひとつ提案した。	放射線の安全を受け持つ係は一つ提案した。
c418-2	読み一致		ナントオデマツカンタイヲキロサキカラキロサキマデサゲテハドオカ	ナントオデマツカンタイヲキロサキカラキロサキマデサゲテハドオカ	南東で待つ艦隊を、56キロ先から93キロ先まで下げてはどうか。	南東で待つ艦隊を五十六キロ先から九十三キロ先まで下げてはどうか。
c419-1	読み一致		サガッタノハチイサクテアシノオソイフネダケダッタ	サガッタノハチイサクテアシノオソイフネダケダッタ	下がったのは、小さくて足の遅い船だけだった。	下がったのは小さくて足の遅い船だけだった。
c419-2	読み一致		オオキナフネハキバクノアイズヲオクルシレエショトノムセンヲタモチスグモドレルヨオモトノバショニノコッタ	オオキナフネハキバクノアイズヲオクルシレエショトノムセンヲタモチスグモドレルヨオモトノバショニノコッタ	大きな船は、起爆の合図を送る指令所との無線を保ち、すぐ戻れるよう元の場所に残った。	大きな船は起爆の合図を送る司令所との無線を保ち、すぐ戻れるよう元の場所に残った。
c420-1	読み一致		コノコロカンタイハスデニカンショオノソトヘデテエタ	コノコロカンタイハスデニカンショオノソトヘデテエタ	このころ艦隊は、すでに環礁の外へ出ていた。	この頃艦隊はすでに干渉の外へ出ていた。
c420-2	読みが違う	チ→ジュウシ	ソオチノソバニノコッタノハキバクノジュンビヲスルハントソノケエビダケデアル	ソオジュウシノソバニノコッタノハキバクノジュンビヲスルハントソノケエビダケデアル	装置のそばに残ったのは、起爆の準備をする班と、その警備だけである。	操縦士のそばに残ったのは起爆の準備をする班とその警備だけである。
c421-1	読みが違う	ウ→トオ	ハンハジュンビヲオエルトエニュウトオノシレエショヘウツッタ	ハンハジュンビヲオエルトエニュトオトオノシレエショヘウツッタ	班は準備を終えると、エニュー島の指令所へ移った。	ハンは準備を終えると、エニュ島島の司令所へ移った。
c421-2	読みが違う	キ→ヒ	キバクノハンノホカハダレモカンショオニノコラナイテジュンデアル	ヒバクノハンノホカハダレモカンショオニノコラナイテジュンデアル	起爆の班のほかは、誰も環礁に残らない手順である。	被爆の班の他は誰も鑑賞に残らない手順である。
c421-3	読みが違う	シ→チ	シレエショハバクシンカラカンショオノオチガワノオミヲハサンダムコオギシニアッタ	シレエショハバクシンカラカンチョオノオチガワノオミヲハサンダムコオギシニアッタ	指令所は、爆心から、環礁の内側の海をはさんだ向こう岸にあった。	司令所は爆心から干潮の内側の海を挟んだ向こう岸にあった。
c422-1	読み一致		ノチニコノヨルハカゼガシマヘムカウトシリナガラウッタトカタラレルヨオニナル	ノチニコノヨルハカゼガシマヘムカウトシリナガラウッタトカタラレルヨオニナル	のちにこの夜は、「風が島へ向かうと知りながら撃った」と語られるようになる。	後にこの夜は風が島へ向かうと知りながら撃ったと語られるようになる。
c422-2	読みが違う	—→パ	ダガネンノホオコクショハタカサキロノカゼハシマノハイニチョクセツカカワラナイトスル	ダガネンノホオコクショハタカサパキロノカゼハシマノハイニチョクセツカカワラナイトスル	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。	だが、二千十三年の報告書は高さ六パキロの風は島の灰に直接関わらないとする。
c422-3	読み一致		ハナシヲモドスヨアケマエヨテエドオリゴゼンジフンヲムカエル	ハナシヲモドスヨアケマエヨテエドオリゴゼンジフンヲムカエル	話を戻す。夜明け前、予定どおり午前6時45分を迎える。	話を戻す。夜明け前、予定通り午前六時四十五分を迎える。
c501-1	読み一致		ネンツキニチゴゼンジフン	ネンツキニチゴゼンジフン	1954年3月1日、午前6時45分。	1954年3月1日午前6時45分
c501-2	読み一致		キバクノシンゴオガオクラレソオチガバクハツシタ	キバクノシンゴオガオクラレソオチガバクハツシタ	起爆の信号が送られ、装置が爆発した。	起爆の信号が送られ、装置が爆発した。
c501-3	読み一致		ニッポンノトケエデハヨアケマエノゴゼンジフンデアル	ニッポンノトケエデハヨアケマエノゴゼンジフンデアル	日本の時計では、夜明け前の午前3時45分である。	日本の時計では夜明け前の午前三時四十五分である。
c502-1	読みが違う	—→テン	ビョオノオチニチョッケエオヨソキロノヒノタマガデキタ	ビョオノオチニチョッケエオヨソテンキロノヒノタマガデキタ	数秒のうちに、直径およそ4.8キロの火の玉ができた。	数秒のうちに直径およそ四点八キロの火の玉ができた。
c502-2	読み一致		アルイテジカンカカルミチノリガマルゴトハイルオオキサデアル	アルイテジカンカカルミチノリガマルゴトハイルオオキサデアル	歩いて1時間かかる道のりが、まるごと入る大きさである。	歩いて一時間かかる道のりが丸ごと入る大きさである。
c503-1	読み一致		ヒノタマハフンノオチニタカサキロマデノボッタ	ヒノタマハフンノオチニタカサキロマデノボッタ	火の玉は1分のうちに、高さ13.7キロまで昇った。	火の玉は一分のうちに高さ13.7キロまで登った。
c503-2	読み一致		リョカクキガトブタカサヨリサラニウエデアル	リョカクキガトブタカサヨリサラニウエデアル	旅客機が飛ぶ高さより、さらに上である。	旅客機が飛ぶ高さよりさらに上である。
c503-3	読みが違う	—→テン	オナジフンデクモハハバキロニヒロガッテエタ	オナジフンデクモハハバテンキロニヒロガッテエタ	同じ1分で、雲は幅4.8キロに広がっていた。	同じ一分で雲は幅四点八キロに広がっていた。
c504-1	読み一致		ハナタレタチカラハカヤクニナオシテトンブン	ハナタレタチカラハカヤクニナオシテトンブン	放たれた力は、TNT火薬に直して1500万トンぶん。	放たれた力はTNT火薬に直して千五百万トン分
c504-2	読み一致		アメリカガオコナッタカクジッケンデエチバンオオキナバクハツデアル	アメリカガオコナッタカクジッケンデエチバンオオキナバクハツデアル	アメリカが行った核実験で、いちばん大きな爆発である。	アメリカが行った核実験で一番大きな爆発である。
c505-1	読みが違う	—→テン／ア→ヒラ	サンゴショオニハハバキロフカサメエトルヲコエルアナガアイタ	サンゴショオニハハバテンキロフカサメエトルヲコエルアナガヒライタ	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。	サンゴ礁には幅一点六キロ、深さ六十メートルを超える穴が開いた。
c505-2	読みが違う	アル→ス	カイダテノビルガホボシズンデシマウフカサデアル	カイダテノビルガホボシズンデシマウフカサデス	20階建てのビルが、ほぼ沈んでしまう深さである。	二十階建てのビルがほぼ沈んでしまう深さです。
c506-1	読み一致		クダケタサンゴハソノママクモノナカヘスイアゲラレタ	クダケタサンゴハソノママクモノナカヘスイアゲラレタ	砕けたサンゴは、そのまま雲の中へ吸い上げられた。	砕けたサンゴはそのまま雲の中へ吸い上げられた。
c506-2	読み一致		ホオシャノオヲオビタコノコナガアトデフッテクルハイニナル	ホオシャノオヲオビタコノコナガアトデフッテクルハイニナル	放射能を帯びたこの粉が、あとで降ってくる灰になる。	放射能を帯びたこの粉が後で降ってくる灰になる。
c507-1	読み一致		バクフウハチカクノシマジマノキヲハギトリ	バクフウハチカクノシマジマノキヲハギトリ	爆風は近くの島々の木をはぎ取り、	爆風は近くの島々の木を剥ぎ取り
c507-2	読み一致		キロアマリハナレタムジンノキャンプノタテモノモオオキクコワシタ	キロアマリハナレタムジンノキャンプノタテモノモオオキクコワシタ	20キロあまり離れた無人のキャンプの建物も、大きく壊した。	二十キロ余り離れた無人のキャンプの建物も大きく壊した。
c508-1	読み一致		デンセンガショオトシテカジモオキ	デンセンガショオトシテカジモオキ	電線がショートして火事も起き、	電線がショートして火事も起き
c508-2	読み一致		ナラベテアッタカンソクノキカイノオオクガヤケタ	ナラベテアッタカンソクノキカイノオオクガヤケタ	並べてあった観測の機械の多くが焼けた。	並べてあった観測の機械の多くが焼けた。
c509-1	読み一致		ヒノタマノヒカリハヒガシヘキロハナレタシマカラモフンチカクミエテエタ	ヒノタマノヒカリハヒガシヘキロハナレタシマカラモフンチカクミエテエタ	火の玉の光は、東へ250キロ離れた島からも、1分近く見えていた。	火の玉の光は東へ二百五十キロ離れた島からも一分近く見えていた。
c509-2	読み一致		トオホクトオヘキロノオミノオエデハニッポンノギョセンガミテエタ	トオホクトオヘキロノオミノオエデハニッポンノギョセンガミテエタ	東北東へ157キロの海の上では、日本の漁船が見ていた。	東北東へ百五十七キロの海の上では、日本の漁船が見ていた。
c510-1	読み一致		ギョセンニオトガトドイタノハヒカリカラフンタッテカラ	ギョセンニオトガトドイタノハヒカリカラフンタッテカラ	漁船に音が届いたのは、光から7、8分たってから。	漁船に音が届いたのは光から七、八分経ってから。
c510-2	読み一致		ライフルヲウッタヨオナオオキナオトガカイキコエタ	ライフルヲウッタヨオナオオキナオトガカイキコエタ	ライフルを撃ったような大きな音が、2回聞こえた。	ライフルを撃ったような大きな音が二回聞こえた。
c510-3	読み一致		ヒガシヘキロノシマデハフンゴニタテモノノマドガユレテエル	ヒガシヘキロノシマデハフンゴニタテモノノマドガユレテエル	東へ250キロの島では、11分後に建物の窓が揺れている。	東へ二百五十キロの島では、十一分後に建物の窓が揺れている。
c511-1	読みが違う	フ→ジュウブ	フンゴクモノハバハキロヲコエテエタ	ジュウブンゴクモノハバハキロヲコエテエタ	10分後、雲の幅は100キロを超えていた。	十分後、雲の幅は百キロを超えていた。
c511-2	読み一致		テッペンハタカサキロヲコエフジサンノオヨソバイニタッシタ	テッペンハタカサキロヲコエフジサンノオヨソバイニタッシタ	てっぺんは高さ35キロを超え、富士山のおよそ10倍に達した。	てっぺんは高さ三十五キロを超え、富士山のおよそ十倍に達した。
c512-1	読み一致		オヨソフンゴクモヲトルヒコオキカラナニカガオチテクルノガミエタ	オヨソフンゴクモヲトルヒコオキカラナニカガオチテクルノガミエタ	およそ30分後、雲を撮る飛行機から、何かが落ちてくるのが見えた。	およそ三分後、雲を取る飛行機から何かが落ちてくるのが見えた。
c513-1	読みが違う	キ→ヒ	バクシンカラウミヲハサンダキバクノシレエショノマワリデモジカンデホオシャセンガツヨマッタ	バクシンカラウミヲハサンダヒバクノシレエショノマワリデモジカンデホオシャセンガツヨマッタ	爆心から海をはさんだ、起爆の指令所のまわりでも、1時間で放射線が強まった。	爆心から海を挟んだ被爆の指令所の周りでも、一時間で放射線が強まった。
c513-2	読み一致		ソトノツヨサハシレエショノナカノオヨソバイデアル	ソトノツヨサハシレエショノナカノオヨソバイデアル	外の強さは、指令所の中の、およそ7000倍である。	外の強さは司令所の中のおよそ七千倍である。
c513-3	読み一致		ナカニイタハンハカベニマモラレテエタ	ナカニイタハンハカベニマモラレテエタ	中にいた班は、壁に守られていた。	中にいた藩は壁に守られていた。
c514-1	読みが違う	タ→ル	ゴゼンジナントオノオミデマッテエタカンタイニハイガフリハジメタ	ゴゼンジナントオノオミデマッテエタカンタイニハイガフリハジメル	午前8時、南東の海で待っていた艦隊に、灰が降りはじめた。	午前八時、南東の海で待っていた艦隊に灰が降り始める。
c514-2	読み一致		キロハナレタクウボハチョオドビキニヘモドルシタクヲシテエタトコロダッタ	キロハナレタクウボハチョオドビキニヘモドルシタクヲシテエタトコロダッタ	57キロ離れた空母は、ちょうどビキニへ戻る支度をしていたところだった。	五十七キロ離れた空母はちょうどビキニへ戻る支度をしていたところだった。
