場面	一致率	送った文	聞こえた文	送信文
c315-3	1.000	応答符号だけを、別の番号に書き換えていた。	応答符号だけを別の番号に書き換えていた。	応答符号だけを、別の番号に書き換えていた。
c316-1	0.976	175便は、管制の画面にはちゃんと映っていた。	百七十五便は管制の画面にはちゃんと映っていた。	175便は、かんせいの画面にはちゃんと映っていた。
c316-2	1.000	ただし「乗っ取られた便」としては、誰も見ていない。	ただし、乗っ取られた便としては誰も見ていない。	ただし「乗っ取られた便」としては、誰も見ていない。
c317-1	0.947	9時3分11秒。175便が南棟にぶつかった。	九時三分十一秒、百七十五便が南棟にぶつかった。	9時3分11秒。175便がみなみとうにぶつかった。
c317-2	1.000	防空司令部がこの便のことを知ったのは、この瞬間である。	防空司令部がこの便のことを知ったのはこの瞬間である。	ぼうくう司令部がこの便のことを知ったのは、この瞬間である。
c318-1	0.980	防空司令部は、175便の乗っ取りを事前に聞いていない。	防空司令部は百七十五便の乗っ取りを事前に聞いていない。	ぼうくう司令部は、175便の乗っ取りを事前に聞いていない。
c318-2	0.936	ニューヨークの管制からの電話で、はじめて知らされた。	ニューヨークの管制からの電話で初めて知らされた。	ニューヨークのかんせいからの電話で、はじめて知らされた。
c319-1	1.000	9時7分。ボストンの管制は、全機に警告を出すよう求めた。	九時七分、ボストンの管制は全機に警告を出すよう求めた。	9時7分。ボストンのかんせいは、全機に警告を出すよう求めた。
c319-2	1.000	操縦室の守りを固めろ、という内容である。	操縦室の守りを固めろという内容である。	操縦室の守りを固めろ、という内容である。
c319-3	0.947	それが実行された跡は、記録に残っていない。	それが実行された後は記録に残っていない。	それが実行された跡は、記録に残っていない。
c320-1	1.000	この時点で、全米の空には数千機の民間機が飛んでいる。	この時点で全米の空には数千機の民間機が飛んでいる。	この時点で、全米の空には数千機の民間機が飛んでいる。
c320-2	0.957	そのどれが乗っ取られているのか、誰にも分からない。	そのどれが乗っ取られているのか誰にもわからない。	そのどれが乗っ取られているのか、誰にも分からない。
c321-1	0.839	1機目から2機目まで、17分あった。	一期目から二期目まで十七分あった	1機目から2機目まで、17分あった。
c321-2	0.962	2機目がぶつかった瞬間に、事故ではないと誰もが分かった。	二機目がぶつかった瞬間に事故ではないと誰もがわかった。	2機目がぶつかった瞬間に、事故ではないと誰もが分かった。
c321-3	1.000	ここから先、全米の空の扱いが変わっていく。	ここから先、全米の空の扱いが変わっていく。	ここから先、全米のそらの扱いが変わっていく。
c322-1	0.964	175便は、応答符号が変わってから衝突まで16分ほどしかない。	百七十五便は、応答符号が変わってから衝突まで十六分ほどしかない。	175便は、応答符号が変わってから衝突まで16分ほどしかない。
c322-2	0.958	誰かが気づいたとしても、知らせを届ける先が無かった。	誰かが気づいたとしても知らせを届ける先がなかった。	誰かが気づいたとしても、知らせを届ける先が無かった。
c322-3	0.875	2機目は、最後まで追えていなかった	二期目は最後まで終えていなかった。	2機目は、最後まで追えていなかった
c401-1	0.933	9時3分11秒の時点で、乗っ取られた便はあと2機。	四時三分十一秒の時点で乗っ取られた便はあと二機	9時3分11秒の時点で、乗っ取られた便はあと2機。
c401-2	0.941	77便と93便が、まだ空を飛んでいる。	二七便と九十三便がまだ空を飛んでいる。	77便と93便が、まだ空を飛んでいる。
c402-1	0.974	77便は、8時20分にダレス空港を出ていた。	七十七便は八時二十分にダレス空港を出ていた。	77便は、8時20分にダレス空港を出ていた。
c402-2	0.920	8時46分には、高度およそ10,700メートルに達している。	八時四十六分には高度およそ十千七百メートルに達している。	8時46分には、高度およそ10,700メートルに達している。
c403-1	0.750	8時51分。77便は、ふだんどおりの定時交信をしている。	八時五十一分、七十七便は普段通りの定時更新をしている。	8時51分。77便は、ふだんどおりの定時交信をしている。
c403-2	0.950	これが、この便から届いた最後の無線になった。	これがこの瓶から届いた最後の無線になった。	これが、この便から届いた最後の無線になった。
c404-1	0.955	8時54分。77便が、決められた道から南へそれた。	八時五十四分、七十七便が決められた道から南へ逸れた。	8時54分。77便が、決められた道から南へそれた。
c404-2	0.923	乗っ取りは、8時51分から8時54分のあいだに起きている。	乗っ取りは八時五十一分から八時五十四分の間に起きている。	乗っ取りは、8時51分から8時54分のあいだに起きている。
c405-1	0.974	8時56分。まずトランスポンダが切られた。	八時五十六分、まずトランスポンダーが切られた。	8時56分。まずトランスポンダが切られた。
c405-2	0.923	さらに、跳ね返りの点のほうまで見えなくなる。	さらに跳ね返りの点の方まで見えなくなる	さらに、跳ね返りの点のほうまで見えなくなる。
c405-3	1.000	管制の画面から、77便は完全に消えてしまった。	管制の画面から七十七便は完全に消えてしまった。	かんせいの画面から、77便は完全に消えてしまった。
c406-1	1.000	担当していたのは、インディアナポリスの管制センターである。	担当していたのはインディアナポリスの管制センターである。	担当していたのは、インディアナポリスのかんせいセンターである。
c406-2	0.824	何度も呼びかけたが、まったく応答が無い。	何度も呼びかけたが、全く応答がない。	何度も呼びかけたが、まったく応答が無い。
c407-1	1.000	管制は、77便がどこかに墜落したのだろうと考えた。	管制は七十七便がどこかに墜落したのだろうと考えた。	かんせいは、77便がどこかに墜落したのだろうと考えた。
c407-2	1.000	だから探したのは、機体が消えた西側の地上である。	だから探したのは機体が消えた西側の地上である。	だから探したのは、機体が消えた西側の地上である。
c407-3	0.913	州の警察にも、落ちた機の報告が無いかを聞いている。	州の警察にも落ちた木の報告がないかを聞いている。	州の警察にも、落ちた きの報告が無いかを聞いている。
c408-1	1.000	9時5分。航空会社は、77便も乗っ取られたと把握する。	九時五分、航空会社は七十七便も乗っ取られたと把握する。	9時5分。航空会社は、77便も乗っ取られたと把握する。
c408-2	0.900	このとき同じ会社は、すでに11便を失っていた。	この時、同じ会社はすでに十一便を失っていた。	このとき同じ会社は、すでに11便を失っていた。
c409-1	1.000	ところが77便が実際に向かっていたのは、東である。	ところが、七十七便が実際に向かっていたのは東である。	ところが77便が実際に向かっていたのは、東である。
c409-2	1.000	首都ワシントンの、川を挟んだ対岸だった。	首都ワシントンの川を挟んだ対岸だった	首都ワシントンの、川を挟んだ対岸だった。
c410-1	1.000	ペンタゴンは、アメリカ国防総省が入っている建物である。	ペンタゴンはアメリカ国防総省が入っている建物である。	ペンタゴンは、アメリカ国防総省が入っている建物である。
c410-2	1.000	建物の名前そのものが、五角形という意味になっている。	建物の名前そのものが五角形という意味になっている。	建物の名前そのものが、ごかっけいという意味になっている。
c411-1	0.958	五角形の輪が、何重にも入れ子になった造りをしている。	五角形の輪が何重にも入れ子になった作りをしている。	ごかっけいの輪が、何重にも入れ子になった造りをしている。
c411-2	1.000	高い建物ではない。低く、横に大きく広がっている。	高い建物ではない。低く、横に大きく広がっている。	高い建物ではない。低く、横に大きく広がっている。
c412-1	1.000	五角形の真ん中には、広い中庭がある。	五角形の真ん中には広い中庭がある。	ごかっけいの真ん中には、広い中庭がある。
c412-2	0.850	外から見えるのは、いちばん外側の輪だけである。	外から見えるのは一番外側の輪だけである。	外から見えるのは、いちばん外側の輪だけである。
c413-1	1.000	9時21分。全米の便の流れを見ているコマンドセンターが、	九時二十一分、全米の便の流れを見ているコマンドセンターが	9時21分。全米の便の流れを見ているコマンドセンターが、
c413-2	0.920	ダレスの管制に、跳ね返りの点を探してみてくれと頼んだ。	ダレスの感性に跳ね返りの点を探してみてくれと頼んだ。	ダレスのかんせいに、跳ね返りの点を探してみてくれと頼んだ。
c414-1	1.000	9時32分。ダレスの管制官たちが、画面の設定を切り替えて探した。	九時三十二分、ダレスの管制官たちが画面の設定を切り替えて探した。	9時32分。ダレスのかんせいかんたちが、画面の設定を切り替えて探した。
c414-2	1.000	見つかったものが、これである。	見つかったものがこれである。	見つかったものが、これである。
c414-3	0.870	高速で東へ動く点が、ひとつ	高速で東へ動く点が一つ。	高速で東へ動く点が、ひとつ
c415-1	1.000	9時34分。その点はホワイトハウスの方角へ向かっていた。	九時三十四分。その点はホワイトハウスの方角へ向かっていた。	9時34分。そのてんはホワイトハウスの方角へ向かっていた。
c415-2	1.000	空港は、すぐに大統領警護隊へ連絡を入れている。	空港はすぐに大統領警護隊へ連絡を入れている。	空港は、すぐに大統領警護隊へ連絡を入れている。
c416-1	0.947	あとから分かったことだが、自動操縦は9時29分に切られていた。	後から分かったことだが、自動操縦は九時二十九分に切られていた。	あとから分かったことだが、自動操縦は9時29分に切られていた。
c416-2	0.947	高度およそ2,100メートル。ペンタゴンの西61キロの地点である。	高度およそ二千百メートル、ペンタゴンの西六十一キロの地点である。	高度およそ2,100メートル。ペンタゴンの西61キロの地点である。
c417-1	0.960	点は、ペンタゴンの西南西8キロ（5マイル）まで来ていた。	点はペンタゴンの西南西八キロ、五マイルまで来ていた。	てんは、ペンタゴンの西南西8キロ（5マイル）まで来ていた。
c417-2	1.000	そこでほぼ一周し、向き直った先がペンタゴンだった。	そこでほぼ一周し、向き直った先がペンタゴンだった。	そこでほぼ一周し、向き直った先がペンタゴンだった。
c418-1	1.000	最後の数分で、高度は一気に下がっている。	最後の数分で高度は一気に下がっている。	最後の数分で、高度は一気に下がっている。
c418-2	0.878	ふつうの着陸の降り方とは、線の形がまるで違う。	普通の着陸の降り方とは線の形がまるで違う。	ふつうの着陸の おり方とは、線の形がまるで違う。
c419-1	1.000	近くを飛んでいた軍の輸送機が、管制に頼まれてこの点を追った。	近くを飛んでいた軍の輸送機が管制に頼まれてこの点を追った。	近くを飛んでいたぐんの輸送機が、かんせいに頼まれてこの点を追った。
c419-2	0.957	操縦士は、あれはボーイング757だと見分けている。	操縦士はあれはボーイング707だと見分けている。	操縦士は、あれはボーイング757だと見分けている。
c420-1	1.000	9時37分46秒。77便がペンタゴンの西側にぶつかった。	九時三十七分四十六秒、七十七便がペンタゴンの西側にぶつかった。	9時37分46秒。77便がペンタゴンの西側にぶつかった。
c420-2	1.000	追っていた輸送機が、衝突の数秒後にそれを伝えている。	追っていた輸送機が衝突の数秒後にそれを伝えている。	追っていた輸送機が、衝突の数秒後にそれを伝えている。
c421-1	1.000	この便に乗っていた64人が亡くなった。	この便に乗っていた六十四人が亡くなった。	この便に乗っていた64人が亡くなった。
c421-2	0.973	建物の中にいた125人も、亡くなっている。	建物の中にいた百二十五人も亡くなっている。	建物の中にいた125人も、亡くなっている。
c421-3	0.810	軍人が55人、それ以外の職員が70人である。	ヒュンジンが五十五人、それ以外の職員が七十人である。	軍人が55人、それ以外の職員が70人である。
c422-1	1.000	防空司令部は、77便が乗っ取られたとは聞かされていない。	防空司令部は七十七便が乗っ取られたとは聞かされていない。	ぼうくう司令部は、77便が乗っ取られたとは聞かされていない。
c422-2	1.000	9時34分に、見失った、と聞いただけである。	九時三十四分に見失ったと聞いただけである。	9時34分に、見失った、と聞いただけである。
c422-3	1.000	3機目は、探されていた場所にいなかった	三機目は探されていた場所にいなかった。	3機目は、探されていた場所にいなかった
c501-1	1.000	9時37分46秒の時点で、乗っ取られた便はあと1機。	九時三十七分四十六秒の時点で乗っ取られた便はあと一機。	9時37分46秒の時点で、乗っ取られた便はあと1機。
c501-2	1.000	93便だけが、まだ空を飛んでいる。	九十三便だけがまだ空を飛んでいる。	93便だけが、まだ空を飛んでいる。
c502-1	1.000	ここからしばらく、空の上の話をしない。	ここからしばらく空の上の話をしない。	ここからしばらく、空の上の話をしない。
c502-2	1.000	時計を少し戻して、地上の部屋の話をする。	時計を少し戻して地上の部屋の話をする。	時計を少し戻して、地上の部屋の話をする。
c502-3	0.980	バージニア州ハーンドンにある、コマンドセンターである。	バージニア州ハンドンにあるコマンドセンターである。	バージニア州ハーンドンにある、コマンドセンターである。
c503-1	1.000	コマンドセンターは、全米の便の流れを見ている部屋である。	コマンドセンターは全米の便の流れを見ている部屋である。	コマンドセンターは、全米の便の流れを見ている部屋である。
c503-2	1.000	天候や混雑に合わせて、どの便をいつ飛ばすかを決める。	天候や混雑に合わせてどの便をいつ飛ばすかを決める。	天候や混雑に合わせて、どの便をいつ飛ばすかを決める。
c503-3	1.000	その日の責任者は、ベン・スライニーといった。	その日の責任者はベン・スライニーといった。	その日の責任者は、ベン・スライニーといった。
c504-1	1.000	9時25分。コマンドセンターが、全米の離陸を止めた。	九時二十五分、コマンドセンターが全米の離陸を止めた。	9時25分。コマンドセンターが、全米の離陸を止めた。
c504-2	1.000	ただし、もう飛んでいる機に対しては、まだ何も言っていない。	ただし、もう飛んでいる機に対してはまだ何も言っていない。	ただし、もう飛んでいる機に対しては、まだ何も言っていない。
c505-1	1.000	滑走路の手前まで出ていた機体が、その場で止まる。	滑走路の手前まで出ていた機体がその場で止まる。	かっそうろの手前まで出ていた機体が、その場で止まる。
c505-2	0.950	搭乗口を離れた機も、動かないまま待たされた。	搭乗口を離れたきも動かないまま待たされた。	搭乗口を離れた 機も、動かないまま待たされた。
c506-1	1.000	それでも、空にはまだ数千機が浮いたままである。	それでも空にはまだ数千機が浮いたままである。	それでも、空にはまだ数千機が浮いたままである。
c506-2	0.947	止められるのは、これから飛ぶ機だけだった。	止められるのはこれから飛ぶ木だけだった。	止められるのは、これから飛ぶ きだけだった。
c507-1	1.000	9時42分。スライニーが、次の命令を出した。	九時四十二分、スライニーが次の命令を出した。	9時42分。スライニーが、次の命令を出した。
c507-2	0.930	いま飛んでいる全部の機を、最寄りの空港に降ろせ。	今飛んでいる全部の機を最寄りの空港に降ろせ。	いま飛んでいる全部の機を、最寄りの空港に降ろせ。
c508-1	0.800	行き先の空港ではない。いちばん近い空港である。	行き先の空港ではない、一番近い空港であり	行き先の空港ではない。いちばん近い空港である。
c508-2	1.000	乗客がどこへ行きたかったかは、この命令では考えない。	乗客がどこへ行きたかったかはこの命令では考えない。	乗客がどこへ行きたかったかは、この命令では考えない。
c509-1	1.000	管制官は、自分の担当する空域の機を1機ずつ降ろしていく。	管制官は自分の担当する空域の機を一機ずつ降ろしていく。	かんせいかんは、自分の担当する空域の機を1機ずつ降ろしていく。
c509-2	1.000	手引きに、こういう場合のやり方は書かれていなかった。	手引きにこういう場合のやり方は書かれていなかった。	手引きに、こういう場合のやり方は書かれていなかった。
c510-1	0.957	アメリカの空を、国ごと閉じたことは一度も無かった。	アメリカの空を国ごと閉じたことは一度もなかった。	アメリカの空を、国ごと閉じたことは一度も無かった。
c510-2	1.000	委員会報告は、この命令をこう書いている。	委員会報告はこの命令をこう書いている。	委員会報告は、この命令をこう書いている。
c510-3	0.923	これは、前例の無い命令だった	これは前例のない命令だった。	これは、前例の無い命令だった
c511-1	1.000	画面には、降下を始めた点がずらりと並ぶ。	画面には降下を始めた点がずらりと並ぶ。	画面には、降下を始めた点がずらりと並ぶ。
c511-2	1.000	受け入れる空港の側は、何機来るのかを知らされていない。	受け入れる空港の側は何機来るのかを知らされていない。	受け入れる空港の がわは、何機来るのかを知らされていない。
c512-1	1.000	東海岸から順に、画面の点が減っていく。	東海岸から順に画面の点が減っていく。	東海岸から順に、画面の点が減っていく。
c512-2	0.944	減り方は、地図の東から西へ移っていった。	減り方が地図の東から西へ移っていった。	減り方は、地図の東から西へ移っていった。
c513-1	1.000	降ろされた空港の駐機場は、すぐにいっぱいになった。	降ろされた空港の駐機場はすぐにいっぱいになった。	降ろされた空港の駐機場は、すぐにいっぱいになった。
c513-2	1.000	誘導路に止めたまま、その日を終えた空港もある。	誘導路に止めたままその日を終えた空港もある。	ゆうどうろに止めたまま、その日を終えた空港もある。
c514-1	1.000	画面から点が1つ消えるたびに、1機が無事に地上に降りている。	画面から点が一つ消えるたびに、一機が無事に地上に降りている。	画面から点が1つ消えるたびに、1機が無事に地上に降りている。
c514-2	0.870	点が消えることが、この日はじめて良い報せになった。	点が消えることがこの日初めて良い知らせになった。	点が消えることが、この日はじめて良いしらせになった。
c515-1	0.939	命令からほどなく、民間機はほとんど全部が地上に降りた。	命令から程なく、民間機はほとんど全部が地上に降りた。	めいれいからほどなく、民間機はほとんど全部が地上に降りた。
c515-2	0.958	その数は、およそ4,500機。旅客機も、小型機も含んでいる。	その数はおよそ四千五百機。旅客機も小型機も含んでいる。	その数は、およそ4,500機。旅客機も、小型機も含んでいる。
c516-1	0.952	降ろした先は、予定に無かった空港ばかりだった。	降ろした先は予定になかった空港ばかりだった。	降ろした先は、予定に無かった空港ばかりだった。
c516-2	1.000	乗客はそこから、何日も動けなくなる。	乗客はそこから何日も動けなくなる。	乗客はそこから、何日も動けなくなる。
c517-1	1.000	空港の待合室で、そのまま寝泊まりした人も多い。	空港の待合室でそのまま寝泊まりした人も多い。	空港の待合室で、そのまま寝泊まりした人も多い。
c517-2	0.936	民間機が普通に飛び始めるのは、数日あとのことである。	民間機が普通に飛び始めるのは数日後のことである。	民間機が普通に飛び始めるのは、数日あとのことである。
c518-1	0.909	これだけの数の機を、一度にまとめて降ろしている。	これだけの数の木を一度にまとめて下ろしている。	これだけの数の機を、一度にまとめて降ろしている。
c518-2	1.000	それでも、降りる途中の事故は1件も起きていない。	それでも降りる途中の事故は一件も起きていない。	それでも、降りる途中の事故は1件も起きていない。
c519-1	0.943	委員会報告は、このときの管制の仕事ぶりを高く評価している。	委員会報告はこの時の管制の仕事ぶりを高く評価している。	委員会報告は、このときのかんせいの仕事ぶりを高く評価している。
c519-2	0.963	手引きに無いことを、その場で決めてやりきった、と書いている。	手引きにないことをその場で決めてやりきったと書いている。	手引きに無いことを、その場で決めてやりきった、と書いている。
c520-1	0.966	9時25分に離陸を止め、9時42分に全機を降ろす命令を出した。	九時二十五分に離陸を止め、九時四十二分に全機を下ろす命令を出した。	9時25分に離陸を止め、9時42分に全機を降ろす命令を出した。
c520-2	1.000	そこから、画面の点が消えきるまで。	そこから画面の点が消えきるまで。	そこから、画面の点が消えきるまで。
c520-3	0.897	その日のうちに、空はからになった	その日のうちに空は空になった。	その日のうちに、空はからになった
c601-1	1.000	9時42分の時点で、乗っ取られた便は93便だけである。	九時四十二分の時点で乗っ取られた便は九十三便だけである。	9時42分の時点で、乗っ取られた便は93便だけである。
c601-2	0.884	そのほかに、およそ4,500機が降りようとしている。	その他におよそ四千五百機が降りようとしている。	そのほかに、およそ4,500機が降りようとしている。
c602-1	1.000	93便は、8時42分にニューアークを離陸していた。	93便は8時42分にニューアークを離陸していた。	93便は、8時42分にニューアークを離陸していた。
c602-2	0.941	あの25分あまりの遅れが、この便を最後の1機にしている。	あの25分余りの遅れがこの便を最後の一機にしている。	あの25分あまりの遅れが、この便を最後の1機にしている。
c603-1	1.000	9時24分。会社の運航管理者が、93便に文字の警告を送った。	九時二十四分、会社の運航管理者が九十三便に文字の警告を送った。	9時24分。会社の運航管理者が、93便に文字の警告を送った。
c603-2	1.000	操縦室への侵入に気をつけろ、という内容である。	操縦室への侵入に気をつけろという内容である。	操縦室への侵入に気をつけろ、という内容である。
c604-1	0.945	93便からは、いまの知らせをもう一度確かめたい、と返事が来た。	九十三便からは今の知らせをもう一度確かめたいと返事が来た。	93便からは、いまの知らせをもう一度確かめたい、と返事が来た。
c604-2	0.962	この警告が届いた、そのおよそ4分後に乗っ取りが始まった。	この警告が届いて、そのおよそ四分後に乗っ取りが始まった。	この警告が届いた、そのおよそ4分後に乗っ取りが始まった。
c605-1	1.000	9時28分。管制の無線に、争っている音が流れた。	九時二十八分、管制の無線に争っている音が流れた。	9時28分。かんせいの無線に、争っている音が流れた。
c605-2	1.000	続いて、ここから出ろ、という叫び声が入っている。	続いてここから出ろという叫び声が入っている。	続いて、ここから出ろ、という叫び声が入っている。
c606-1	1.000	この音を受けたのは、クリーブランドの管制センターだった。	この音を受けたのはクリーブランドの管制センターだった。	この音を受けたのは、クリーブランドのかんせいセンターだった。
c606-2	0.939	同じ周波数を使っていたほかの便も、この音を聞いている。	同じ周波数を使っていた他の便もこの音を聞いている。	同じ周波数を使っていたほかの便も、この音を聞いている。
c607-1	0.913	9時30分。管制官は、ほかの便に順に問い合わせていく。	九時三十分、管制官は他の便に順に問い合わせていく。	9時30分。かんせいかんは、ほかの便に順に問い合わせていく。
c607-2	0.933	いまの音が聞こえたか、と。何機かが、聞こえたと答えた。	今の音が聞こえたか？と。何機かが聞こえたと答えた。	いまの音が聞こえたか、と。何機かが、聞こえたと答えた。
c608-1	0.931	乗っ取りのその瞬間、93便は210メートル、700フィート下がった。	乗っ取りのその瞬間、九十三便は二百十メートル、七百フィート下がった。	乗っ取りのその瞬間、93便は210メートル、700フィート下がった。
c608-2	0.923	何度呼びかけても、返事が無い。	何度呼びかけても返事がない。	何度呼びかけても、返事が無い。
c609-1	1.000	9時32分。管制の無線に、3度目の声が流れた。	九時三十二分、管制の無線に三度目の声が流れた。	9時32分。かんせいの無線に、3度目の声が流れた。
c609-2	0.952	席に着いていろ、機内に爆弾がある、と言っている。	席についていろ。機内に爆弾があると言っている。	席に着いていろ、機内に爆弾がある、と言っている。
c609-3	1.000	客室に向けた放送が、無線に乗ってしまったものである。	客室に向けた放送が無線に乗ってしまったものである。	きゃくしつに向けた放送が、無線に乗ってしまったものである。
c610-1	0.945	そのすぐあと、93便の自動操縦に、東へ戻れという指示が入った。	そのすぐ後、九十三便の自動操縦に東へ戻れという指示が入った。	そのすぐあと、93便の自動操縦に、東へ戻れという指示が入った。
c610-2	0.952	西へ向かっていた機が、向きを変えたことになる。	西へ向かっていた木が向きを変えたことになる。	西へ向かっていた機が、向きを変えたことになる。
c610-3	0.923	4機目は、来た道を引き返した	四期目は来た道を引き返した。	4機目は、来た道を引き返した
c611-1	1.000	西へ向かっていた点が、飛行の途中で大きく回って向きを変える。	西へ向かっていた点が、飛行の途中で大きく回って向きを変える。	西へ向かっていた点が、飛行の途中で大きく回って向きを変える。
c611-2	1.000	向き直った先は、首都ワシントンの方角だった。	向き直った先は首都ワシントンの方角だった。	向き直った先は、首都ワシントンの方角だった。
c612-1	1.000	9時41分。93便のトランスポンダも切られた。	九時四十一分、九十三便のトランスポンダも切られた。	9時41分。93便のトランスポンダも切られた。
c612-2	1.000	4機のうち3機が、名前の消えた点になったことになる。	四機のうち三機が名前の消えた点になったことになる。	4機のうち3機が、名前の消えた点になったことになる。
c612-3	1.000	追えるのは、電波の跳ね返りだけになった。	追えるのは電波の跳ね返りだけになった。	追えるのは、電波の跳ね返りだけになった。
c613-1	0.930	ここで時計をすこし戻す。9時34分のことである。	ここで時計を少し戻す。九時三十四分のことである。	ここで時計をすこし戻す。9時34分のことである。
c613-2	0.918	93便が乗っ取られたという報せは、連邦航空局の本部に届いていた。	二三便が乗っ取られたという知らせは、連邦航空局の本部に届いていた。	93便が乗っ取られたというしらせは、連邦航空局の本部に届いていた。
c613-3	0.923	ただしこの話は、このあと軍には回っていない。	ただし、この話はこの後軍には回っていない。	ただしこの話は、このあと軍には回っていない。
c614-1	1.000	機内では、乗客と乗員が次々に地上へ電話をかけていた。	機内では乗客と乗員が次々に地上へ電話をかけていた。	機内では、乗客と乗員が次々に地上へ電話をかけていた。
c614-2	1.000	座席についている電話と、手持ちの電話の両方が使われている。	座席についている電話と手持ちの電話の両方が使われている。	座席についている電話と、手持ちの電話の両方が使われている。
c615-1	1.000	電話で伝わったのは、機内の状況だけではない。	電話で伝わったのは機内の状況だけではない。	電話で伝わったのは、機内の状況だけではない。
c615-2	1.000	世界貿易センターで何が起きたかも、地上から機内へ伝わっていた。	世界貿易センターで何が起きたかも地上から機内へ伝わっていた。	世界貿易センターで何が起きたかも、地上から機内へ伝わっていた。
c616-1	1.000	少なくとも5本の電話で、その話が出たと記録されている。	少なくとも五本の電話でその話が出たと記録されている。	少なくとも5本の電話で、その話が出たと記録されている。
c616-2	0.943	何が起きているかを分かったうえで、機内の話し合いが始まる。	何が起きているかを分かった上で機内の話し合いが始まる。	何が起きているかを分かったうえで、機内の話し合いが始まる。
c617-1	1.000	名前の消えた点は、ペンシルベニア州の上空を東へ進んでいく。	名前の消えた点はペンシルベニア州の上空を東へ進んでいく。	名前の消えたてんは、ペンシルベニア州の上空を東へ進んでいく。
c617-2	1.000	9時46分、コマンドセンターは首都まであと29分と伝えている。	九時四十六分、コマンドセンターは首都まであと二九分と伝えている。	9時46分、コマンドセンターは首都まであと29分と伝えている。
c618-1	1.000	家族との電話を切って、客室の前へ向かった人たちがいる。	家族との電話を切って客室の前へ向かった人たちがいる。	家族との電話を切って、きゃくしつの前へ向かった人たちがいる。
c618-2	0.944	委員会報告は、その時刻をこう書いている。	委員会報告がその時刻をこう書いている。	委員会報告は、その時刻をこう書いている。
c618-3	1.000	9時57分。機内の反撃が始まった	九時五十七分、機内の反撃が始まった。	9時57分。機内の反撃が始まった
c619-1	1.000	操縦室の音声記録装置が、この数分を記録していた。	操縦室の音声記録装置がこの数分を記録していた。	操縦室の音声記録装置が、この数分を記録していた。
c619-2	1.000	機体は左右に大きく振られ、上下にも揺さぶられている。	機体は左右に大きく振られ、上下にも揺さぶられている。	機体は左右に大きく振られ、上下にも揺さぶられている。
c620-1	0.927	10時3分11秒。レーダーの画面から、点が消えた。	十時三分十一秒、レーダーの画面から点が消えた。	10時3分11秒。レーダーの画面から、点が消えた。
c620-2	1.000	落ちたのは、ペンシルベニア州シャンクスビル近くの野原である。	落ちたのはペンシルベニア州シャンクスビル近くの野原である。	落ちたのは、ペンシルベニア州シャンクスビル近くの野原である。
c621-1	1.000	この便に乗っていた44人が、全員亡くなった。	この便に乗っていた四十四人が全員亡くなった。	この便に乗っていた44人が、全員亡くなった。
c621-2	1.000	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。	乗客が三十七人、乗員が七人。地上で巻き込まれた人はいない。	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c622-1	1.000	落ちた場所は、何も建っていない野原だった。	落ちた場所は何も建っていない野原だった。	落ちた場所は、何も建っていない野原だった。
c622-2	0.900	首都まで、飛行機であと20分ほどの距離である。	千歳まで飛行機であと二十分ほどの距離である。	首都まで、飛行機であと20分ほどの距離である。
c623-1	1.000	首都まで、あとどれくらいだったのか。	首都まであとどれくらいだったのか。	首都まで、あとどれくらいだったのか。
c623-2	1.000	委員会報告は、その距離をこう書いている。	委員会報告はその距離をこう書いている。	委員会報告は、その距離をこう書いている。
c623-3	0.889	首都まで、およそ201キロ（125マイル）	首都までおよそ二百一キロ、百二十五マイル。	首都まで、およそ201キロ（125マイル）
c624-1	1.000	93便が乗っ取られてから墜落するまで、35分だった。	93便が乗っ取られてから墜落するまで35分だった。	93便が乗っ取られてから墜落するまで、35分だった。
c624-2	1.000	そのうち最後の6分は、機内の人が動いていた時間である。	そのうち最後の六分は機内の人が動いていた時間である。	そのうち最後の6分は、機内の人が動いていた時間である。
c624-3	1.000	4機のうち、狙った建物に届かなかったのはこの1機だけだった。	四機のうち狙った建物に届かなかったのはこの一機だけだった。	4機のうち、狙った建物に届かなかったのはこの1機だけだった。
c701-1	0.889	10時3分11秒。乗っ取られた便は、空から無くなった。	十時三分十一秒、乗っ取られた便は空からなくなった。	10時3分11秒。乗っ取られた便は、空から無くなった。
c701-2	1.000	ここから、軍の側の時計をもう一度、最初まで巻き戻す。	ここから軍の側の時計をもう一度最初まで巻き戻す。	ここから、ぐんの がわの時計をもう一度、最初まで巻き戻す。
c702-1	1.000	8時46分。マサチューセッツ州のオーティス基地から、	八時四十六分、マサチューセッツ州のオーティス基地から	8時46分。マサチューセッツ州のオーティス基地から、
c702-2	0.976	戦闘機のF-15が2機、緊急発進を命じられた。	戦闘機のF15が二機緊急発進を命じられた。	戦闘機のF-15が2機、緊急発進を命じられた。
c702-3	0.933	11便が北棟にぶつかった、ちょうどその時刻である。	十一便が北塔にぶつかったちょうどその時刻である。	11便がきたとうにぶつかった、ちょうどその時刻である。
c703-1	1.000	命令が出てから実際に離陸するまで、7分かかっている。	命令が出てから実際に離陸するまで七分かかっている。	命令が出てから実際に離陸するまで、7分かかっている。
c703-2	0.923	離陸は8時53分。11便がぶつかった、およそ6分あとだった。	離陸は八時五十三分。十一便がぶつかったおよそ六分後だった。	離陸は8時53分。11便がぶつかった、およそ6分あとだった。
