行	型	該当	本文
c402-2	数詞＋助数詞	18人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	数詞＋助数詞	157人	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	EL_YOMI 既存	アイリングナエに18人→アイリングナエに じゅうはちにん×1	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	EL_YOMI 既存	ロンゲラップに64人→ロンゲラップに ろくじゅうよにん×1	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-2	EL_YOMI 既存	ウトリックに157人→ウトリックに ひゃくごじゅうななにん×1	ロンゲラップに64人、となりのアイリングナエに18人、ウトリックに157人。
c402-3	同形異音語（一般）	人	ロンゲリック環礁には、アメリカ兵28人の観測所があった。
c402-3	数詞＋助数詞	28人	ロンゲリック環礁には、アメリカ兵28人の観測所があった。
c402-3	EL_YOMI 既存	アメリカ兵28人の観測所→アメリカ兵二十八人の観測所×1	ロンゲリック環礁には、アメリカ兵28人の観測所があった。
c404-2	EL_YOMI 既存	班は、高さ→ハンは、高さ×1	班は、高さごとの風を重ね合わせて、灰の落ちる先を予想した。
c406-1	同形異音語（一般）	上	地上で爆発させた実験で、遠くまでの灰を測った記録は、
c406-2	文頭の数字	1	1951年の、威力の小さな実験1回ぶんしか無かった。
c406-2	数詞＋助数詞	1951年	1951年の、威力の小さな実験1回ぶんしか無かった。
c406-2	数詞＋助数詞	1回	1951年の、威力の小さな実験1回ぶんしか無かった。
c406-2	EL_YOMI 既存	1951年→せんきゅうひゃくごじゅういちねん×1	1951年の、威力の小さな実験1回ぶんしか無かった。
c406-2	EL_YOMI 既存	1回→いっかい×1	1951年の、威力の小さな実験1回ぶんしか無かった。
c407-1	数詞＋助数詞	5日	撃つ5日前、部隊は本国と太平洋軍の司令部に見通しを伝えている。
c407-1	EL_YOMI 既存	撃つ5日前→撃つ いつかまえ×1	撃つ5日前、部隊は本国と太平洋軍の司令部に見通しを伝えている。
c407-2	EL_YOMI 既存	扇形→おうぎがた×1	予報の風が続けば、灰は北西から北東へ、扇形に広がる。
c408-1	同形異音語（一般）	日	そこで、2日前と前の日に、北西の海を飛行機で探した。
c408-1	数詞＋助数詞	2日	そこで、2日前と前の日に、北西の海を飛行機で探した。
c408-1	EL_YOMI 既存	2日前→ふつかまえ×1	そこで、2日前と前の日に、北西の海を飛行機で探した。
c409-1	同形異音語（一般）	日	撃つ前の日の午前11時。部隊は、太平洋軍の司令部に、こう予報を送った。
c409-1	数詞＋助数詞	11時	撃つ前の日の午前11時。部隊は、太平洋軍の司令部に、こう予報を送った。
c409-1	EL_YOMI 既存	11時→じゅういちじ×1	撃つ前の日の午前11時。部隊は、太平洋軍の司令部に、こう予報を送った。
c409-2	同形異音語（一般）	人	予報：人の住む島々に、大きな降灰なし
c409-2	EL_YOMI 既存	降灰→こうはい×1	予報：人の住む島々に、大きな降灰なし
c410-1	同形異音語（実績）	方	風の見通しが変わりはじめたのは、その日の夕方である。
c410-1	同形異音語（一般）	日	風の見通しが変わりはじめたのは、その日の夕方である。
c410-2	数詞＋助数詞	6時	午後6時の気象の打ち合わせで、予報の風は前より悪くなっていた。
c410-2	EL_YOMI 既存	6時→ろくじ×1	午後6時の気象の打ち合わせで、予報の風は前より悪くなっていた。
c411-1	§6の語（コロンビア号）	報告書	報告書は、この打ち合わせのことを、こう書いている。
c412-3	同形異音語（実績）	方	雲の行方を見張る飛行機は、爆発の2時間後に飛ぶ手はずになった。
c412-3	数詞＋助数詞	2時	雲の行方を見張る飛行機は、爆発の2時間後に飛ぶ手はずになった。
c412-3	EL_YOMI 既存	爆発の2時間後→爆発の にじかんご×1	雲の行方を見張る飛行機は、爆発の2時間後に飛ぶ手はずになった。
c413-2	小数	7.5	悪くなったのは、高さ3キロから7.5キロあたりの風である。
c413-2	EL_YOMI 既存	7.5キロ→ななてんごキロ×1	悪くなったのは、高さ3キロから7.5キロあたりの風である。
c413-2	EL_YOMI 既存	3キロ→さんキロ×1	悪くなったのは、高さ3キロから7.5キロあたりの風である。
c414-1	§6の語（コロンビア号）	報告書	なかでも気になる風の向きを、報告書はこう書いている。
c414-2	EL_YOMI 既存	6キロ→ろくキロ×1	高さ6キロの風が、ロンゲラップへ向かう
c416-2	同形異音語（一般）	日	爆発の当日、東北東の海へ、船を探す飛行機を追加で飛ばすことにした。
c416-2	EL_YOMI 既存	当日、東北東の→当日、とうほくとうの×1	爆発の当日、東北東の海へ、船を探す飛行機を追加で飛ばすことにした。
c416-3	EL_YOMI 既存	1100キロ→せんひゃくキロ×1	およそ1100キロ先まで、海を見てまわる飛行である。
c417-1	数詞＋助数詞	4時	最後の見直しは、午前4時30分。
c417-1	数詞＋助数詞	30分	最後の見直しは、午前4時30分。
c417-1	EL_YOMI 既存	4時30分→よじさんじゅっぷん×1	最後の見直しは、午前4時30分。
c418-2	同形異音語（一般）	下	南東で待つ艦隊を、56キロ先から93キロ先まで下げてはどうか。
c418-2	EL_YOMI 既存	56キロ→ごじゅうろくキロ×1	南東で待つ艦隊を、56キロ先から93キロ先まで下げてはどうか。
c418-2	EL_YOMI 既存	93キロ→きゅうじゅうさんキロ×1	南東で待つ艦隊を、56キロ先から93キロ先まで下げてはどうか。
c419-1	同形異音語（一般）	下	下がったのは、小さくて足の遅い船だけだった。
c419-2	§6の語（9.11）	無線	大きな船は、起爆の合図を送る指令所との無線を保ち、すぐ戻れるよう元の場所に残った。
c419-2	§6の語（テネリフェ）	無線	大きな船は、起爆の合図を送る指令所との無線を保ち、すぐ戻れるよう元の場所に残った。
c421-2	EL_YOMI 既存	誰も環礁に→誰もかんしょうに×1	起爆の班のほかは、誰も環礁に残らない手順である。
c421-3	同形異音語（実績）	側	指令所は、爆心から、環礁の内側の海をはさんだ向こう岸にあった。
c421-3	EL_YOMI 既存	環礁の内側→かんしょうの内側×1	指令所は、爆心から、環礁の内側の海をはさんだ向こう岸にあった。
c422-1	鉤括弧	「	のちにこの夜は、「風が島へ向かうと知りながら撃った」と語られるようになる。
c422-1	鉤括弧	」	のちにこの夜は、「風が島へ向かうと知りながら撃った」と語られるようになる。
c422-2	数詞＋助数詞	2013年	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。
c422-2	§6の語（コロンビア号）	報告書	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。
c422-2	EL_YOMI 既存	だが2013年→だが にせんじゅうさんねん×1	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。
c422-2	EL_YOMI 既存	6キロ→ろくキロ×1	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。
c422-3	同形異音語（実績）	話	話を戻す。夜明け前、予定どおり午前6時45分を迎える。
c422-3	数詞＋助数詞	6時	話を戻す。夜明け前、予定どおり午前6時45分を迎える。
c422-3	数詞＋助数詞	45分	話を戻す。夜明け前、予定どおり午前6時45分を迎える。
c422-3	EL_YOMI 既存	6時45分→ろくじよんじゅうごふん×1	話を戻す。夜明け前、予定どおり午前6時45分を迎える。
c501-1	文頭の数字	1	1954年3月1日、午前6時45分。
c501-1	同形異音語（一般）	日	1954年3月1日、午前6時45分。
c501-1	数詞＋助数詞	1954年	1954年3月1日、午前6時45分。
c501-1	数詞＋助数詞	3月	1954年3月1日、午前6時45分。
c501-1	数詞＋助数詞	1日	1954年3月1日、午前6時45分。
c501-1	数詞＋助数詞	6時	1954年3月1日、午前6時45分。
c501-1	数詞＋助数詞	45分	1954年3月1日、午前6時45分。
c501-1	EL_YOMI 既存	1954年→せんきゅうひゃくごじゅうよねん×1	1954年3月1日、午前6時45分。
c501-1	EL_YOMI 既存	6時45分→ろくじよんじゅうごふん×1	1954年3月1日、午前6時45分。
c501-1	EL_YOMI 既存	3月1日→さんがつついたち×1	1954年3月1日、午前6時45分。
c501-3	数詞＋助数詞	3時	日本の時計では、夜明け前の午前3時45分である。
c501-3	数詞＋助数詞	45分	日本の時計では、夜明け前の午前3時45分である。
c501-3	EL_YOMI 既存	3時45分→さんじよんじゅうごふん×1	日本の時計では、夜明け前の午前3時45分である。
c502-1	小数	4.8	数秒のうちに、直径およそ4.8キロの火の玉ができた。
c502-1	EL_YOMI 既存	4.8キロ→よんてんはちキロ×1	数秒のうちに、直径およそ4.8キロの火の玉ができた。
c502-2	同形異音語（実績）	間	歩いて1時間かかる道のりが、まるごと入る大きさである。
c502-2	数詞＋助数詞	1時	歩いて1時間かかる道のりが、まるごと入る大きさである。
c502-2	EL_YOMI 既存	1時間→いちじかん×1	歩いて1時間かかる道のりが、まるごと入る大きさである。
c503-1	小数	13.7	火の玉は1分のうちに、高さ13.7キロまで昇った。
c503-1	数詞＋助数詞	1分	火の玉は1分のうちに、高さ13.7キロまで昇った。
c503-1	EL_YOMI 既存	13.7キロ→じゅうさんてんななキロ×1	火の玉は1分のうちに、高さ13.7キロまで昇った。
c503-1	EL_YOMI 既存	火の玉は1分→火の玉は いっぷん×1	火の玉は1分のうちに、高さ13.7キロまで昇った。
c503-2	同形異音語（一般）	上	旅客機が飛ぶ高さより、さらに上である。
c503-3	小数	4.8	同じ1分で、雲は幅4.8キロに広がっていた。
c503-3	数詞＋助数詞	1分	同じ1分で、雲は幅4.8キロに広がっていた。
c503-3	EL_YOMI 既存	4.8キロ→よんてんはちキロ×1	同じ1分で、雲は幅4.8キロに広がっていた。
c503-3	EL_YOMI 既存	1分→いっぷん×1	同じ1分で、雲は幅4.8キロに広がっていた。
c504-1	英字・記号	TNT	放たれた力は、TNT火薬に直して1500万トンぶん。
c504-1	EL_YOMI 既存	1500万トン→せんごひゃくまんトン×1	放たれた力は、TNT火薬に直して1500万トンぶん。
c504-2	§6の語（テネリフェ）	行った	アメリカが行った核実験で、いちばん大きな爆発である。
c505-1	小数	1.6	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。
c505-1	数詞＋助数詞	60メートル	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。
c505-1	EL_YOMI 既存	60メートル→ろくじゅうメートル×1	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。
c505-1	EL_YOMI 既存	1.6キロ→いってんろくキロ×1	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。
c505-2	文頭の数字	2	20階建てのビルが、ほぼ沈んでしまう深さである。
c505-2	数詞＋助数詞	20階	20階建てのビルが、ほぼ沈んでしまう深さである。
c505-2	§6の語（三豊百貨店）	階	20階建てのビルが、ほぼ沈んでしまう深さである。
c505-2	EL_YOMI 既存	20階建て→にじゅっかいだて×1	20階建てのビルが、ほぼ沈んでしまう深さである。
c506-1	同形異音語（一般）	上	砕けたサンゴは、そのまま雲の中へ吸い上げられた。
c507-2	文頭の数字	2	20キロあまり離れた無人のキャンプの建物も、大きく壊した。
c507-2	同形異音語（一般）	人	20キロあまり離れた無人のキャンプの建物も、大きく壊した。
c507-2	同形異音語（一般）	物	20キロあまり離れた無人のキャンプの建物も、大きく壊した。
c507-2	EL_YOMI 既存	20キロ→にじゅっキロ×1	20キロあまり離れた無人のキャンプの建物も、大きく壊した。
c508-1	同形異音語（一般）	事	電線がショートして火事も起き、
c509-1	数詞＋助数詞	1分	火の玉の光は、東へ250キロ離れた島からも、1分近く見えていた。
c509-1	EL_YOMI 既存	東へ250キロ→東へ にひゃくごじゅっキロ×1	火の玉の光は、東へ250キロ離れた島からも、1分近く見えていた。
c509-1	EL_YOMI 既存	1分近く→いっぷん近く×1	火の玉の光は、東へ250キロ離れた島からも、1分近く見えていた。
c509-2	同形異音語（一般）	上	東北東へ157キロの海の上では、日本の漁船が見ていた。
c509-2	EL_YOMI 既存	157キロ→ひゃくごじゅうななキロ×1	東北東へ157キロの海の上では、日本の漁船が見ていた。
c510-1	数詞＋助数詞	8分	漁船に音が届いたのは、光から7、8分たってから。
c510-1	EL_YOMI 既存	7、8分→なな、はっぷん×1	漁船に音が届いたのは、光から7、8分たってから。
c510-2	数詞＋助数詞	2回	ライフルを撃ったような大きな音が、2回聞こえた。
c510-2	EL_YOMI 既存	2回聞こえた→にかい聞こえた×1	ライフルを撃ったような大きな音が、2回聞こえた。
c510-3	同形異音語（一般）	物	東へ250キロの島では、11分後に建物の窓が揺れている。
c510-3	数詞＋助数詞	11分	東へ250キロの島では、11分後に建物の窓が揺れている。
c510-3	EL_YOMI 既存	東へ250キロ→東へ にひゃくごじゅっキロ×1	東へ250キロの島では、11分後に建物の窓が揺れている。
c510-3	EL_YOMI 既存	11分後→じゅういっぷんご×1	東へ250キロの島では、11分後に建物の窓が揺れている。
c511-1	文頭の数字	1	10分後、雲の幅は100キロを超えていた。
c511-1	数詞＋助数詞	10分	10分後、雲の幅は100キロを超えていた。
c511-1	EL_YOMI 既存	100キロ→ひゃっキロ×1	10分後、雲の幅は100キロを超えていた。
c511-1	EL_YOMI 既存	10分後→じゅっぷんご×1	10分後、雲の幅は100キロを超えていた。
c511-2	数詞＋助数詞	10倍	てっぺんは高さ35キロを超え、富士山のおよそ10倍に達した。
c511-2	EL_YOMI 既存	35キロ→さんじゅうごキロ×1	てっぺんは高さ35キロを超え、富士山のおよそ10倍に達した。
c511-2	EL_YOMI 既存	10倍→じゅうばい×1	てっぺんは高さ35キロを超え、富士山のおよそ10倍に達した。
c512-1	数詞＋助数詞	30分	およそ30分後、雲を撮る飛行機から、何かが落ちてくるのが見えた。
c512-1	EL_YOMI 既存	およそ30分後→およそさんじゅっぷんご×1	およそ30分後、雲を撮る飛行機から、何かが落ちてくるのが見えた。
c513-1	同形異音語（実績）	間	爆心から海をはさんだ、起爆の指令所のまわりでも、1時間で放射線が強まった。
c513-1	数詞＋助数詞	1時	爆心から海をはさんだ、起爆の指令所のまわりでも、1時間で放射線が強まった。
c513-1	EL_YOMI 既存	1時間→いちじかん×1	爆心から海をはさんだ、起爆の指令所のまわりでも、1時間で放射線が強まった。
c513-2	数詞＋助数詞	7000倍	外の強さは、指令所の中の、およそ7000倍である。
c513-2	EL_YOMI 既存	7000倍→ななせんばい×1	外の強さは、指令所の中の、およそ7000倍である。
c513-3	§6の語（三豊百貨店）	壁	中にいた班は、壁に守られていた。
c514-1	数詞＋助数詞	8時	午前8時、南東の海で待っていた艦隊に、灰が降りはじめた。
c514-1	EL_YOMI 既存	午前8時→午前 はちじ×1	午前8時、南東の海で待っていた艦隊に、灰が降りはじめた。
c514-2	文頭の数字	5	57キロ離れた空母は、ちょうどビキニへ戻る支度をしていたところだった。
c514-2	EL_YOMI 既存	57キロ→ごじゅうななキロ×1	57キロ離れた空母は、ちょうどビキニへ戻る支度をしていたところだった。
c515-1	§6の語（コロンビア号）	報告書	降ってきたものを、報告書はこう書いている。
c516-1	§6の語（三豊百貨店）	板	各艦は、甲板に水を流し続ける装置を動かし、
c516-1	EL_YOMI 既存	甲板→かんぱん×1	各艦は、甲板に水を流し続ける装置を動かし、
c516-2	同形異音語（一般）	下	ビキニから93キロの所まで、全速力で南へ下がった。
c516-2	EL_YOMI 既存	93キロ→きゅうじゅうさんキロ×1	ビキニから93キロの所まで、全速力で南へ下がった。
c517-1	§6の語（三豊百貨店）	板	空母では、甲板の排水口に灰がたまり、強い放射線を出していた。
c517-1	EL_YOMI 既存	甲板→かんぱん×1	空母では、甲板の排水口に灰がたまり、強い放射線を出していた。
c517-3	同形異音語（一般）	日	灰を洗い落とす作業が終わったのは、3月4日の終わりである。
c517-3	数詞＋助数詞	3月	灰を洗い落とす作業が終わったのは、3月4日の終わりである。
c517-3	数詞＋助数詞	4日	灰を洗い落とす作業が終わったのは、3月4日の終わりである。
c517-3	EL_YOMI 既存	3月4日→さんがつよっか×1	灰を洗い落とす作業が終わったのは、3月4日の終わりである。
c518-2	数詞＋助数詞	12時	昼の12時半。爆発から、6時間近くたっていた。
c518-2	数詞＋助数詞	6時	昼の12時半。爆発から、6時間近くたっていた。
c518-2	EL_YOMI 既存	6時間近く→ろくじかん近く×1	昼の12時半。爆発から、6時間近くたっていた。
c518-2	EL_YOMI 既存	12時半→じゅうにじはん×1	昼の12時半。爆発から、6時間近くたっていた。
c519-2	EL_YOMI 既存	160キロ→ひゃくろくじゅっキロ×1	雲の幅は、およそ160キロあったとみられている。
c519-3	同形異音語（一般）	目	艦隊には、昼すぎから夜にかけて、2度目の灰も降った。
c519-3	EL_YOMI 既存	2度目→にどめ×1	艦隊には、昼すぎから夜にかけて、2度目の灰も降った。
c520-1	同形異音語（一般）	人	人の住むロンゲラップ環礁は、ビキニから東へおよそ190キロ。
c520-1	EL_YOMI 既存	190キロ→ひゃくきゅうじゅっキロ×1	人の住むロンゲラップ環礁は、ビキニから東へおよそ190キロ。
c521-2	文頭の数字	2	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-2	同形異音語（一般）	上	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-2	数詞＋助数詞	2013年	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-2	§6の語（コロンビア号）	報告書	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-2	EL_YOMI 既存	2013年→にせんじゅうさんねん×1	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-3	EL_YOMI 既存	十分→じゅうぶん×1	予報は、そこから降ってくる灰を、十分に見込んでいなかった。
c522-2	同形異音語（一般）	下	その空の下にいたのは、日本のマグロ漁船と、島の人々だった。
c522-2	同形異音語（一般）	人	その空の下にいたのは、日本のマグロ漁船と、島の人々だった。
c601-1	同形異音語（実績）	話	話を、1か月あまり前の日本へ戻す。
c601-1	数詞＋助数詞	1か月	話を、1か月あまり前の日本へ戻す。
c601-1	EL_YOMI 既存	1か月→いっかげつ×1	話を、1か月あまり前の日本へ戻す。
c601-2	文頭の数字	1	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	同形異音語（一般）	日	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	数詞＋助数詞	1954年	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	数詞＋助数詞	1月	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	数詞＋助数詞	22日	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	EL_YOMI 既存	1954年→せんきゅうひゃくごじゅうよねん×1	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	EL_YOMI 既存	1月22日→いちがつ にじゅうににち×1	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c601-2	EL_YOMI 既存	1隻→いっせき×1	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。
c602-1	数詞＋助数詞	30メートル	第五福竜丸。長さ30メートルほどの、木で造られた漁船である。
c602-1	EL_YOMI 既存	30メートル→さんじゅうメートル×1	第五福竜丸。長さ30メートルほどの、木で造られた漁船である。
c602-2	同形異音語（一般）	人	乗っていたのは、23人の乗組員。
c602-2	数詞＋助数詞	23人	乗っていたのは、23人の乗組員。
c602-2	EL_YOMI 既存	23人→にじゅうさんにん×1	乗っていたのは、23人の乗組員。
c603-1	同形異音語（実績）	方	漁のやり方は、はえ縄漁。
c603-2	同形異音語（一般）	下	長い縄にたくさんの釣り針を下げて海に流し、あとで巻き上げてマグロをとる。
c603-2	同形異音語（一般）	上	長い縄にたくさんの釣り針を下げて海に流し、あとで巻き上げてマグロをとる。
c604-1	文頭の数字	2	2月3日から漁を始め、
c604-1	同形異音語（一般）	日	2月3日から漁を始め、
c604-1	数詞＋助数詞	2月	2月3日から漁を始め、
c604-1	数詞＋助数詞	3日	2月3日から漁を始め、
c604-1	EL_YOMI 既存	2月3日→にがつみっか×1	2月3日から漁を始め、
c604-2	文頭の数字	2	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	1モーラ語＋助詞	日に	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	同形異音語（一般）	日	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	数詞＋助数詞	2月	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	数詞＋助数詞	23日	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	EL_YOMI 既存	2月23日→にがつ にじゅうさんにち×1	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c604-2	EL_YOMI 既存	漁場→ぎょじょう×1	2月23日には、マーシャル諸島の近くまで漁場を移していた。
c605-1	文頭の数字	3	3月1日の夜明け前、船は縄を海に入れ終えた。
c605-1	同形異音語（一般）	日	3月1日の夜明け前、船は縄を海に入れ終えた。
c605-1	数詞＋助数詞	3月	3月1日の夜明け前、船は縄を海に入れ終えた。
c605-1	数詞＋助数詞	1日	3月1日の夜明け前、船は縄を海に入れ終えた。
c605-1	EL_YOMI 既存	3月1日→さんがつついたち×1	3月1日の夜明け前、船は縄を海に入れ終えた。
c606-1	同形異音語（一般）	上	場所は、ビキニ環礁から東北東へ157キロの海の上。
c606-1	EL_YOMI 既存	157キロ→ひゃくごじゅうななキロ×1	場所は、ビキニ環礁から東北東へ157キロの海の上。
c606-2	§6の語（コロンビア号）	報告書	アメリカの報告書も、この船が爆発の光を見ていたと書いている。
c607-1	§6の語（9.11）	西南西	西南西の空に、赤く明るい光が見えた。
c607-1	EL_YOMI 既存	西南西→せいなんせい×1	西南西の空に、赤く明るい光が見えた。
c608-1	文頭の数字	7	7、8分たって、爆発の音が2回、続けて聞こえた。
c608-1	数詞＋助数詞	8分	7、8分たって、爆発の音が2回、続けて聞こえた。
c608-1	数詞＋助数詞	2回	7、8分たって、爆発の音が2回、続けて聞こえた。
c608-1	EL_YOMI 既存	7、8分→なな、はっぷん×1	7、8分たって、爆発の音が2回、続けて聞こえた。
c608-1	EL_YOMI 既存	音が2回→音が にかい×1	7、8分たって、爆発の音が2回、続けて聞こえた。
c608-2	同形異音語（一般）	角	光の方角には、きのこの形の雲が立ちのぼり、空に広がっていった。
c609-1	同形異音語（一般）	人	何人かは、新聞で読んだ原子爆弾の実験かもしれない、と思った。
c609-1	EL_YOMI 既存	何人か→なんにんか×1	何人かは、新聞で読んだ原子爆弾の実験かもしれない、と思った。
c609-2	同形異音語（一般）	上	危ないと考え、縄を引き上げはじめた。
c609-3	数詞＋助数詞	20分	光を見てから、20分ほどあとのことである。
c609-3	EL_YOMI 既存	20分→にじゅっぷん×1	光を見てから、20分ほどあとのことである。
c610-1	同形異音語（一般）	上	縄は、機械で巻き上げる。
c610-2	同形異音語（一般）	人	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。
c610-2	§6の語（キー橋）	操舵	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。
c610-2	§6の語（三豊百貨店）	板	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。
c610-2	EL_YOMI 既存	甲板→かんぱん×1	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。
c611-1	数詞＋助数詞	3時	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。
c611-1	§6の語（三豊百貨店）	板	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。
c611-1	EL_YOMI 既存	3時間後→さんじかんご×1	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。
c611-1	EL_YOMI 既存	甲板→かんぱん×1	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。
c611-2	数詞＋助数詞	1時	アメリカの報告書は、もっと早い、爆発の1時間半後とする。
c611-2	§6の語（コロンビア号）	報告書	アメリカの報告書は、もっと早い、爆発の1時間半後とする。
c611-2	EL_YOMI 既存	1時間半後→いちじかんはんご×1	アメリカの報告書は、もっと早い、爆発の1時間半後とする。
c611-3	同形異音語（一般）	上	灰が降るあいだも、縄の引き上げは続いていた。
c612-1	§6の語（三豊百貨店）	板	甲板は、灰で白くなった。
c612-1	EL_YOMI 既存	甲板→かんぱん×1	甲板は、灰で白くなった。
c613-1	同形異音語（実績）	間	縄を引き上げはじめてから終えるまで、およそ6時間。
c613-1	同形異音語（一般）	上	縄を引き上げはじめてから終えるまで、およそ6時間。
c613-1	数詞＋助数詞	6時	縄を引き上げはじめてから終えるまで、およそ6時間。
c613-1	EL_YOMI 既存	6時間→ろくじかん×1	縄を引き上げはじめてから終えるまで、およそ6時間。
c613-2	§6の語（三豊百貨店）	板	そのあとも乗組員は、甲板で、獲れた魚の処理を続けた。
c613-2	EL_YOMI 既存	甲板→かんぱん×1	そのあとも乗組員は、甲板で、獲れた魚の処理を続けた。
c614-1	同形異音語（一般）	上	縄を上げ終えると、船は灰の降らない北へ、時速13キロほどで逃げた。
c614-1	EL_YOMI 既存	13キロ→じゅうさんキロ×1	縄を上げ終えると、船は灰の降らない北へ、時速13キロほどで逃げた。
c616-1	数詞＋助数詞	9時	午前9時49分、その飛行機は強い放射線を浴びて、引き返した。
c616-1	数詞＋助数詞	49分	午前9時49分、その飛行機は強い放射線を浴びて、引き返した。
c616-1	EL_YOMI 既存	9時49分→くじよんじゅうきゅうふん×1	午前9時49分、その飛行機は強い放射線を浴びて、引き返した。
c616-2	EL_YOMI 既存	120キロ→ひゃくにじゅっキロ×1	記録のひとつでは、爆心から東へ、およそ120キロの地点である。
c617-1	§6の語（9.11）	委員会	アメリカの原子力委員会の委員長は、のちにこう述べている。
c617-1	§6の語（コロンビア号）	委員会	アメリカの原子力委員会の委員長は、のちにこう述べている。
c618-1	§6の語（コロンビア号）	報告書	アメリカの報告書は、この船についてこう書いている。
c619-1	同形異音語（実績）	側	船は、アメリカが近づかないよう前もって知らせていた危険区域の、内側か外側か。
c619-1	同形異音語（実績）	側	船は、アメリカが近づかないよう前もって知らせていた危険区域の、内側か外側か。
c621-1	同形異音語（一般）	日	次の日、船は向きを北西に変え、焼津へ向かった。
c621-2	同形異音語（一般）	日	帰り着くまで、12日かかる。
c621-2	数詞＋助数詞	12日	帰り着くまで、12日かかる。
c621-2	EL_YOMI 既存	12日→じゅうににち×1	帰り着くまで、12日かかる。
c622-1	同形異音語（一般）	日	灰を浴びてから2、3日のうちに、全員が軽い頭痛を感じ、
c622-1	数詞＋助数詞	3日	灰を浴びてから2、3日のうちに、全員が軽い頭痛を感じ、
c622-1	EL_YOMI 既存	から2、3日→から に、さんにち×1	灰を浴びてから2、3日のうちに、全員が軽い頭痛を感じ、
c623-1	同形異音語（一般）	日	灰を浴びてから7、8日たつと、首や顔、耳が痛みだした。
c623-1	数詞＋助数詞	8日	灰を浴びてから7、8日たつと、首や顔、耳が痛みだした。
c623-1	EL_YOMI 既存	7、8日たつと→なな、ようか たつと×1	灰を浴びてから7、8日たつと、首や顔、耳が痛みだした。
c623-3	鉤括弧	「	日本政府の記録は、「やけどのように見える、痛みのある炎症」と書いている。
c623-3	鉤括弧	」	日本政府の記録は、「やけどのように見える、痛みのある炎症」と書いている。
c624-1	文頭の数字	3	3月14日の朝6時、船は焼津港に戻った。
c624-1	同形異音語（一般）	日	3月14日の朝6時、船は焼津港に戻った。
c624-1	数詞＋助数詞	3月	3月14日の朝6時、船は焼津港に戻った。
c624-1	数詞＋助数詞	14日	3月14日の朝6時、船は焼津港に戻った。
c624-1	数詞＋助数詞	6時	3月14日の朝6時、船は焼津港に戻った。
c624-1	EL_YOMI 既存	3月14日→さんがつじゅうよっか×1	3月14日の朝6時、船は焼津港に戻った。
c624-1	EL_YOMI 既存	6時→ろくじ×1	3月14日の朝6時、船は焼津港に戻った。
c624-2	数詞＋助数詞	51日	出港から、51日後のことである。
c624-2	EL_YOMI 既存	51日後→ごじゅういちにちご×1	出港から、51日後のことである。
