場面	一致率	送った文	聞こえた文	送信文
c403-1	0.938	実際に入れた量は、55,500リットル。	実際に入れた量は五万五千五百リットル。	実際に入れた量は、ゴマンゴセンゴヒャクリットル。
c403-2	1.000	これが多いのか少ないのかは、行き先までの距離で決まる。	これが多いのか少ないのかは行き先までの距離で決まる。	これが多いのか少ないのかは、行き先までの距離で決まる。
c404-1	0.880	給油のあいだ、乗客は機内にいた。報告書は、そこも書いている。	給油の間、乗客が機内にいた。報告書はそこも書いている。	給油のあいだ、乗客は機内にいた。報告書は、そこも書いている。
c404-2	1.000	ターミナルへ戻った人たちが、もう一度、席に座って待っていた。	ターミナルへ戻った人たちがもう一度席に座って待っていた。	ターミナルへ戻った人たちが、もう一度、席に座って待っていた。
c405-1	1.000	テネリフェからラスパルマスまでは、およそ25分の飛行である。	テネリフェからラス・パルマスまではおよそ二五分の飛行である。	テネリフェからラスパルマスまでは、およそ25分の飛行である。
c405-2	0.950	25分の飛行に、55,500リットルは多すぎる。	二五分の飛行に五万五千五百リットルは多すぎる。	ニジュウゴフンの飛行に、ゴマンゴセンゴヒャクリットルは多すぎる。
c406-1	1.000	報告書は、その理由をこう考えている。	報告書はその理由をこう考えている。	報告書は、その理由をこう考えている。
c406-2	1.000	機長は、ラスパルマスでの給油を避けたかったのだろう、と。	機長はラスパルマスでの給油を避けたかったのだろうと。	機長は、ラスパルマスでの給油を避けたかったのだろう、と。
c407-1	0.927	迂回した機体は、このあとラスパルマスに集まる。	迂回した機体はこの後ラス・パルマスに集まる。	迂回した機体は、このあとラスパルマスに集まる。
c407-2	1.000	そこで給油の順番を待てば、また遅れる。	そこで給油の順番を待てばまた遅れる。	そこで給油の順番を待てば、また遅れる。
c407-3	1.000	だから、先に入れておく。	だから先に入れておく。	だから、先に入れておく。
c408-1	1.000	この量があれば、ラスパルマスで入れ直さなくてもよかった。	この量があればラスパルマスで入れ直さなくてもよかった。	この量があれば、ラスパルマスで入れ直さなくてもよかった。
c408-2	1.000	そのままアムステルダムまで戻れた、と報告書は確かめている。	そのままアムステルダムまで戻れたと報告書は確かめている。	そのままアムステルダムまで戻れた、と ほうこくしょは確かめている。
c409-1	1.000	ここから、もう一つの時計の話になる。燃料の時計ではない。	ここからもう一つの時計の話になる。燃料の時計ではない。	ここから、もう一つの時計の話になる。燃料の時計ではない。
c409-2	0.963	乗員が働いていい時間の、上限である。これが、機長を追いつめる。	乗員が働いていい時間の上限である。これが機長を追い詰める。	乗員が働いていい時間の、上限である。これが、機長を追いつめる。
c410-1	1.000	飛行機の乗員には、続けて働ける時間の上限がある。疲れを避けるためである。	飛行機の乗員には続けて働ける時間の上限がある。疲れを避けるためである。	飛行機の乗員には、続けて働ける時間の上限がある。疲れを避けるためである。
c410-2	1.000	オランダでは、その決まりが変わったばかりだった。	オランダではその決まりが変わったばかりだった。	オランダでは、その決まりが変わったばかりだった。
c411-1	1.000	変わる前は、機長の判断で延ばすことができた。	変わる前は機長の判断で延ばすことができた。	変わる前は、機長の判断で延ばすことができた。
c411-2	1.000	目的地まで飛びきるために少し超える。それが認められていた。	目的地まで飛びきるために少し超える。それが認められていた。	目的地まで飛びきるために少し超える。それが認められていた。
c412-1	0.815	変わったあとは、一切、延ばせない。	変わった後は一切伸ばせない。	変わったあとは、一切、延ばせない。
c412-2	1.000	機長が上限を超えることは、禁じられた。	機長が上限を超えることは禁じられた。	機長が上限を超えることは、禁じられた。
c412-3	1.000	超えたら、法律で裁かれる	超えたら法律で裁かれる。	超えたら、法律で裁かれる
c413-1	1.000	もう一つ、変わったことがある。	もう一つ変わったことがある	もう一つ、変わったことがある。
c413-2	1.000	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。	1976年12月までは上限の計算は簡単だった。見る項目が少ない。	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。
c414-1	1.000	それが、とても複雑になった。報告書は、こう書いている。	それがとても複雑になった。報告書はこう書いている。	それが、とても複雑になった。報告書は、こう書いている。
c414-2	1.000	実際のところ、操縦室では決められない。	実際のところ、操縦室では決められない。	実際のところ、操縦室では決められない。
c414-3	1.000	つまり機長は、自分の上限を、自分では出せなくなっていた。	つまり機長は自分の上限を自分では出せなくなっていた。	つまり機長は、自分の上限を、自分では出せなくなっていた。
c415-1	0.933	だから、会社に問い合わせることが強くすすめられた。	だから会社に問い合わせることが強く勧められた。	だから、会社に問い合わせることが強くすすめられた。
c415-2	0.945	自分たちがあと何分まで働けるのかを、地上にたずねるしかない。	自分たちがあと何分まで働けるのかを地上に尋ねるしかない。	自分たちがあと何分まで働けるのかを、地上にたずねるしかない。
c416-1	1.000	テネリフェで、まさにそれが起きた。	テネリフェでまさにそれが起きた。	テネリフェで、まさにそれが起きた。
c416-2	1.000	機長は短波の無線で、アムステルダムの運航の部署につないでいる。	機長は短波の無線でアムステルダムの運航の部署につないでいる。	機長は短波の無線で、アムステルダムの運航の部署につないでいる。
c417-1	1.000	返ってきた答えは、はっきりしたものではなかった。	返ってきた答えははっきりしたものではなかった。	返ってきた答えは、はっきりしたものではなかった。
c417-2	0.957	ある時刻より前に離陸できるなら、問題は無さそうだ。	ある時刻より前に離陸できるなら問題はなさそうだ。	ある時刻より前に離陸できるなら、問題は無さそうだ。
c417-3	0.957	その、ある時刻が何時なのかは、報告書に残っていない。	そのある時刻が何時なのかが報告書に残っていない。	その、ある時刻が何時なのかは、報告書に残っていない。
c418-1	1.000	危なければ、ラスパルマスへ電報を送る。つまり、行った先で知らせる。	危なければラス・パルマスへ電報を送る。つまり行った先で知らせる。	危なければ、ラスパルマスへ電報を送る。つまり、いった先で知らせる。
c418-2	1.000	機長は、自分の上限を知らないまま滑走路へ向かった。	機長は自分の上限を知らないまま滑走路へ向かった。	機長は、自分の上限を知らないまま滑走路へ向かった。
c419-1	1.000	報告書は、この点をはっきり書いている。	報告書はこの点をはっきり書いている。	報告書は、この点をはっきり書いている。
c419-2	0.969	自分の限界を決められないこの不確かさは、心理の面で大きな要素だった。	自分の限界を決められないこの不確かさが心理の面で大きな要素だった。	自分の限界を決められないこの不確かさは、心理の面で大きな要素だった。
c420-1	1.000	機体には燃料が入り、乗客も席に戻った。	機体には燃料が入り、乗客も席に戻った。	機体には燃料が入り、乗客も席に戻った。
c420-2	0.923	給油に使った30分は、あとで何度も数え直されることになる。	給油に使った三十分は後で何度も数え直されることになる。	給油に使った30分は、あとで何度も数え直されることになる。
c501-1	0.918	テネリフェの天気は、ふつうの空港とは違う。報告書は一節を割いている。	テネリフェの天気は普通の空港とは違う。報告書は一節を割いている。	テネリフェの天気は、ふつうの空港とは違う。報告書はイッセツを サイている。
c501-2	1.000	ここで視界を悪くするものは、霧ではない。	ここで視界を悪くするものは霧ではない。	ここで視界を悪くするものは、霧ではない。
c502-1	1.000	霧なら、濃さをかなり正確に測ることができる。	霧なら濃さをかなり正確に測ることができる。	霧なら、濃さをかなり正確に測ることができる。
c502-2	1.000	どれだけ見えるかも、数字にできる。ここで起きるのは、それではない。	どれだけ見えるかも数字にできる。ここで起きるのはそれではない。	どれだけ見えるかも、数字にできる。ここで起きるのは、それではない。
c503-1	1.000	地面についた雲の層が、風に流されてくる。	地面についた雲の層が風に流されてくる。	地面についた雲の層が、風に流されてくる。
c503-2	0.865	かたまりが通り過ぎるたびに、見え方が変わる。	塊が通り過ぎるたびに見え方が変わる。	かたまりが通り過ぎるたびに、見え方が変わる。
c504-1	1.000	報告書の言い方を、そのまま借りる。ここは、大事なところである。	報告書の言い方をそのまま借りる。ここは大事なところである。	報告書の言い方を、そのまま借りる。ここは、大事なところである。
c504-2	1.000	霧ではない。地面についた雲だった	霧ではない、地面についた雲だった。	霧ではない。地面についた雲だった
c505-1	0.947	見える距離は、ある瞬間には0メートル。数分後には1キロに戻る。	見える距離はある瞬間にはゼロメートル、数分後には一キロに戻る。	見える距離は、ある瞬間には0メートル。数分後には1キロに戻る。
c505-2	1.000	そしてまた、ほとんど見えなくなる。	そしてまたほとんど見えなくなる。	そしてまた、ほとんど見えなくなる。
c506-1	1.000	空港は、決まった時刻に気象の値を出している。	空港は決まった時刻に気象の値を出している。	空港は、決まった時刻に気象のアタイを出している。
c506-2	0.949	このころの呼び方で、QAMという。その数字を時刻の順に並べてみる。	この頃の呼び方でQAMという。その数字を時刻の順に並べてみる。	このころの呼び方で、QAMという。その数字を時刻の順に並べてみる。
c507-1	0.976	16時36分。滑走路の上で見える距離は、3キロ。	十六時三十六分。滑走路の上で見える距離は三キロ。	16時36分。滑走路の上で見える距離は、3キロ。
c507-2	0.933	このときはまだ、遠くに霧が見える、という程度だった。	この時はまだ遠くに霧が見えるという程度だった。	このときはまだ、遠くに霧が見える、という程度だった。
c508-1	0.885	16時50分。滑走路の上は、2キロから3キロのあいだになった。	十六時五十分。滑走路の上は二キロから三キロの間になった。	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-2	0.906	このころには、進入してくる側も、同じくらいまで下がっている。	この頃には侵入してくる側も同じくらいまで下がっている。	このころには、進入してくる がわも、同じくらいまで下がっている。
c509-1	0.980	16時55分。滑走路の上で見える距離は、1キロになった。	十六時五十五分、滑走路の上で見える距離は一キロになった。	16時55分。滑走路の上で見える距離は、1キロになった。
c509-2	1.000	16時36分から19分で、3キロが1キロに落ちたことになる。	16時36分から19分で3キロが1キロに落ちたことになる。	16時36分から19分で、3キロが1キロに落ちたことになる。
c510-1	0.882	17時02分。滑走路の上は、300メートル。	十七時二分、滑走路の上は三百メートル	17時02分。滑走路の上は、300メートル。
c510-2	0.762	進入の側は500メートルで、ときどき5キロに戻る。	侵入の側は五百メートルで、時々五キロに戻る。	進入の がわは500メートルで、ときどき5キロに戻る。
c510-3	1.000	同じ空港の、同じ時刻の数字である。	同じ空港の同じ時刻の数字である。	同じ空港の、同じ時刻の数字である。
c511-1	0.857	26分のあいだに、3キロが300メートルになった。10分の1である。	二十六分の間に三キロが三百メートルになった。十分の一である。	26分のあいだに、3キロが300メートルになった。ジュウブンのイチである。
c511-2	0.882	このあいだ、二機はまだ地上で待っていた。	この間二機はまだ地上で待っていた。	このあいだ、二機はまだ地上で待っていた。
c512-1	1.000	同じ表には、雲の量も書かれている。	同じ表には雲の量も書かれている。	同じヒョウには、雲の量も書かれている。
c512-2	0.954	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。	高さゼロメートル、つまり地面についた雲は八分の一から八分の七へ増えた。	高さ0メートル、つまり地面についた雲は、ハチブンのイチからハチブンのナナへ増えた。
c513-1	0.929	気温は14度、露点は13度だった。	気温は十四度、露点は十三度だった。	気温は14度、露点は13度だった。
c513-2	1.000	露点とは、空気が冷えて水の粒ができ始める温度のことである。	露点とは、空気が冷えて水の粒ができ始める温度のことである。	露点とは、空気が冷えて水の粒ができ始める温度のことである。
c513-3	1.000	この二つの差が、その空気がどれだけ雲に近いかを表す。	この二つの差が、その空気がどれだけ雲に近いかを表す。	この二つの差が、その空気がどれだけ雲に近いかを表す。
c514-1	1.000	差が小さいほど、その空気は雲に変わりやすい。	差が小さいほど、その空気は雲に変わりやすい。	差が小さいほど、その空気は雲に変わりやすい。
c514-2	1.000	この日の差は、1度。あと1度冷えれば、その場で雲ができる。	この日の差は一度、あと一度冷えればその場で雲ができる。	この日の差は、1度。あと1度冷えれば、その場で雲ができる。
c515-1	1.000	この空港は、見える距離を、どうやって決めていたのか。	この空港は見える距離をどうやって決めていたのか。	この空港は、見える距離を、どうやって決めていたのか。
c516-1	1.000	RVRという仕組みがある。日本語では滑走路視距離という。	RVRという仕組みがある。日本語では滑走路視距離という。	RVRという仕組みがある。日本語では滑走路視距離という。
c516-2	1.000	滑走路の脇に置いた機械で、見通しを測って数字にするものである。	滑走路の脇に置いた機械で見通しを測って数字にするものである。	滑走路の脇に置いた機械で、見通しを測って数字にするものである。
c517-1	1.000	ロス・ロデオス空港では、この値は出されない。	ロスロデオス空港ではこの値は出されない。	ロス・ロデオス空港では、このアタイは出されない。
c517-2	1.000	報告書は、そのことを設備の一覧の中にはっきり書いている。	報告書はそのことを設備の一覧の中にはっきり書いている。	報告書は、そのことを設備の一覧の中にはっきり書いている。
c518-1	1.000	では、誰が決めていたか。管制官である。	では誰が決めていたか。管制官である。	では、誰が決めていたか。かんせいかんである。
c518-2	0.949	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。	滑走路の端が見えている時は、管制官が自分の目で見て伝えていた。	滑走路の端が見えているときは、かんせいかんが自分の目で見て伝えていた。
c519-1	0.898	端が見えないときは、気象の観測塔にいる観測員が決める。	橋が見えない時は、気象の観測塔にいる観測員が決める。	はしが見えないときは、気象の観測塔にいる観測員が決める。
c519-2	1.000	つまり、この空港の視界の数字は、人の目から出ていた。	つまり、この空港の視界の数字は人の目から出ていた。	つまり、この空港の視界の数字は、人の目から出ていた。
c519-3	1.000	機械が出した数字では、なかったのである。	機械が出した数字ではなかったのである。	機械が出した数字では、なかったのである。
c520-1	0.877	さらに、滑走路の真ん中に並ぶ灯りが消えていた。中心線灯という。	さらに、滑走路の真ん中に並ぶ明かりが消えていた。中心尖塔という	さらに、滑走路の真ん中に並ぶ灯りが消えていた。中心線灯という。
c520-2	0.949	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。	霧の中で進む向きを示す明かりである。3月15日から使えなかった。	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。
c521-1	0.958	管制塔は、このことを17時04分58秒に両機へ伝えた。	管制塔はこのことを十七時四分五十八秒に両機へ伝えた。	かんせいとうは、このことを十七時四分五十八秒に両機へ伝えた。
c521-2	1.000	パンナムの機長は、それを聞いてこう言っている。	パンナムの機長はそれを聞いてこう言っている。	パンナムの機長は、それを聞いてこう言っている。
c521-3	0.780	中心線の灯りが無いなら、800メートルが要る。	中心線の明かりがないなら八百メートルがいる。	中心線の灯りが無いなら、800メートルが要る。
c522-1	0.872	見える距離は下がり続け、灯りは消えている。	見える距離は下がり続け、明かりは消えていた。	見える距離は下がり続け、灯りは消えている。
c522-2	0.962	測る機械は、この空港には無い。その滑走路へ、二機は出ていく。	測る機械はこの空港にはない。その滑走路へ二機は出ていく。	はかる機械は、この空港には無い。その滑走路へ、二機は出ていく。
c601-1	0.909	ここで、時計をすこし戻す。16時56分のことである。	ここで時計を少し戻す。十六時五十六分のことである。	ここで、時計をすこし戻す。16時56分のことである。
c601-2	1.000	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。	KLMがかんせいとうを呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-3	1.000	ここから、最後の10分が始まる。	ここから最後の10分が始まる。	ここから、最後の10分が始まる。
c602-1	0.973	16時58分。KLMは、続けてこう申し出た。	十六時五十八分、KLMは続けてこう申し出た。	16時58分。KLMは、続けてこう申し出た。
c602-2	0.962	滑走路12をバックタクシーして、滑走路30から離陸したい。	滑走路十二をバックタクシーして、滑走路三十から離陸したい。	滑走路12をバックタクシーして、滑走路30から離陸したい。
c602-3	1.000	バックタクシー。これが、この日の鍵になる言葉である。	バックタクシー。これがこの日の鍵になる言葉である。	バックタクシー。これが、この日の鍵になる言葉である。
c603-1	1.000	バックタクシーという言葉が出てきた。	バックタクシーという言葉が出てきた。	バックタクシーという言葉が出てきた。
c603-2	1.000	滑走路を、離陸する向きとは逆に走ることである。	滑走路を離陸する向きとは逆に走ることである。	滑走路を、離陸する向きとは逆に走ることである。
c603-3	1.000	端まで走って、そこで向きを変える。	端まで走ってそこで向きを変える。	端まで走って、そこで向きを変える。
c604-1	1.000	本来なら平行の誘導路を通ればいいが、この日は使えなかった。	本来なら平行の誘導路を通ればいいが、この日は使えなかった。	本来なら平行の誘導路を通ればいいが、この日は使えなかった。
c605-1	1.000	報告書は、その理由を書き残している。	報告書はその理由を書き残している。	報告書は、その理由を書き残している。
c605-2	1.000	駐機場に機体が集まったせいで、	駐機場に機体が集まったせいで	駐機場に機体が集まったせいで、
c605-3	0.957	C-1とC-2から誘導路へ入ることができなかった。	C1とC2から誘導路へ入ることができなかった。	C-1とC-2から誘導路へ入ることができなかった。
c606-1	1.000	だから管制官は、別のやり方を選んだ。	だから管制官は別のやり方を選んだ。	だからかんせいかんは、別のやり方を選んだ。
c606-2	1.000	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。	二機を滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c607-1	1.000	報告書は、これを規則の内側だと書く。	報告書はこれを規則の内側だと書く。	報告書は、これを規則の内側だと書く。
c607-2	0.897	そのうえで、標準ではないとも書く。	その上で標準ではないとも書く。	そのうえで、標準ではないとも書く。
c607-3	1.000	滑走路を、誘導路の代わりに使った	滑走路を誘導路の代わりに使った。	かっそうろを、誘導路の代わりに使った
c608-1	1.000	報告書の言葉を、もう少し正確に写す。	報告書の言葉をもう少し正確に写す。	報告書の言葉を、もう少し正確に写す。
c608-2	0.964	使っている滑走路の上で機体を走らせることは、危うくなりうる。	使っている滑走路の上で機体を走らせることは危うくなり得る。	使っている滑走路の上で機体を走らせることは、危うくなりうる。
c609-1	1.000	管制官がKLMに出した最初の指示は、こうだった。	管制官がKLMに出した最初の指示はこうだった。	かんせいかんがKLMに出した最初の指示は、こうだった。
c609-2	0.973	滑走路30の待機の位置まで、滑走路を走れ。	滑走路三十の待機の位置まで滑走路を走れ。	滑走路30の待機の位置まで、滑走路を走れ。
c609-3	1.000	そして、三番目の道で左へ出よ。	そして三番目の道で左へ出よ。	そして、三番目の道で左へ出よ。
c610-1	0.943	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。	KLMの答えはこうだった。「今、滑走路に入る。最初の道で出る」。	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。
c610-2	1.000	指示は三番目、答えは一番目である。ここで、もう食い違っている。	指示は三番目、答えは一番目である。ここでもう食い違っている。	指示は三番目、答えは一番目である。ここで、もう食い違っている。
c611-1	0.909	管制官は、すぐに訂正した。	管政官はすぐに訂正した。	かんせいかんは、すぐに訂正した。
c611-2	0.933	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLMは了解した。	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLNが了解した。	まっすぐ滑走路の端まで行き、そこで向きをカエヨ。KLMは了解した。
c612-1	0.931	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。	それでもKLMはもう一度尋ねている。C1で左に曲がるのかと。	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。
c612-2	1.000	30秒ほど前に、同じ話をしたばかりである。	30秒ほど前に同じ話をしたばかりである。	30秒ほど前に、同じ話をしたばかりである。
c613-1	1.000	管制官の答えは、二回続けての否定だった。	管制官の答えは2回続けての否定だった。	かんせいかんの答えは、二回続けての否定だった。
c613-2	1.000	まっすぐ端まで行って、そこで向きを変えよ。ようやく、了解が返る。	まっすぐ端まで行って、そこで向きを変えよ。ようやく了解が返る。	まっすぐ端までいって、そこで向きをカエヨ。ようやく、了解が返る。
c613-3	0.945	ここまでにKLMは、どこで出るのかを二度たずねたことになる。	ここまでにKLMはどこで出るのかを二度尋ねたことになる。	ここまでにKLMは、どこで出るのかを二度たずねたことになる。
c614-1	0.950	17時02分。今度は、パンナムが管制塔を呼んだ。	十七時二分、今度はパンナムが管制塔を呼んだ。	17時02分。今度は、パンナムがかんせいとうを呼んだ。
c614-2	1.000	滑走路を走れと言われたが、それで合っているか、と確かめている。	滑走路を走れと言われたが、それで合っているか？と確かめている。	かっそうろを走れと言われたが、それで合っているか、と確かめている。
c615-1	0.945	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。	管制官はその通りだと答えた。滑走路に入り、三番目を左へ出よ。	かんせいかんは、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
c615-2	1.000	三番目、という言葉を、この送信の中で二度繰り返している。	三番目という言葉をこの送信の中で二度繰り返している。	三番目、という言葉を、この送信の中で二度繰り返している。
c616-1	1.000	パンナムは、三番目を左へ、と復唱した。	パンナムは三番目を左へと復唱した。	パンナムは、三番目を左へ、と復唱した。
c616-2	0.930	ところが、そのすぐあとに、機内で食い違いが起きる。	ところが、そのすぐ後に機内で食い違いが起きる。	ところが、そのすぐあとに、機内で食い違いが起きる。
c617-1	1.000	航空機関士が言った。三番目と言った、と。	航空機関士が言った。三番目と言ったと。	航空機関士が言った。三番目と言った、と。
c617-2	1.000	機長が言った。一番目と聞こえた、と。	機長が言った。一番目と聞こえたと。	機長が言った。一番目と聞こえた、と。
c617-3	0.914	同じ無線を、二人が違うふうに聞いていた。	同じ無線を二人が違う風に聞いていた。	同じ無線を、二人が違うふうに聞いていた。
c618-1	1.000	副操縦士が言った。もう一度聞きます、と。	副操縦士が言った。「もう一度聞きますと	副操縦士が言った。もう一度聞きます、と。
c618-2	0.871	分からないことを、そのままにしなかった。この日、いちばん良い判断である。	わからないことをそのままにしなかった。この日、一番良い判断である。	分からないことを、そのままにしなかった。この日、いちばん良い判断である。
c619-1	0.952	17時03分29秒。パンナムが、管制塔に確かめた。	十七時三分二十九秒。パンナムが管制塔に確かめた。	17時03分29秒。パンナムが、管制塔に確かめた。
c619-2	1.000	三番目の交差点で左、ということで合っていますか。	三番目の交差点で左ということで合っていますか？	三番目の交差点で左、ということで合っていますか。
c620-1	0.700	管制官は、数えて答えた。	菅生漢は数えて答えた。	かんせいかんは、数えて答えた。
c620-2	1.000	一、二、三、三番目です	一、二、三。三番目です。	一、二、三、三番目です
c621-1	0.895	報告書は、ここで疑いは晴れたと書いている。	広告主はここで疑いは晴れたと書いている。	報告書は、ここで疑いは晴れたと書いている。
c621-2	1.000	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。	三番目という言葉は正しく伝わった。残った問題はどれが三番目か。	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。
c622-1	1.000	パンナムの乗員は、視界が悪く、出口を見つけにくかった。	パンナムの乗員は視界が悪く、出口を見つけにくかった。	パンナムの乗員は、視界が悪く、出口を見つけにくかった。
c622-2	0.943	手元の小さな図を見ながら、いまどこにいるのかを追っている。	手元の小さな図を見ながら、今どこにいるのかを追っている。	手元の小さな図を見ながら、いまどこにいるのかを追っている。
c623-1	0.943	17時04分26秒、一つ目を確認した。90度に曲がる道である。	十七時四分二十六秒、一つ目を確認した。九十度に曲がる道である。	十七時四分二十六秒、一つ目を確認した。90度に曲がる道である。
c623-2	0.964	17時05分22秒、二つ目も確認している。ここまでは、合っていた。	十七時五分二十二秒。二つ目も確認している。ここまでは合っていた。	十七時五分二十二秒、二つ目も確認している。ここまでは、合っていた。
c623-3	1.000	そして、三番目を、そのまま通り過ぎた。	そして三番目をそのまま通り過ぎた。	そして、三番目を、そのまま通り過ぎた。
c624-1	1.000	なぜ、三番目を通り過ぎたのか。	なぜ三番目を通り過ぎたのか。	なぜ、三番目を通り過ぎたのか。
c624-2	0.947	報告書は、取り違えたか、四番目のほうが出やすいと考えたか、と書く。	報告書は取り違えたか、四番目の方が出やすいと考えたか、と書く。	ほうこくしょは、取り違えたか、ヨンバンメのほうが出やすいと考えたか、と書く。
c624-3	1.000	二機は、同じ1本の滑走路の上で、向かい合うことになった。	二機は同じ一本の滑走路の上で向かい合うことになった。	二機は、同じ1本の滑走路の上で、向かい合うことになった。
c701-1	0.960	KLMは、滑走路の端に着いた。そこで、180度向きを変える。	KLMは滑走路の端に着いた。そこで百八十度向きを変える。	KLMは、滑走路の端に着いた。そこで、180度向きを変える。
c701-2	1.000	幅45メートルの上で、747を回すことになる。	幅四十五メートルの上で七四七を回すことになる。	幅45メートルの上で、ナナヨンナナを回すことになる。
c702-1	1.000	報告書は、これを難しい旋回だと書いている。	報告書はこれを難しい旋回だと書いている。	報告書は、これを難しい旋回だと書いている。
c702-2	1.000	幅45メートル。霧の中。そして747。条件が、三つとも悪い。	幅四十五メートル、霧の中、そして七四七。条件が三つとも悪い。	幅45メートル。霧の中。そしてナナヨンナナ。条件が、三つとも悪い。
c703-1	1.000	その少し前、乗員はワイパーを切っている。	その少し前、乗員はワイパーを切っている。	その少し前、乗員はワイパーを切っている。
c703-2	0.938	操縦室の録音から、そのことが分かる。	操縦室の録音からそのことがわかる。	操縦室の録音から、そのことが分かる。
c703-3	0.895	つまり雨がやみ、視界が一瞬よくなっていた。	つまり雨が止み、視界が一瞬良くなっていた。	つまり雨がやみ、視界が一瞬よくなっていた。
c704-1	1.000	報告書は、そこに一つの見方を置いている。	報告書はそこに一つの見方を置いている。	報告書は、そこに一つの見方を置いている。
c704-2	0.967	難しい旋回の作業は、視界が一時よくなった時期と重なったはずだ、と。	難しい旋回の作業は視界が一時良くなった時期と重なったはずだと。	難しい旋回の作業は、視界が一時よくなった時期と重なったはずだ、と。
c705-1	0.881	そして、こう続く。難しい仕事を終えた乗員は、ほっとしたにちがいない。	そしてこう続く。難しい仕事を終えた乗員はホッとしたに違いない。	そして、こう続く。難しい仕事を終えた乗員は、ほっとしたにちがいない。
c705-2	1.000	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。
c705-3	1.000	なお報告書は、離陸をやめる道も機長は確かに考えた、と書き添えている。	なお、報告書は離陸をやめる道も機長は確かに考えたと書き添えている。	なお報告書は、離陸をやめる道も機長は確かに考えた、と書き添えている。
c706-1	0.963	17時05分41秒。記録装置に、出力を進める動きが残っている。	十七時五分四十一秒。記録装置に出力を進める動きが残っている。	十七時五分四十一秒。記録装置に、出力を進める動きが残っている。
c706-2	1.000	副操縦士が言った。待ってください、まだATCの許可がありません。	副操縦士が言った。待ってください。まだ ATCの許可がありません。	副操縦士が言った。待ってください、まだATCの許可がありません。
c706-3	0.947	機長は答えた。いや、分かっている。聞いてくれ。	機長は答えた。「いや、わかっている。聞いてくれ」	機長は答えた。いや、分かっている。聞いてくれ。
c707-1	0.963	17時05分44秒。KLMが無線で言った。離陸の用意ができた。	十七時五分四十四秒。KLMが無線で言った。離陸の用意ができた。	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-2	1.000	そして、ATCの許可を待っている、と。	そしてATCの許可を待っていると。	そして、ATCの許可を待っている、と。
c708-1	0.850	ここが、この事故のいちばん大事なところである。	ここがこの事故の一番大事なところである。	ここが、この事故のいちばん大事なところである。
c708-2	0.945	ATCの許可とは、離陸したあと、どこをどう飛ぶかの許可である。	ATCの許可とは、離陸した後、どこをどう飛ぶかの許可である。	ATCの許可とは、離陸したあと、どこをどう飛ぶかの許可である。
c709-1	0.955	離陸してよいかどうかの許可は、これとは別にある。	離陸して良いかどうかの許可はこれとは別にある。	離陸してよいかどうかの許可は、これとは別にある。
c709-2	0.936	名前が似ているだけで、二つの中身はつながっていない。	名前が似ているだけで二つの中身は繋がっていない。	名前が似ているだけで、二つの中身はつながっていない。
c710-1	0.824	17時05分53秒。管制官が読み上げた。	十七時五分五十三秒。管生館が読み上げた。	17時05分53秒。かんせいかんが読み上げた。
c710-2	1.000	パパという無線標識へ向かい、フライトレベル90まで上がれ。	パパという無線標識へ向かい、フライトレベル90まで上がれ。	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c711-1	0.931	フライトレベル90は、高さでいえばおよそ2,750メートルである。	フライトレベル九十は高さで言えばおよそ二千七百五十メートルである。	フライトレベル90は、高さでいえばおよそ2,750メートルである。
c711-2	1.000	離陸したら右へ旋回し、決められた方位へ進め。	離陸したら右へ旋回し、決められた方位へ進め。	離陸したら右へ旋回し、決められた方位へ進め。
c711-3	1.000	ここまでが、ATCの許可の中身である。	ここまでがATCの許可の中身である。	ここまでが、ATCの許可の中身である。
