場面	一致率	送った文	聞こえた文	送信文
c404-1	1.000	判決文によれば、屋上の床は1平方メートルあたり、	判決文によれば、屋上の床は一平方メートルあたり	判決文によれば、屋上のゆかは1平方メートルあたり、
c404-2	0.851	240キログラムの荷物を載せる前提で設計されていた。	240kgの荷物を載せる前提で設計されていた。	ニヒャクヨンジュッキログラムの荷物を載せる前提で設計されていた。
c405-1	0.931	冷却塔が床にかける重さは、1平方メートルあたり400キログラム。	冷却塔が床にかける重さは一平方メートル当たり四百キログラム。	冷却塔がゆかにかける重さは、1平方メートルあたり400キログラム。
c405-2	0.947	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、	前提の一点六倍を超えている。なお、白書はこの冷却塔を四台と数え	前提の1.6倍をこえている。なお白書はこの冷却塔を4台と数え、
c405-3	0.784	動いているときの重さを、あわせて約138トンとしている。	しごいている時の重さを合わせて約138tとしている。	動いているときの重さを、あわせて約138トンとしている。
c406-1	1.000	問題になったのは、重さだけではなかった。	問題になったのは重さだけではなかった。	問題になったのは、重さだけではなかった。
c406-2	0.939	この冷却塔は、あとから屋上の別の場所へ動かされている。	この冷却塔は後から屋上の別の場所へ動かされている。	この冷却塔は、あとから屋上の別の場所へ動かされている。
c407-1	1.000	動かしたのは1989年の7月から12月にかけて。	動かしたのは1989年の7月から12月にかけて。	動かしたのは1989年の7月から12月にかけて。
c407-2	1.000	ちょうど、店が開くのと同じ時期にあたる。	ちょうど店が開くのと同じ時期にあたる。	ちょうど、店が開くのと同じ時期にあたる。
c407-3	1.000	開店の準備が進むのと並んで、屋上でも作業が行われていた。	開店の準備が進むのと並んで、屋上でも作業が行われていた。	開店の準備が進むのと並んで、屋上でも作業が行われていた。
c408-1	1.000	判決文は、冷却塔を移すなら小分けにして、	判決文は冷却塔を移すなら小分けにして	判決文は、冷却塔を移すなら小分けにして、
c408-2	0.952	床に設計どおり以上の重さがかからないようにすべきだった、としている。	床に設計通り以上の重さがかからないようにすべきだったとしている。	ゆかに設計どおり以上の重さがかからないようにすべきだった、としている。
c409-1	1.000	国会の報告書は、完全に解体せず、1つ8トンの部品に分けて、	国会の報告書は完全に解体せず、一つ八トンの部品に分けて	こっかいの報告書は、完全に解体せず、1つ8トンの部品に分けて、
c409-2	1.000	引きずって動かした、と書いている。	引きずって動かしたと書いている。	引きずって動かした、と書いている。
c409-3	1.000	民事の判決は、解体せずに丸ごと引きずった、と書いている。	民事の判決は解体せずに丸ごと引きずったと書いている。	民事の判決は、解体せずに丸ごと引きずった、と書いている。
c410-1	1.000	屋上にはもう一つ、重さを増やしていたものがある。	屋上にはもう一つ重さを増やしていたものがある。	屋上にはもう一つ、重さを増やしていたものがある。
c410-2	0.977	防水層の上にかぶせる、押えコンクリートである。	防水層の上にかぶせる押さえコンクリートである。	防水層の上にかぶせる、おさえコンクリートである。
c411-1	0.750	ちょうどよい厚さは3センチから6センチとされている。	ちょうど良い厚さは三cmから六cmとされている。	ちょうどよい厚さは3センチから6センチとされている。
c411-2	0.789	実際にかぶせてあったのは、15センチだった。	実際に被せてあったのは15cmだった。	実際にかぶせてあったのは、15センチだった。
c411-3	0.933	その差のぶんだけ、屋上は重くなっていたことになる。	その差の分だけ屋上は重くなっていたことになる。	その差のぶんだけ、屋上は重くなっていたことになる。
c412-1	1.000	そして判決文は、崩れる何年も前のこととして、こう書いている。	そして判決文は崩れる何年も前のこととしてこう書いている。	そして判決文は、崩れる何年も前のこととして、こう書いている。
c412-2	0.824	冷却塔を引きずった跡に、ひびが育った	冷却塔を引きずった後にヒビが育った。	冷却塔を引きずった跡に、ひびがそだった
c413-1	0.909	5階の食堂の厨房にある柱のまわりと、	五階の食堂の厨房にある柱の周りと	5階の食堂の厨房にある柱のまわりと、
c413-2	0.850	冷却塔が通っていった経路。この2つを中心に、	霊略党が通っていった経路。この二つを中心に	冷却塔が通っていった経路。この2つを中心に、
c413-3	0.800	床のひびが長いあいだ育っていた、というのが判決の認定である。	由香の日々が長い間育っていたというのが判決の認定である。	ゆかのひびが長いあいだ育っていた、というのが判決の認定である。
c414-1	0.958	重かったのは屋上だけではない。その下の5階もである。	寒かったのは屋上だけではない。その下の五階もである。	重かったのは屋上だけではない。その下の5階もである。
c414-2	1.000	食堂の大きな冷蔵庫、調理台、そして石でできた客席の椅子。	食堂の大きな冷蔵庫、調理台、そして石でできた客席の椅子。	食堂の大きな冷蔵庫、調理台、そして石でできた客席の椅子。
c415-1	0.880	判決文は、5階の柱と床に、予定より1平方メートルあたり、	完結分は五階の柱と床に予定より一平方メートルあたり	判決文は、5階の柱とゆかに、予定より1平方メートルあたり、
c415-2	0.982	360キログラム以上の重さが余計にかかっていた、としている。	三百六十キログラム以上の重さが余計にかかっていたとしている。	サンビャクロクジュッキログラム以上の重さが余計にかかっていた、としている。
c416-1	1.000	屋上に冷却塔。その下の5階に食堂街。	屋上に冷却塔、その下の五階に食堂街	屋上に冷却塔。その下の5階に食堂街。
c416-2	0.875	この建物の重さは、いちばん上の2つの階に集まっていた。	この建物の重さは一番上の二つの階に集まっていた。	この建物の重さは、いちばん上の2つの階に集まっていた。
c417-1	1.000	上が重くなって真っ先に苦しくなるのは、	上が重くなって真っ先に苦しくなるのは	上が重くなって真っ先に苦しくなるのは、
c417-2	0.960	その重さを直に受ける5階の柱と、柱と床の接ぎ目である。	その重さを直に受ける五階の柱と柱と床の継ぎ目である。	その重さを直に受ける5階の柱と、柱とゆかの接ぎ目である。
c418-1	0.909	この時点で、屋上には設計に無い重さが載っていた。	この時点で屋上には設計にない重さが乗っていた。	この時点で、屋上にはせっけいに無い重さが載っていた。
c418-2	0.930	では、それを受け止める柱のほうは、どうだったのか。	では、それを受け止める柱の方はどうだったのか？	では、それを受け止める柱のほうは、どうだったのか。
c501-1	0.840	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。	普通の鉄筋コンクリートの建物は柱と柱を梁でつなげる。	ふつうの鉄筋コンクリートの建物は、柱と柱を梁でつなぐ。
c501-2	0.851	梁とは、柱のあいだにわたす横向きの太い棒のことである。	梁とは柱の間に渡す横向きの太い棒のことである。	はりとは、柱のあいだにわたす横向きの太い棒のことである。
c502-1	0.958	この建物には、その梁が無かった。柱の上に厚い板を置き、	この建物にはその梁がなかった。柱の上に厚い板を置き	この建物には、その梁が無かった。柱の上に厚い板を置き、
c502-2	0.714	その上に床をじかに載せている。	その上に由佳を直に乗せている。	その上にゆかをじかに載せている。
c502-3	1.000	こういう作りを、フラットスラブという。	こういう作りをフラットスラブという。	こういう作りを、フラットスラブという。
c503-1	0.902	梁が無いと天井が平らになり、階の高さを低くおさえられる。	梁がないと天井が平らになり、階の高さを低く抑えられる。	はりが無いと天井が平らになり、階の高さを低くおさえられる。
c503-2	0.962	売り場も広く見える。百貨店には都合のよい作りだと言われる。	売り場も広く見える。百貨店には都合の良い作りだと言われる。	売り場も広く見える。百貨店には都合のよい作りだと言われる。
c504-1	0.894	そのかわり、床の重さは全部、柱のまわりの一点に集まる。	その代わり、床の重さは全部柱の周りの一点に集まる。	そのかわり、ゆかの重さは全部、柱のまわりの一点に集まる。
c504-2	0.966	梁が受け持つはずの力を、床と柱の接ぎ目だけで受けることになる。	梁が受け持つはずの力を、床と柱の継ぎ目だけで受けることになる。	はりが受け持つはずの力を、ゆかと柱の接ぎ目だけで受けることになる。
c505-1	0.878	この建物は、柱と柱の間隔が10.8メートルあった。	この建物は柱と柱の間隔が10.8mあった。	この建物は、柱と柱の間隔が10.8メートルあった。
c505-2	0.906	判決文は、ふつうの建物では見かけないほど長い、と書いている。	判決文は普通の建物では見かけないほど長いと書いている。	判決文は、ふつうの建物では見かけないほど長い、と書いている。
c506-1	0.962	柱の間隔が長いほど、床は垂れやすく、接ぎ目には力がかかる。	柱の間隔が長いほど床は垂れやすく、継ぎ目には力がかかる。	柱の間隔が長いほど、ゆかは垂れやすく、接ぎ目には力がかかる。
c506-2	0.833	梁が無くて、しかも間隔が長い。条件は厳しいほうだった。	張りがなくて、しかも間隔が長い。条件は厳しい方だった。	はりが無くて、しかも間隔が長い。条件は厳しいほうだった。
c507-1	1.000	だから、柱の上には厚い板を置いて補うことになっている。	だから柱の上には厚い板を置いて補うことになっている。	だから、柱の上には厚い板を置いて補うことになっている。
c507-2	0.941	床が柱のまわりから抜け落ちるのを、止めるための板である。	床が柱の周りから抜け落ちるのを止めるための板である。	ゆかが柱のまわりから抜け落ちるのを、止めるための板である。
c508-1	0.920	ところがその太さが、2つの書類のあいだで食い違っていた。	ところが、その太さが二つの書類の間で食い違っていた。	ところがその太さが、2つの書類のあいだで食い違っていた。
c508-2	0.600	柱は計算書80センチ、図面60センチ	柱は計算書八十cm、図面六十cm。	柱は計算書80センチ、図面60センチ
c509-1	0.884	場所は、A棟のエスカレーターのまわりの柱である。	場所はA棟のエスカレーターの周りの橋である。	場所は、A棟のエスカレーターのまわりの柱である。
c509-2	0.982	太さだけではない。中に入れる鉄筋も、16本が8本になっていた。	太さだけではない。中に入れる鉄筋も十六本が八本になっていた。	太さだけではない。中に入れる鉄筋も、16本が8本になっていた。
c510-1	0.941	柱が細くなれば、支えられる重さは減る。	頭が細くなれば支えられる重さは減る。	柱が細くなれば、支えられる重さは減る。
c510-2	1.000	鉄筋が半分になれば、粘り強さも落ちる。	鉄筋が半分になれば粘り強さも落ちる。	鉄筋が半分になれば、粘り強さも落ちる。
c510-3	0.905	この柱は、さきほどの11か所のうちの一つである。	この柱は先ほどの十一か所のうちの一つである。	この柱は、さきほどの11か所のうちの一つである。
c511-1	0.905	判決文は、5階と屋根の床の強さを計算するとき、	完結文は五階と屋根の床の強さを計算するとき	判決文は、5階と屋根のゆかの強さを計算するとき、
c511-2	0.919	特定の2本の柱と、そのまわりの床の強さを、	特定の二本の柱とその周りの床の強さを	特定の2本の柱と、そのまわりのゆかの強さを、
c511-3	1.000	足りない値で計算していた、としている。	足りない値で計算していたとしている。	足りない値で計算していた、としている。
c512-1	1.000	鉄筋については、位置にも粗さがあった。	鉄筋については位置にも粗さがあった。	鉄筋については、位置にも粗さがあった。
c512-2	0.936	床の上のほうには、床が垂れるのを止める鉄筋を入れる。	床の上の方には床が垂れるのを止める鉄筋を入れる。	ゆかの上のほうには、ゆかが垂れるのを止める鉄筋を入れる。
c513-1	1.000	この鉄筋は、床の表面に近いところにあるほどよく効く。	この鉄筋は床の表面に近いところにあるほどよく効く。	この鉄筋は、ゆかの表面に近いところにあるほどよく効く。
c513-2	1.000	決められた位置は、表面から2センチか3センチの深さである。	決められた位置は表面から二センチか三センチの深さである。	決められた位置は、表面から2センチか3センチの深さである。
c514-1	1.000	そこより深く沈むほど、床が垂れるのを止める力は弱くなる。	そこより深く沈むほど床が垂れるのを止める力は弱くなる。	そこより深く沈むほど、ゆかが垂れるのをとめる力は弱くなる。
c514-2	1.000	国会の報告書は6センチから8センチ、判決文は別の数字を書いていて、	国会の報告書は六センチから八センチ。判決文は別の数字を書いていて	国会の報告書は6センチから8センチ、判決文は別の数字を書いていて、
c514-3	1.000	資料で食い違う。どちらも、決まりより深い。	資料で食い違う。どちらも決まりより深い。	資料で食い違う。どちらも、決まりより深い。
c515-1	0.927	崩れたあとの現場では、切れた鉄筋を出したまま、	崩れた後の現場では切れた鉄筋を出したまま	崩れたあとの現場では、切れた鉄筋を出したまま、
c515-2	1.000	大きなコンクリートの板が何枚も重なっていた。	大きなコンクリートの板が何枚も重なっていた。	大きなコンクリートの板が何枚も重なっていた。
c516-1	1.000	では、その鉄筋は実際にどこへ入っていたのか。判決文は、	では、その鉄筋は実際にどこへ入っていたのか。判決文は	では、その鉄筋は実際にどこへ入っていたのか。判決文は、
c516-2	1.000	4センチから6センチ深かった、と書いている。	四センチから六センチ深かったと書いている。	4センチから6センチ深かった、と書いている。
c516-3	1.000	鉄筋はあるべき位置より下に沈んでいた	鉄筋はあるべき位置より下に沈んでいた。	鉄筋はあるべき位置より下に沈んでいた
c517-1	0.760	いちばん低い所では、13センチから18センチ沈んでいた。	一番低いところでは十三センチから十八センチ沈んでいた。	いちばん低い所では、13センチから18センチ沈んでいた。
c517-2	1.000	柱に入れる鉄筋は、表面から5センチの位置と決まっていた。	柱に入れる鉄筋は表面から五センチの位置と決まっていた。	柱に入れる鉄筋は、表面から5センチの位置と決まっていた。
c517-3	1.000	実際は深いところで、そこからさらに6センチ奥に入っていた。	実際は深いところで、そこからさらに六センチ奥に入っていた。	実際は深いところで、そこからさらに6センチ奥に入っていた。
c518-1	0.909	柱のまわりの床は、板とあわせて45センチの厚さにするはずが、	柱の周りの床は板と合わせて四十五センチの厚さにするはずが	はしらのまわりのゆかは、板とあわせて45センチの厚さにするはずが、
c518-2	1.000	多くの場所で5センチほど薄かった。	多くの場所で五センチほど薄かった。	多くの場所で5センチほど薄かった。
c518-3	0.846	厚さ15センチのその板が、1か所まるごと付いていなかった。	厚さ十五センチのその板が一箇所丸ごとついていなかった。	厚さ15センチのその板が、1か所まるごと付いていなかった。
c519-1	1.000	さらに、建物の重さを受け持っている壁を、	さらに建物の重さを受け持っている壁を	さらに、建物の重さを受け持っている壁を、
c519-2	0.932	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。	五階の厨房から煙を出す管を通すために、四十センチかける九十八センチ切り取っている。	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-3	0.903	切ったあと、補強は何もされていない。	切った後、補強は何もされていない。	切ったあと、補強は何もされていない。
c520-1	1.000	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。	五階の床の鉄筋は壁の中へ六十四センチ入れる決まりだった。	5階のゆかの鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-2	0.978	鉄筋の太さの、40倍である。実際に入っていた長さは、	鉄筋の太さの四十倍である。実際に入っていた長さは	てっきんの太さの、40倍である。実際に入っていた長さは、
c520-3	0.903	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。	簡潔文で十五から十八センチ、白書で二十五センチ、どちらも四割に満たない。	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。
c521-1	0.960	しかも先を曲げて引っかける留め方も、されていなかった。	しかも先を曲げて引っ掛ける留め方もされていなかった。	しかも先を曲げて引っかける留め方も、されていなかった。
c521-2	1.000	国会の報告書は、そのせいで壁はそのまま立ち、床だけが落ちた、と書いている。	国会の報告書はそのせいで壁はそのまま立ち、床だけが落ちたと書いている。	国会の報告書は、そのせいで壁はそのまま立ち、ゆかだけが落ちた、と書いている。
c521-3	0.931	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。	外側の柱とのつなぎも深さ百センチのうち三十センチだけだった。	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。
c522-1	1.000	重い屋上。細い柱。沈んだ鉄筋。	重い屋上。細い柱。沈んだ鉄筋。	おもい おくじょう。ほそい柱。沈んだ鉄筋。
c522-2	0.947	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。	そして1995年6月29日の朝、五階の床が盛り上がり始める。	そして1995年6月29日の朝、5階のゆかが盛り上がりはじめる。
c601-1	0.870	話を、崩れた日の午後にもどす。朝から床が盛り上がり、	話を崩れた日の午後に戻す。朝から由佳が盛り上がり	話を、崩れた日の午後にもどす。朝からゆかが盛り上がり、
c601-2	0.769	昼には柱のまわりの床が15センチ下がっていた5階である。	昼には柱の周りの床が15cm下がっていた。誤解である。	昼には柱のまわりのゆかが15センチ下がっていた5階である。
c602-1	1.000	午後2時から4時にかけて。5階の床のコンクリートには、	午後二時から四時にかけて。五階の床のコンクリートには	午後2時から4時にかけて。5階のゆかのコンクリートには、
c602-2	0.769	10センチのひびが入っていた。	十センチのヒビが入っていた。	10センチのひびが入っていた。
c603-1	0.933	屋上の床も、4か所で5ミリから15ミリ沈んでいる。	屋上の床も四箇所で五ミリから十五ミリ沈んでいる。	屋上のゆかも、4か所で5ミリから15ミリ沈んでいる。
c603-2	0.826	4階と5階のひびと沈下は、この時間にさらに進んだ。	四階と五階の日比と珍香はこの時間にさらに進んだ。	4階と5階のひびと沈下は、この時間にさらに進んだ。
c604-1	0.923	午後2時、会社のなかで対策の会議が開かれた。	午後二時、会社の中で対策の会議が開かれた。	午後2時、会社のなかで対策の会議が開かれた。
c604-2	0.868	社長が、会長をふくむ役員に5階のひびの様子を説明している。	社長が会長を含む役員に五階の日々の様子を説明している。	社長が、会長をふくむ役員に5階のひびの様子を説明している。
c605-1	0.952	午後3時10分、一人の構造技術者が現場に着いた。	午後三時十分、一人の構造技術者が現場に着いた。	午後3時10分、一人の構造技術者が現場に着いた。
c605-2	1.000	この建物の構造を計算して設計したのは、この人である。	この建物の構造を計算して設計したのはこの人である。	この建物の構造を計算して設計したのは、この人である。
c605-3	1.000	過去に2度、安全の診断もしていた。	過去に二度安全の診断もしていた。	過去に2度、安全の診断もしていた。
c606-1	0.900	技術者は現場を確認し、安全の診断をおこなった。	技術者は現場を確認し、安全の診断を行った。	技術者は現場を確認し、安全の診断をおこなった。
c606-2	1.000	診断そのものは、午後4時より前に終わっている。	診断そのものは午後四時より前に終わっている。	診断そのものは、午後4時より前に終わっている。
c607-1	0.909	午後4時、対策の会議が再開された。地検の報告書は、	午後四時、対策の会議が再開された。治験の報告書は	午後4時、対策の会議が再開された。地検の報告書は、
c607-2	0.880	このときの技術者の判断を、一つづきの文で書き残している。	この時の技術者の判断を一続きの文で書き残している。	このときの技術者の判断を、一つづきの文で書き残している。
c608-1	1.000	その文の前半は、建物の状態についてだった。	その文の前半は建物の状態についてだった。	その文の前半は、建物の状態についてだった。
c608-2	0.880	いま、すぐに崩れる危険はない	今すぐに崩れる危険はない。	いま、すぐに崩れる危険はない
c609-1	0.936	そして後半が、やるべきことだった。営業が終わったあと、	そして後半がやるべきことだった。営業が終わった後	そして後半が、やるべきことだった。営業が終わったあと、
c609-2	0.982	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。	鉄の梁を入れて補強する。この報告が出たのが午後四時四十分ごろ。	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。
c609-3	1.000	技術者は、人を避難させることを提案しなかった。	技術者は人を避難させることを提案しなかった。	技術者は、人を避難させることを提案しなかった。
c610-1	0.857	この時点で、その日のできごとは会社の上まで届いていた。	この時点でその日の出来事は会社の上まで届いていた。	この時点で、その日のできごとは会社の上まで届いていた。
c610-2	0.933	朝9時ごろから、幹部・社長・会長へと順に伝わっている。	朝九時頃から幹部、社長、会長へと順に伝わっている。	朝9時ごろから、幹部・社長・会長へと順に伝わっている。
c610-3	1.000	知らされていないのは、買い物をしている客だけだった。	知らされていないのは買い物をしている客だけだった。	知らされていないのは、買い物をしている客だけだった。
c611-1	0.714	幹部が朝9時ごろ。社長が10時ごろ。	幹部が朝九時頃、社長が十時頃。	幹部が朝9時ごろ。社長が10時ごろ。
c611-2	0.933	そして会長には、午後2時半ごろに報告が入っていた。	そして会長には午後二時半頃に報告が入っていた。	そして会長には、午後2時半ごろに報告が入っていた。
c612-1	0.973	午後5時30分。施設の部門の担当者たちが、	午後五時三十分、施設の部門の担当者たちが	午後5時30分。施設の部門の担当者たちが、
c612-2	0.842	夜におこなう補強工事の準備に取りかかった。	夜に行う補強工事の準備に取り掛かった。	夜におこなう補強工事の準備に取りかかった。
c613-1	0.958	5階の食堂街は、昼すぎにはほとんどが店を閉めていた。	五階の食堂街は昼過ぎにはほとんどが店を閉めていた。	5階の食堂街は、昼すぎにはほとんどが店を閉めていた。
c613-2	0.955	エアコンも止まり、催しの売り場は引き上げている。	エアコンも止まり、催しの売り場は引き揚げている。	エアコンも止まり、催しの売り場は引き上げている。
c613-3	1.000	それでも、下の階の売り場では買い物が続いていた。	それでも下の階の売り場では買い物が続いていた。	それでも、下の階の売り場では買い物が続いていた。
c614-1	0.895	のちに数えられた被害者は1,439人である。	後に数えられた被害者は千四百三十九人である。	のちに数えられた被害者はセンヨンヒャクサンジュウキュウニンである。
c614-2	1.000	その多くが、この時間に建物の中にいたことになる。	その多くがこの時間に建物の中にいたことになる。	その多くが、この時間に建物の中にいたことになる。
c615-1	1.000	会社は、危ない場所を少しずつ閉めていった。	会社は危ない場所を少しずつ閉めていった。	会社は、危ない場所を少しずつ閉めていった。
c615-2	1.000	だが、客と従業員を建物の外に出すという判断だけは、	だが、客と従業員を建物の外に出すという判断だけは	だが、客と従業員を建物の外に出すという判断だけは、
c615-3	1.000	最後までしなかった。	最後までしなかった。	最後までしなかった。
c616-1	1.000	報告書は、なぜそちらが選ばれたのかも書いている。	報告書はなぜそちらが選ばれたのかも書いている。	報告書は、なぜそちらが選ばれたのかも書いている。
c616-2	1.000	崩壊を甘く見たことと、百貨店の経営の事情である。	崩壊を甘く見たことと、百貨店の経営の事情である。	崩壊を甘く見たことと、百貨店の経営の事情である。
c617-1	1.000	そして報告書は、会社が決めたことをこう書いている。	そして報告書は会社が決めたことをこう書いている。	そして報告書は、会社が決めたことをこう書いている。
c617-2	1.000	避難させず、閉店後に直すと決めた	避難させず閉店後に直すと決めた	避難させず、閉店後に直すと決めた
c618-1	1.000	報告書は続けて、この決定が大きな事故につながったと、	報告書は続けて、この決定が大きな事故につながったと	報告書は続けて、この決定が大きな事故につながったと、
c618-2	1.000	はっきり書いている。	はっきり書いている。	はっきり書いている。
c619-1	0.913	技術者が現場に着いてから、建物が崩れるまでのあいだ。	技術者が現場に着いてから建物が崩れるまでの間	技術者が現場に着いてから、建物が崩れるまでのあいだ。
c619-2	1.000	そこにあった時間は、2時間45分だった。	そこにあった時間は二時間四十五分だった。	そこにあった時間は、2時間45分だった。
c620-1	0.930	ここから先は、その2時間45分のあとの話である。	ここから先はその二時間四十五分の後の話である。	ここから先は、その2時間45分のあとの話である。
c620-2	1.000	建物が、どんな順番で落ちていったのか。	建物がどんな順番で落ちていったのか。	建物が、どんな順番で落ちていったのか。
c701-1	0.919	1995年6月29日、夕方5時55分ごろ。	1995年6月29日、夕方5時55分頃。	1995年6月29日、夕方5時55分ごろ。
c701-2	0.682	北の棟の5階、食堂街の北東の側から崩れはじめた。	北野宗の誤解。食堂街の北東のそばから崩れ始めた。	きたのむねの5階、食堂街の北東の側から崩れはじめた。
c702-1	1.000	判決文は、その場所をもっと細かく書いている。	判決文はその場所をもっと細かく書いている。	判決文は、その場所をもっと細かく書いている。
c702-2	0.949	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。	設計図の上で五列E行、五列F行と呼ばれる二本の柱の周りである。	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c703-1	0.778	この2本は、5階の強さを計算するときに、	その日本は誤解の強さを計算するときに	この2本は、5階の強さを計算するときに、
c703-2	1.000	足りない値で計算されていた、あの柱だった。	足りない値で計算されていたあの柱だった。	足りない値で計算されていた、あの柱だった。
c704-1	0.943	柱のまわりで起きたのは、せん断破壊と呼ばれる壊れ方である。	柱の周りで起きたのは、せん断破壊と呼ばれる壊れ方である。	柱のまわりで起きたのは、せん断破壊と呼ばれる壊れ方である。
c704-2	0.930	床が、柱のまわりの線に沿って抜け落ちる壊れ方だ。	床が柱の周りの線に沿って抜け落ちる壊れ方だ。	ゆかが、柱のまわりの線に沿って抜け落ちる壊れ方だ。
c705-1	0.930	床が柱から外れると、その柱が支えていた重さは、	ユカが柱から外れると、その柱が支えていた重さは	ゆかが柱から外れると、その柱が支えていた重さは、
c705-2	0.811	行き場を失って、となりの柱のほうへ回される。	行き場を失って隣の柱の方へ回される。	いきばを失って、となりの柱のほうへ回される。
c706-1	0.895	となりの柱も、その重さには耐えられなかった。	隣の柱もその重さには耐えられなかった。	となりの柱も、その重さには耐えられなかった。
c706-2	1.000	同じ壊れ方が次々に起き、柱は折れ曲がっていった。	同じ壊れ方が次々に起き、柱は折れ曲がっていった。	同じ壊れ方が次々に起き、柱は折れ曲がっていった。
c707-1	0.923	崩れはじめた時刻は、記録によって違っている。	崩れ始めた時刻は記録によって違っている。	崩れはじめた時刻は、記録によって違っている。
c707-2	0.889	白書は17時55分ごろ、国会の報告書は17時52分。	白書は十七時五十五分頃。国会の報告書は十七時五十二分。	はくしょは17時55分ごろ、国会の報告書は17時52分。
c707-3	0.862	地検の報告は、頁によって17時57分ごろとも、幅でも書いている。	地検の報告はページによって十七時五十七分頃とも幅でも書いている。	地検の報告は、ページによって17時57分ごろとも、幅でも書いている。
c708-1	0.917	この動画では、ソウル市の白書の17時55分ごろを使う。	この動画では、ソウル市の白書の十七時五十五分頃を使う。	この動画では、ソウル市の白書の17時55分ごろを使う。
c708-2	0.708	いちばん新しく、いちばん多くの記録が採っている値である。	一番新しく一番多くの記録が取っている値である。	いちばん新しく、いちばん多くの記録が採っている値である。
c709-1	1.000	国会の報告書は、崩れた順番をこう判断している。	国会の報告書は崩れた順番をこう判断している。	国会の報告書は、崩れた順番をこう判断している。
c709-2	1.000	まず屋上と5階の床が落ち、その下の階が続いた、と。	まず屋上と五階の床が落ち、その下の階が続いた。と	まず屋上と5階のゆかが落ち、その下の階が続いた、と。
c710-1	1.000	この順番が、被害の大きさを決めることになった。	この順番が被害の大きさを決めることになった。	この順番が、被害の大きさを決めることになった。
c710-2	1.000	先に落ちたのは、屋上と5階の床だった	先に落ちたのは屋上と五階の床だった。	先に落ちたのは、屋上と5階のゆかだった
c711-1	0.851	梁が無い作りでは、床が落ちるときに柱も一緒に倒れる。	梁がない造りでは、床が落ちる時に柱も一緒に倒れる。	はりが無い作りでは、ゆかが落ちるときに柱も一緒に倒れる。
c711-2	1.000	落ちた床は、下の階の床に直接ぶつかっていった。	落ちた床は下の階の床に直接ぶつかっていった。	落ちたゆかは、下の階のゆかに直接ぶつかっていった。
c711-3	0.958	受け止めるものが無いまま、下へ下へと続いたのである。	受け止めるものがないまま、下へ下へと続いたのである。	受け止めるものが無いまま、下へ下へと続いたのである。
c712-1	1.000	では、どれだけの時間で崩れ終わったのか。	では、どれだけの時間で崩れ終わったのか。	では、どれだけの時間で崩れ終わったのか。
c712-2	1.000	公的な記録は、その秒数を一つも書いていない。	公的な記録はその秒数を一つも書いていない。	公的な記録は、その秒数を一つも書いていない。
c712-3	1.000	あるのは、一瞬で、一度に、という言葉だけである。	あるのは一瞬で一度にという言葉だけである。	あるのは、一瞬で、一度に、という言葉だけである。
c713-1	1.000	崩れたのは、北の棟と、真ん中の連結通路である。	崩れたのは北の棟と真ん中の連結通路である。	崩れたのは、きたのむねと、真ん中の連結通路である。
c713-2	0.850	南の棟は、通路が切れた形でその場に残った。	向真己の胸は通路が切れた形でその場に残った。	南のむねは、通路が切れた形でその場に残った。
c714-1	0.947	現場には、北側と南側の壁だけが立っていた。	現場には北側と南側の壁だけが建っていた。	現場には、北側と南側の壁だけが立っていた。
c714-2	0.943	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。	瓦礫は地下四階から地下三階の辺りまで積み上がっている。	がれきは、地下4階から地下3階のあたりまで積み上がっている。
c715-1	0.914	崩れたとき、対策の会議はまだ続いていた。	崩れた時、対策の会議はまだ続いていた。	崩れたとき、対策の会議はまだ続いていた。
c715-2	1.000	会議に出ていた会長らは、エスカレーターと階段を通って外へ出た。	会議に出ていた会長らはエスカレーターと階段を通って外へ出た。	会議に出ていた会長らは、エスカレーターと階段を通って外へ出た。
c716-1	0.936	建物は落ちた。だがこのとき、瓦礫の下に何人いるのかを、	建物は落ちた。だが、この時、瓦礫の下に何人いるのかを	建物は落ちた。だがこのとき、がれきの下に何人いるのかを、
c716-2	1.000	知っている人はまだ誰もいなかった。	知っている人はまだ誰もいなかった。	知っている人はまだ誰もいなかった。
c801-1	0.949	崩れたのは夕方の5時55分ごろ。消防と警察がすぐに現場へ向かい、	崩れたのは夕方の五時五十五分頃。消防と警察がすぐに現場へ向かい	崩れたのは夕方の5時55分ごろ。消防と警察がすぐに現場へ向かい、
