行	型	該当	本文
c410-2	§6の語（コロンビア号）	翼	エンジンがまだ燃えている尾の部分、片方の翼、そして前の胴体。
c411-2	§6の語（コロンビア号）	回収	回収された残骸も、この順番を裏づけている。
c412-1	文頭の数字	2	2本の補助ロケットは、火の玉から飛び出して飛びつづけた。
c412-1	数詞＋助数詞	2本	2本の補助ロケットは、火の玉から飛び出して飛びつづけた。
c413-2	同形異音語（一般）	上	打ち上げから110秒後、空軍の安全担当官が点火の指令を出した。
c413-2	数詞＋助数詞	110秒	打ち上げから110秒後、空軍の安全担当官が点火の指令を出した。
c413-2	§6の語（コロンビア号）	打ち上げ	打ち上げから110秒後、空軍の安全担当官が点火の指令を出した。
c414-1	同形異音語（一般）	上	ここまでが、打ち上げから2分足らずで起きたことだ。
c414-1	数詞＋助数詞	2分	ここまでが、打ち上げから2分足らずで起きたことだ。
c414-1	§6の語（コロンビア号）	打ち上げ	ここまでが、打ち上げから2分足らずで起きたことだ。
c501-2	同形異音語（一般）	上	輪切りの筒を運び、現地で積み上げて作る。
c502-2	数詞＋助数詞	4つ	工場では、まず4つのかたまりに組む。燃料を流しこむ単位だ。
c503-1	同形異音語（一般）	目	現地で組むと、筒と筒のあいだに継ぎ目ができる。
c503-2	同形異音語（一般）	目	この継ぎ目が、1本の補助ロケットにつき3か所ある。
c503-2	数詞＋助数詞	1本	この継ぎ目が、1本の補助ロケットにつき3か所ある。
c504-1	同形異音語（一般）	目	継ぎ目では、上の筒の下端が出っぱりになる。
c504-1	同形異音語（一般）	上	継ぎ目では、上の筒の下端が出っぱりになる。
c504-2	同形異音語（一般）	下	下の筒の上端は、それをはさむ二またの形だ。
c504-3	§6の語（三豊百貨店）	板	二本の指で板をはさむ形だと思えばよい。
c505-1	同形異音語（実績）	側	出っぱりと、はさむ側の内側には、わずかなすきまがある。
c505-1	同形異音語（実績）	側	出っぱりと、はさむ側の内側には、わずかなすきまがある。
c506-1	数詞＋助数詞	7ミリ	ゴムの輪は、太さ7ミリほど。
c506-2	数詞＋助数詞	3メートル	輪そのものの直径は、3メートルを超える。
c506-3	同形異音語（一般）	目	出っぱりに掘られた溝にはまり、継ぎ目ごとに上下2本ある。
c506-3	同形異音語（一般）	下	出っぱりに掘られた溝にはまり、継ぎ目ごとに上下2本ある。
c506-3	数詞＋助数詞	2本	出っぱりに掘られた溝にはまり、継ぎ目ごとに上下2本ある。
c506-3	§6の語（SL-1）	溝	出っぱりに掘られた溝にはまり、継ぎ目ごとに上下2本ある。
c508-1	同形異音語（実績）	側	組むとき、ガスが当たる側にパテという詰めものを塗る。
c509-1	同形異音語（一般）	一	このパテには、もう一つの役目があった。
c509-1	同形異音語（一般）	目	このパテには、もう一つの役目があった。
c509-2	§6の語（コロンビア号）	圧力	ガスの圧力でパテがへこみ、ピストンのようにその空気を押す。
c509-3	§6の語（コロンビア号）	圧力	熱をさえぎり、圧力だけを送る道具でもあった。
c510-1	§6の語（SL-1）	溝	押しこまれた空気は溝へ回りこみ、輪を後ろから押す。
c510-2	§6の語（SL-1）	溝	輪は溝から押し出されてすきまに食いこみ、ようやくふさがる。
c511-1	同形異音語（一般）	事	ここが、この事故でいちばん大事なところだ。
c512-2	同形異音語（実績）	側	点火すると、内側の圧力で継ぎ目のすきまが開く。
c512-2	同形異音語（一般）	目	点火すると、内側の圧力で継ぎ目のすきまが開く。
c512-2	§6の語（コロンビア号）	圧力	点火すると、内側の圧力で継ぎ目のすきまが開く。
c513-1	小数	0.74	すきまが開く量は、一次の輪で0.74ミリ、二次の輪で0.43ミリ。
c513-1	小数	0.43	すきまが開く量は、一次の輪で0.74ミリ、二次の輪で0.43ミリ。
c513-1	数詞＋助数詞	74ミリ	すきまが開く量は、一次の輪で0.74ミリ、二次の輪で0.43ミリ。
c513-1	数詞＋助数詞	43ミリ	すきまが開く量は、一次の輪で0.74ミリ、二次の輪で0.43ミリ。
c513-2	小数	0.6	点火の瞬間から開きはじめ、0.6秒で開ききる。
c513-2	同形異音語（実績）	間	点火の瞬間から開きはじめ、0.6秒で開ききる。
c513-2	数詞＋助数詞	6秒	点火の瞬間から開きはじめ、0.6秒で開ききる。
c514-2	小数	0.1	大きく開くのは、点火から0.1秒から0.2秒。まばたき一回ほどだ。
c514-2	小数	0.2	大きく開くのは、点火から0.1秒から0.2秒。まばたき一回ほどだ。
c514-2	数詞＋助数詞	1秒	大きく開くのは、点火から0.1秒から0.2秒。まばたき一回ほどだ。
c514-2	数詞＋助数詞	2秒	大きく開くのは、点火から0.1秒から0.2秒。まばたき一回ほどだ。
c515-1	§6の語（コロンビア号）	温度	ここで温度が効いてくる。
c515-2	§6の語（コロンビア号）	温度	つぶされたゴムが元の形に戻る速さは、温度でまるで変わる。
c516-1	§6の語（コロンビア号）	報告書	報告書は、実験の結果をこう書いている。
c516-3	数詞＋助数詞	5倍	温かいゴムの輪は、冷たい輪より5倍速く戻る
c517-1	§6の語（SL-1）	溝	輪がふくらんで戻れば、溝の中に空気の通り道ができる。
c518-1	同形異音語（一般）	日	では、その日の継ぎ目は何度だったのか。
c518-1	同形異音語（一般）	目	では、その日の継ぎ目は何度だったのか。
c518-2	同形異音語（一般）	目	壊れた継ぎ目のいちばん冷たい場所で、およそ摂氏マイナス2度。
c518-3	小数	2.2	上下に3度ほどの幅がある。摂氏2.2度の気温より、4度ほど低い。
c518-3	同形異音語（一般）	下	上下に3度ほどの幅がある。摂氏2.2度の気温より、4度ほど低い。
c519-1	同形異音語（実績）	側	同じ補助ロケットでも、太陽の当たる側は摂氏10度ほどあった。
c519-2	同形異音語（実績）	側	壊れたのは、日かげになっていた側である。
c519-2	同形異音語（一般）	日	壊れたのは、日かげになっていた側である。
c520-1	小数	0.1	もう一つ。組み立てたときのすきまは、平均で0.1ミリ。
c520-1	同形異音語（一般）	一	もう一つ。組み立てたときのすきまは、平均で0.1ミリ。
c520-1	数詞＋助数詞	1ミリ	もう一つ。組み立てたときのすきまは、平均で0.1ミリ。
c520-2	小数	0.74	さっきの0.74ミリは、ここから開く量だ。
c520-2	数詞＋助数詞	74ミリ	さっきの0.74ミリは、ここから開く量だ。
c520-3	同形異音語（実績）	側	何度も使ううちに筒がふくらみ、出っぱりとはさむ側が寄っていた。
c521-1	§6の語（SL-1）	溝	はじめのすきまが狭いと、輪は溝の中でつぶれきる。
c521-2	§6の語（9.11）	委員会	委員会は、その試験結果をこう書いている。
c521-2	§6の語（コロンビア号）	委員会	委員会は、その試験結果をこう書いている。
c521-3	小数	0.1	すきま0.1ミリで、ゴムの輪が確実にふさいだのは摂氏12.8度から
c521-3	小数	12.8	すきま0.1ミリで、ゴムの輪が確実にふさいだのは摂氏12.8度から
c521-3	数詞＋助数詞	1ミリ	すきま0.1ミリで、ゴムの輪が確実にふさいだのは摂氏12.8度から
c522-2	§6の語（SL-1）	溝	溝に貼りつき、すきまへ押し出されないままになる。
c522-3	§6の語（コロンビア号）	報告書	冷たさが、狭さから抜け出す道をふさいだ。それが報告書の答えだ。
c601-1	文頭の数字	1	1月27日の夜、三つの場所を電話でつないだ会議が開かれた。
c601-1	同形異音語（実績）	話	1月27日の夜、三つの場所を電話でつないだ会議が開かれた。
c601-1	同形異音語（一般）	日	1月27日の夜、三つの場所を電話でつないだ会議が開かれた。
c601-1	数詞＋助数詞	1月	1月27日の夜、三つの場所を電話でつないだ会議が開かれた。
c601-1	数詞＋助数詞	27日	1月27日の夜、三つの場所を電話でつないだ会議が開かれた。
c601-2	同形異音語（一般）	一	議題は一つ。翌朝の寒さで飛んでよいか。
c602-1	同形異音語（一般）	一	一つはフロリダのケネディ宇宙センター。
c602-1	§6の語（コロンビア号）	ケネディ宇宙センター	一つはフロリダのケネディ宇宙センター。
c602-2	同形異音語（一般）	一	一つはアラバマのマーシャル宇宙飛行センター。
c602-3	同形異音語（一般）	一	もう一つが、ユタ州の補助ロケットの工場。
c603-1	同形異音語（実績）	側	呼びかけたのは、補助ロケットを作った側だった。
c603-3	同形異音語（実績）	話	最初の電話は午後5時45分。もう延期を勧めている。
c603-3	数詞＋助数詞	5時	最初の電話は午後5時45分。もう延期を勧めている。
c603-3	数詞＋助数詞	45分	最初の電話は午後5時45分。もう延期を勧めている。
c604-1	同形異音語（実績）	話	二度目の電話は、午後8時45分にはじまった。
c604-1	同形異音語（一般）	目	二度目の電話は、午後8時45分にはじまった。
c604-1	数詞＋助数詞	8時	二度目の電話は、午後8時45分にはじまった。
c604-1	数詞＋助数詞	45分	二度目の電話は、午後8時45分にはじまった。
c605-1	数詞＋助数詞	1年	根拠は、1年前の1985年1月の飛行だった。
c605-1	数詞＋助数詞	1985年	根拠は、1年前の1985年1月の飛行だった。
c605-1	数詞＋助数詞	1月	根拠は、1年前の1985年1月の飛行だった。
c605-2	同形異音語（一般）	目	そのとき継ぎ目のゴムが経験した温度は、
c605-2	§6の語（コロンビア号）	温度	そのとき継ぎ目のゴムが経験した温度は、
c606-1	同形異音語（一般）	目	その飛行では、継ぎ目の黒い跡が円周の110度ぶんあった。
c606-2	同形異音語（一般）	日	同じ年10月の、暖かい日の飛行にも跡はあったが、範囲は狭い。
c606-2	数詞＋助数詞	10月	同じ年10月の、暖かい日の飛行にも跡はあったが、範囲は狭い。
c606-3	同形異音語（実績）	側	暖かい日にも跡が出るなら温度のせいではない、とNASA側は返した。
c606-3	同形異音語（一般）	日	暖かい日にも跡が出るなら温度のせいではない、とNASA側は返した。
c606-3	§6の語（コロンビア号）	温度	暖かい日にも跡が出るなら温度のせいではない、とNASA側は返した。
c606-3	英字・記号	NASA	暖かい日にも跡が出るなら温度のせいではない、とNASA側は返した。
c607-2	同形異音語（実績）	側	自分たちの持つデータの外側で飛ばすべきではない。
c607-3	小数	11.7	継ぎ目が摂氏11.7度より下では飛ばせない
c607-3	同形異音語（一般）	目	継ぎ目が摂氏11.7度より下では飛ばせない
c607-3	同形異音語（一般）	下	継ぎ目が摂氏11.7度より下では飛ばせない
c608-1	文頭の数字	1	11.7度、華氏でいえば53度。摂氏に直した数字だ。
c608-1	小数	11.7	11.7度、華氏でいえば53度。摂氏に直した数字だ。
c608-2	同形異音語（一般）	目	これまででいちばん低かった飛行の、継ぎ目の温度だ。
c608-2	§6の語（コロンビア号）	温度	これまででいちばん低かった飛行の、継ぎ目の温度だ。
c609-1	同形異音語（一般）	下	その夜届いていた翌朝の予報は、摂氏で氷点下3度。
c609-2	同形異音語（一般）	目	継ぎ目は気温よりさらに冷えるから、線のはるか下だ。
c609-2	同形異音語（一般）	下	継ぎ目は気温よりさらに冷えるから、線のはるか下だ。
c610-1	同形異音語（一般）	上	この時点まで、打ち上げに賛成する発言は一つも出ていない。
c610-1	同形異音語（一般）	一	この時点まで、打ち上げに賛成する発言は一つも出ていない。
c610-1	§6の語（コロンビア号）	打ち上げ	この時点まで、打ち上げに賛成する発言は一つも出ていない。
c610-2	§6の語（9.11）	委員会	反対しつづけた技術者が、のちに委員会でそう証言している。
c610-2	§6の語（コロンビア号）	委員会	反対しつづけた技術者が、のちに委員会でそう証言している。
c611-1	同形異音語（実績）	側	会社としてどうするのかを、NASA側が問いただした。
c611-1	英字・記号	NASA	会社としてどうするのかを、NASA側が問いただした。
c611-2	同形異音語（一般）	上	作った会社の責任者も、打ち上げない、と答えている。
c611-2	§6の語（コロンビア号）	打ち上げ	作った会社の責任者も、打ち上げない、と答えている。
c612-1	同形異音語（一般）	上	本来なら、ここで打ち上げは延期になるはずだった。
c612-1	§6の語（コロンビア号）	打ち上げ	本来なら、ここで打ち上げは延期になるはずだった。
c612-2	同形異音語（実績）	側	ところが、NASA側の反応は違った。
c612-2	英字・記号	NASA	ところが、NASA側の反応は違った。
c613-2	英字・記号	NASA	NASAで補助ロケットを見ていた部長が、
c614-1	同形異音語（実績）	側	その一言は、作った側が出した勧告に向けられていた。
c614-2	同形異音語（一般）	人	会議に出ていた人たちが、のちに委員会でそろって証言している。
c614-2	§6の語（9.11）	委員会	会議に出ていた人たちが、のちに委員会でそろって証言している。
c614-2	§6の語（コロンビア号）	委員会	会議に出ていた人たちが、のちに委員会でそろって証言している。
c615-3	同形異音語（実績）	側	言われた側は、その場の空気が変わったと感じている。
c616-2	同形異音語（一般）	上	作った会社が勧めないなら、自分はそれに逆らって打ち上げはしない、と。
c616-2	§6の語（コロンビア号）	打ち上げ	作った会社が勧めないなら、自分はそれに逆らって打ち上げはしない、と。
c617-1	同形異音語（一般）	人	もう一人は、NASAで補助ロケットの計画を率いていた責任者である。
c617-1	英字・記号	NASA	もう一人は、NASAで補助ロケットの計画を率いていた責任者である。
c617-3	同形異音語（一般）	上	打ち上げの前の晩に、という点を強く言っている。
c617-3	§6の語（コロンビア号）	打ち上げ	打ち上げの前の晩に、という点を強く言っている。
c618-1	同形異音語（一般）	上	これまで24回、いまの基準のままで打ち上げに成功してきた。
c618-1	数詞＋助数詞	24回	これまで24回、いまの基準のままで打ち上げに成功してきた。
c618-1	§6の語（コロンビア号）	打ち上げ	これまで24回、いまの基準のままで打ち上げに成功してきた。
c618-2	文頭の数字	2	25回目の前の晩になって、基準を作りかえるのか、と。
c618-2	同形異音語（一般）	目	25回目の前の晩になって、基準を作りかえるのか、と。
c618-2	数詞＋助数詞	25回	25回目の前の晩になって、基準を作りかえるのか、と。
c619-1	小数	11.7	もし摂氏11.7度を基準にしてしまうと、どうなるか。
c619-3	同形異音語（実績）	話	つまり、計画そのものが止まるという話になる。
c620-1	数詞＋助数詞	2時	会議がはじまってから、2時間近くがたっていた。
c621-1	同形異音語（一般）	一	この言い分は、一つの短い言葉としても伝わっている。
c621-2	同形異音語（一般）	上	切り取られた引用だと断ったうえで、その責任者が委員会で読み上げた。
c621-2	§6の語（9.11）	委員会	切り取られた引用だと断ったうえで、その責任者が委員会で読み上げた。
c621-2	§6の語（コロンビア号）	委員会	切り取られた引用だと断ったうえで、その責任者が委員会で読み上げた。
c622-3	同形異音語（一般）	上	いつ打ち上げろというのか。来年の4月か
c622-3	数詞＋助数詞	4月	いつ打ち上げろというのか。来年の4月か
c622-3	§6の語（コロンビア号）	打ち上げ	いつ打ち上げろというのか。来年の4月か
c701-1	同形異音語（実績）	側	押し問答のあと、作った会社の側が5分間の中断を求めた。
c701-1	同形異音語（実績）	間	押し問答のあと、作った会社の側が5分間の中断を求めた。
c701-1	数詞＋助数詞	5分	押し問答のあと、作った会社の側が5分間の中断を求めた。
c701-2	同形異音語（実績）	話	電話の音を消し、ユタ州の会議室だけで話し合うためだ。
c701-2	同形異音語（実績）	話	電話の音を消し、ユタ州の会議室だけで話し合うためだ。
c702-1	数詞＋助数詞	30分	中断は、結局30分ほどつづいた。
c704-1	同形異音語（一般）	人	技術者のうち2人は、そのあとも反対しつづけた。
c704-1	数詞＋助数詞	2人	技術者のうち2人は、そのあとも反対しつづけた。
c705-1	文頭の数字	1	1人は席を立ち、机の上に紙を広げて継ぎ目の絵を描きなおした。
c705-1	同形異音語（一般）	人	1人は席を立ち、机の上に紙を広げて継ぎ目の絵を描きなおした。
c705-1	同形異音語（一般）	上	1人は席を立ち、机の上に紙を広げて継ぎ目の絵を描きなおした。
c705-1	同形異音語（一般）	目	1人は席を立ち、机の上に紙を広げて継ぎ目の絵を描きなおした。
c705-1	数詞＋助数詞	1人	1人は席を立ち、机の上に紙を広げて継ぎ目の絵を描きなおした。
c705-2	同形異音語（一般）	人	もう1人は、焼けた継ぎ目の写真を持って前に出た。
c705-2	同形異音語（一般）	目	もう1人は、焼けた継ぎ目の写真を持って前に出た。
c705-2	数詞＋助数詞	1人	もう1人は、焼けた継ぎ目の写真を持って前に出た。
c705-3	§6の語（コロンビア号）	温度	温度はやはり効いている、と説明するためだ。
c708-2	同形異音語（実績）	側	ここから先、結論は経営側だけで組み立てられた。
c710-3	§6の語（9.11）	委員会	委員会でそう問われ、副社長はすこし遠回りに答えている。
c710-3	§6の語（コロンビア号）	委員会	委員会でそう問われ、副社長はすこし遠回りに答えている。
c711-1	同形異音語（実績）	側	自分たちは長いあいだ、NASA側に飛べる状態だと説明する側にいた。
c711-1	同形異音語（実績）	側	自分たちは長いあいだ、NASA側に飛べる状態だと説明する側にいた。
c711-1	英字・記号	NASA	自分たちは長いあいだ、NASA側に飛べる状態だと説明する側にいた。
c712-2	同形異音語（実績）	側	NASA側から、これまで聞いたことのない種類の言葉が返ってきた。
c712-2	英字・記号	NASA	NASA側から、これまで聞いたことのない種類の言葉が返ってきた。
c714-1	同形異音語（実績）	側	飛べると示す側から、飛べないと示す側へ。
c714-1	同形異音語（実績）	側	飛べると示す側から、飛べないと示す側へ。
c714-3	同形異音語（実績）	側	証明する側が、入れ替わっていた
c715-1	数詞＋助数詞	11時	午後11時ごろ、会議が再開された。
c715-2	§6の語（コロンビア号）	温度	温度の影響は気になるが、データは決定的ではない、という説明だった。
c716-1	同形異音語（一般）	上	打ち上げを勧める、という結論が読み上げられた。
c716-1	同形異音語（一般）	上	打ち上げを勧める、という結論が読み上げられた。
c716-1	§6の語（コロンビア号）	打ち上げ	打ち上げを勧める、という結論が読み上げられた。
c716-2	同形異音語（実績）	側	NASA側は書面で送るよう求め、ファクスが送られた。
c716-2	英字・記号	NASA	NASA側は書面で送るよう求め、ファクスが送られた。
c716-3	数詞＋助数詞	11時	会議が終わったのは、午後11時15分ごろだった。
c716-3	数詞＋助数詞	15分	会議が終わったのは、午後11時15分ごろだった。
c801-2	§6の語（コロンビア号）	報告書	ただ、報告書はそこで止まらなかった。
c802-1	鉤括弧	「	第6章の題は、「歴史に根ざした事故」である。
c802-1	鉤括弧	」	第6章の題は、「歴史に根ざした事故」である。
c802-2	同形異音語（実績）	方	継ぎ目の設計と、そこから十数年の扱い方までさかのぼっている。
c802-2	同形異音語（一般）	目	継ぎ目の設計と、そこから十数年の扱い方までさかのぼっている。
c803-1	同形異音語（実績）	方	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-1	同形異音語（一般）	一	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-1	同形異音語（一般）	目	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-1	§6の語（9.11）	委員会	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-1	§6の語（コロンビア号）	委員会	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-2	同形異音語（一般）	目	継ぎ目の試験に、実際に飛ぶときと同じ形にする決まりがなかった。
c806-1	同形異音語（一般）	上	委員会は、過去の打ち上げを気温で並べなおした。
c806-1	§6の語（9.11）	委員会	委員会は、過去の打ち上げを気温で並べなおした。
c806-1	§6の語（コロンビア号）	委員会	委員会は、過去の打ち上げを気温で並べなおした。
c806-1	§6の語（コロンビア号）	打ち上げ	委員会は、過去の打ち上げを気温で並べなおした。
c806-2	小数	16.1	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。
c806-2	同形異音語（一般）	上	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。
c806-2	数詞＋助数詞	21回	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。
c806-2	数詞＋助数詞	4回	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。
c806-3	小数	16.1	摂氏16.1度より下では、全部の飛行に跡があった
c806-3	同形異音語（一般）	下	摂氏16.1度より下では、全部の飛行に跡があった
c807-2	同形異音語（一般）	事	無事だった飛行もあわせて並べると、寒いほど跡が出ていた。
c808-1	同形異音語（一般）	人	ところが、この並べ直しをした人はいなかった。
c808-2	英字・記号	NASA	NASAも、作った会社も、である。
c808-3	同形異音語（一般）	日	だから、その日の寒さが何を意味するかも分からなかった。
c809-1	同形異音語（一般）	事	跡は出る。しかし機体は無事に帰ってくる。
c809-1	§6の語（9.11）	機体	跡は出る。しかし機体は無事に帰ってくる。
c809-2	鉤括弧	「	それがくり返されるうちに、跡は「許せるもの」に変わっていった。
c809-2	鉤括弧	」	それがくり返されるうちに、跡は「許せるもの」に変わっていった。
c810-1	文頭の数字	1	1985年、別の飛行で、ノズルとよばれる噴射口の継ぎ目が焼けた。
c810-1	同形異音語（一般）	目	1985年、別の飛行で、ノズルとよばれる噴射口の継ぎ目が焼けた。
c810-1	数詞＋助数詞	1985年	1985年、別の飛行で、ノズルとよばれる噴射口の継ぎ目が焼けた。
c810-3	同形異音語（一般）	上	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c810-3	同形異音語（一般）	目	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c810-3	鉤括弧	「	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c810-3	鉤括弧	」	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c810-3	§6の語（SL-1）	札	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c810-3	§6の語（コロンビア号）	打ち上げ	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c811-1	§6の語（SL-1）	札	札が掛かっているあいだは、飛べるかを確かめる会議で、
c811-2	同形異音語（一般）	上	毎回この問題を取り上げ、片づくまで説明しなければならない。
c812-1	§6の語（SL-1）	札	その札を掛けたのは、補助ロケットの責任者だった。
c812-2	§6の語（9.11）	委員会	委員会で、自分が決めたことだと述べている。
c812-2	§6の語（コロンビア号）	委員会	委員会で、自分が決めたことだと述べている。
c813-1	同形異音語（一般）	人	そして同じ人が、そのあとの打ち上げのたびに、六回続けて免除した。
c813-1	同形異音語（一般）	上	そして同じ人が、そのあとの打ち上げのたびに、六回続けて免除した。
c813-1	§6の語（コロンビア号）	打ち上げ	そして同じ人が、そのあとの打ち上げのたびに、六回続けて免除した。
c813-2	同形異音語（一般）	目	しかも札が掛かったのは、このノズルの継ぎ目だけだった。
c813-2	§6の語（SL-1）	札	しかも札が掛かったのは、このノズルの継ぎ目だけだった。
c813-3	1モーラ語＋助詞	火を	あの日、火を噴いた継ぎ目には、最後まで掛からなかった。
c813-3	同形異音語（一般）	日	あの日、火を噴いた継ぎ目には、最後まで掛からなかった。
c813-3	同形異音語（一般）	目	あの日、火を噴いた継ぎ目には、最後まで掛からなかった。
c814-1	§6の語（9.11）	委員会	委員会で証言した作った会社の関係者は、
c814-1	§6の語（コロンビア号）	委員会	委員会で証言した作った会社の関係者は、
c814-2	§6の語（SL-1）	札	札のことは知らなかった、と全員が述べた。
c814-3	§6の語（SL-1）	札	ただし会社が出した手紙には、札を記した報告の番号が引かれていた。
c815-1	同形異音語（実績）	話	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。
c815-1	同形異音語（一般）	目	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。
c815-1	数詞＋助数詞	1982年	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。
c815-1	英字・記号	NASA	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。
c815-2	§6の語（9.11）	機体	壊れたら機体と乗員を失う区分である。控えの輪は控えにならない。
c815-2	§6の語（9.11）	乗員	壊れたら機体と乗員を失う区分である。控えの輪は控えにならない。
c815-3	英字・記号	NASA	ところが三か月後、NASAは必ず控えを持てという決まりのほうを外した。
c816-1	§6の語（9.11）	委員会	委員会に加わった物理学者のリチャード・ファインマンは、
c816-1	§6の語（コロンビア号）	委員会	委員会に加わった物理学者のリチャード・ファインマンは、
c816-2	同形異音語（実績）	方	この積み重ね方を、こう言いあらわしている。
c817-3	同形異音語（一般）	下	前回うまくいったから、基準を少し下げてもいい、と。
c819-1	§6の語（コロンビア号）	報告書	報告書は、安全を見る部署についても書いている。
c819-2	同形異音語（一般）	上	打ち上げの回数が増えるあいだに、その人数は減っていた。
c819-2	§6の語（コロンビア号）	打ち上げ	打ち上げの回数が増えるあいだに、その人数は減っていた。
c820-2	同形異音語（一般）	下	確かめる相手の組織の下に置かれていた。
c820-3	同形異音語（一般）	事	自分の上司の仕事を、自分が検査する形である。
c901-1	§6の語（9.11）	機体	機体のかけらは、大西洋に落ちた。
c901-2	§6の語（コロンビア号）	回収	回収班が船を出し、遠くから操る潜水機で海底を確かめた。
c902-1	同形異音語（一般）	上	上がってきたかけらは、ケネディ宇宙センターに運ばれ、
c902-1	§6の語（コロンビア号）	ケネディ宇宙センター	上がってきたかけらは、ケネディ宇宙センターに運ばれ、
c902-2	同形異音語（一般）	物	建物の中に並べられていった。
c903-1	同形異音語（一般）	下	そして、右の補助ロケットの下の継ぎ目が見つかる。
c903-1	同形異音語（一般）	目	そして、右の補助ロケットの下の継ぎ目が見つかる。
c903-2	同形異音語（実績）	側	上下の両側に、大きな穴が開いていた。
c903-2	同形異音語（一般）	下	上下の両側に、大きな穴が開いていた。
c904-1	同形異音語（実績）	側	穴が開いていたのは、まん中の燃料タンクを向いた側だ。
c904-2	同形異音語（一般）	上	打ち上げの直後に煙が出たのも、同じあたりだった。
c904-2	§6の語（コロンビア号）	打ち上げ	打ち上げの直後に煙が出たのも、同じあたりだった。
c905-1	同形異音語（実績）	側	継ぎ目から噴き出した炎は、筒の外側にも当たっていた。
c905-1	同形異音語（一般）	目	継ぎ目から噴き出した炎は、筒の外側にも当たっていた。
c906-2	同形異音語（実績）	側	右側の部品だけが焼けていて、左側は焼けていない。
c906-2	同形異音語（実績）	側	右側の部品だけが焼けていて、左側は焼けていない。
c907-1	数詞＋助数詞	2本	補助ロケットの先端部も、2本で様子が違った。
c908-1	同形異音語（一般）	人	委員会は、人の手によるものかどうかも、非公開の会合で調べている。
c908-1	§6の語（9.11）	委員会	委員会は、人の手によるものかどうかも、非公開の会合で調べている。
c908-1	§6の語（コロンビア号）	委員会	委員会は、人の手によるものかどうかも、非公開の会合で調べている。
c908-2	1モーラ語＋助詞	火が	燃料タンクに積んでいた、機体を壊すための火薬も、火が付かずに回収された。
c908-2	§6の語（9.11）	機体	燃料タンクに積んでいた、機体を壊すための火薬も、火が付かずに回収された。
c908-2	§6の語（コロンビア号）	回収	燃料タンクに積んでいた、機体を壊すための火薬も、火が付かずに回収された。
c909-1	同形異音語（一般）	物	積んでいた荷物も、発射台も、主エンジンも、調べられた。
c910-1	同形異音語（一般）	上	海から引き上げられた主エンジンからも、記録が読み出された。
c910-2	文頭の数字	3	3基とも、燃料が足りない状態で止まっていた。
c911-1	§6の語（9.11）	委員会	調査のために、大統領の委員会が作られた。
c911-1	§6の語（コロンビア号）	委員会	調査のために、大統領の委員会が作られた。
c911-2	§6の語（9.11）	委員会	委員長の名前から、ロジャース委員会と呼ばれている。
c911-2	§6の語（コロンビア号）	委員会	委員長の名前から、ロジャース委員会と呼ばれている。
c913-1	数詞＋助数詞	3日	事故から3日後、ヒューストンで追悼の式が開かれた。
c913-1	§6の語（コロンビア号）	ヒューストン	事故から3日後、ヒューストンで追悼の式が開かれた。
c913-2	同形異音語（一般）	人	大統領夫妻が、7人の家族と会っている。
c913-2	数詞＋助数詞	7人	大統領夫妻が、7人の家族と会っている。
c914-1	同形異音語（一般）	日	この日のことは、多くの人の記憶に残った。
c914-1	同形異音語（一般）	人	この日のことは、多くの人の記憶に残った。
c914-2	同形異音語（一般）	上	打ち上げの様子が、テレビで生中継されていたからだ。
c914-2	§6の語（コロンビア号）	打ち上げ	打ち上げの様子が、テレビで生中継されていたからだ。
c915-1	同形異音語（一般）	人	報告書は、7人がどのように亡くなったかを書いていない。
c915-1	数詞＋助数詞	7人	報告書は、7人がどのように亡くなったかを書いていない。
c915-1	§6の語（コロンビア号）	報告書	報告書は、7人がどのように亡くなったかを書いていない。
c915-3	§6の語（9.11）	乗員	乗員7名は全員が死亡した。
ep01-1	1モーラ語＋助詞	日で	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	同形異音語（一般）	日	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	数詞＋助数詞	1986年	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	数詞＋助数詞	6月	委員会の報告書が出たのは、1986年6月6日である。
