行	型	該当	本文
c304-1	§6の語（テネリフェ）	誘導路	滑走路のわきに、誘導路が1本ある。
c304-2	同形異音語（一般）	上	誘導路は、機体が地上を動くための道で、離着陸には使わない。
c304-2	§6の語（9.11）	機体	誘導路は、機体が地上を動くための道で、離着陸には使わない。
c304-2	§6の語（テネリフェ）	誘導路	誘導路は、機体が地上を動くための道で、離着陸には使わない。
c304-2	§6の語（テネリフェ）	着陸	誘導路は、機体が地上を動くための道で、離着陸には使わない。
c304-3	数詞＋助数詞	4本	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c304-3	§6の語（9.11）	駐機場	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c304-3	英字・記号	C	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c304-3	英字・記号	C	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c304-3	英字・記号	C	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c304-3	英字・記号	C	つなぐ道は4本。駐機場に近いほうからC-1、C-2、C-3、C-4である。
c305-1	同形異音語（一般）	日	この日、駐機場は、回されてきた機体ですっかり埋まった。
c305-1	§6の語（9.11）	駐機場	この日、駐機場は、回されてきた機体ですっかり埋まった。
c305-1	§6の語（9.11）	機体	この日、駐機場は、回されてきた機体ですっかり埋まった。
c305-2	§6の語（9.11）	機体	入りきらない機体は、誘導路に並ぶことになる。
c305-2	§6の語（テネリフェ）	誘導路	入りきらない機体は、誘導路に並ぶことになる。
c306-1	§6の語（テネリフェ）	誘導路	誘導路に並んだ5機のうち、2機がジャンボ機の747である。
c306-2	§6-1の語	K	その2機が、KLMとパンナムだった。残りの3機は、もっと小さい。
c306-2	§6の語（テネリフェ）	パンナム	その2機が、KLMとパンナムだった。残りの3機は、もっと小さい。
c306-2	英字・記号	KLM	その2機が、KLMとパンナムだった。残りの3機は、もっと小さい。
c307-1	§6の語（9.11）	機体	平行誘導路が機体で埋まると、出ていく機体は通れなくなる。
c307-1	§6の語（9.11）	機体	平行誘導路が機体で埋まると、出ていく機体は通れなくなる。
c307-1	§6の語（テネリフェ）	誘導路	平行誘導路が機体で埋まると、出ていく機体は通れなくなる。
c308-1	§6の語（9.11）	管制	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。
c308-1	§6の語（テネリフェ）	ラスパルマス	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。
c308-1	§6の語（テネリフェ）	パンナム	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。
c308-1	§6の語（テネリフェ）	管制塔	ラスパルマス空港が開いたあと、パンナム機が管制塔を呼んだ。
c309-2	§6-1の語	K	前にKLM機がいて、平行誘導路が通れないからである。
c309-2	§6の語（テネリフェ）	誘導路	前にKLM機がいて、平行誘導路が通れないからである。
c309-2	英字・記号	KLM	前にKLM機がいて、平行誘導路が通れないからである。
c310-1	同形異音語（実績）	間	実際に動く時間になると、そのとおりになった。
c310-3	§6-1の語	K	残ったのは、道をふさぐKLM機と、そのうしろのパンナム機だけである。
c310-3	§6の語（テネリフェ）	パンナム	残ったのは、道をふさぐKLM機と、そのうしろのパンナム機だけである。
c310-3	英字・記号	KLM	残ったのは、道をふさぐKLM機と、そのうしろのパンナム機だけである。
c311-1	§6の語（9.11）	機体	パンナムの副操縦士と航空機関士が、機体を降りた。
c311-1	§6の語（テネリフェ）	パンナム	パンナムの副操縦士と航空機関士が、機体を降りた。
c311-1	§6の語（テネリフェ）	副操縦士	パンナムの副操縦士と航空機関士が、機体を降りた。
c311-1	§6の語（テネリフェ）	航空機関士	パンナムの副操縦士と航空機関士が、機体を降りた。
c311-2	同形異音語（実績）	間	二機のあいだに、どれだけのすき間があるのかを確かめるためである。
c311-2	§6の語（テネリフェ）	二機	二機のあいだに、どれだけのすき間があるのかを確かめるためである。
c312-1	同形異音語（一般）	目	見た目で決めることは、しなかった。二人は、地面に降りている。
c312-1	同形異音語（一般）	人	見た目で決めることは、しなかった。二人は、地面に降りている。
c312-2	同形異音語（実績）	間	降りて、すき間を測った
c313-2	同形異音語（実績）	間	すき間は、747が通り抜けるには足りなかった。
c313-3	§6-1の語	K	パンナムは、KLM機が動くのを待つしかない。
c313-3	§6の語（テネリフェ）	パンナム	パンナムは、KLM機が動くのを待つしかない。
c313-3	英字・記号	KLM	パンナムは、KLM機が動くのを待つしかない。
c314-1	数詞＋助数詞	1時	KLMが出発の準備を始めたのは、それからおよそ1時間後である。
c314-1	§6-1の語	K	KLMが出発の準備を始めたのは、それからおよそ1時間後である。
c314-1	英字・記号	KLM	KLMが出発の準備を始めたのは、それからおよそ1時間後である。
c314-2	§6の語（テネリフェ）	パンナム	そのあいだ、パンナムの乗客は機内で待たされ続けた。
c315-1	§6の語（テネリフェ）	滑走路	滑走路は、平らではない。真ん中のあたりが、ふくらんでいる。
c316-1	文頭の数字	3	30側の端は、610メートル。
c316-1	同形異音語（実績）	側	30側の端は、610メートル。
c316-1	数詞＋助数詞	610メートル	30側の端は、610メートル。
c316-2	文頭の数字	1	12側の端は、629メートル。
c316-2	同形異音語（実績）	側	12側の端は、629メートル。
c316-2	数詞＋助数詞	629メートル	12側の端は、629メートル。
c316-3	§6の語（コロンビア号）	報告書	いちばん高いのは、C-3という出口のあたりだと報告書は書いている。
c316-3	英字・記号	C	いちばん高いのは、C-3という出口のあたりだと報告書は書いている。
c317-1	§6の語（9.11）	管制	雲が降りると、管制塔からは、滑走路を走る機体が見えなくなる。
c317-1	§6の語（9.11）	機体	雲が降りると、管制塔からは、滑走路を走る機体が見えなくなる。
c317-1	§6の語（テネリフェ）	管制塔	雲が降りると、管制塔からは、滑走路を走る機体が見えなくなる。
c317-1	§6の語（テネリフェ）	滑走路	雲が降りると、管制塔からは、滑走路を走る機体が見えなくなる。
c318-1	§6の語（9.11）	機体	誘導路が使えないとき、機体はどこを走ることになるのか。
c318-1	§6の語（テネリフェ）	誘導路	誘導路が使えないとき、機体はどこを走ることになるのか。
c318-2	数詞＋助数詞	1本	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。
c318-2	§6の語（9.11）	機体	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。
c318-2	§6の語（テネリフェ）	滑走路	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。
c318-2	§6の語（テネリフェ）	着陸	答えは、滑走路そのものである。着陸してくる機体と、同じ1本を使う。
c319-1	§6の語（9.11）	機体	滑走路を機体が走っているあいだは、そこに誰も降りられない。
c319-1	§6の語（テネリフェ）	滑走路	滑走路を機体が走っているあいだは、そこに誰も降りられない。
c319-2	§6の語（9.11）	管制	だから管制官は、走る機体をできるだけ早く滑走路から出したい。
c319-2	§6の語（9.11）	機体	だから管制官は、走る機体をできるだけ早く滑走路から出したい。
c319-2	§6の語（テネリフェ）	管制官	だから管制官は、走る機体をできるだけ早く滑走路から出したい。
c319-2	§6の語（テネリフェ）	滑走路	だから管制官は、走る機体をできるだけ早く滑走路から出したい。
c320-1	§6-1の語	K	そしてKLMは、動き出す前に、燃料を足すと決めた。
c320-1	英字・記号	KLM	そしてKLMは、動き出す前に、燃料を足すと決めた。
c322-1	§6の語（コロンビア号）	報告書	なぜ足したのか。報告書は、その理由まで書き残している。
c322-2	§6の語（9.11）	機体	そしてこの判断が、うしろにいた機体を止め続けることになる。
c401-1	§6-1の語	K	KLMは管制塔に出発の予定時刻をたずね、燃料を足す必要があると伝えた。
c401-1	§6の語（9.11）	管制	KLMは管制塔に出発の予定時刻をたずね、燃料を足す必要があると伝えた。
c401-1	§6の語（テネリフェ）	管制塔	KLMは管制塔に出発の予定時刻をたずね、燃料を足す必要があると伝えた。
c401-1	英字・記号	KLM	KLMは管制塔に出発の予定時刻をたずね、燃料を足す必要があると伝えた。
c401-2	同形異音語（実績）	間	かかる時間は、およそ30分だと言っている。
c401-2	数詞＋助数詞	30分	かかる時間は、およそ30分だと言っている。
c402-1	文頭の数字	3	30分は、短い時間ではない。
c402-1	同形異音語（実績）	間	30分は、短い時間ではない。
c402-1	数詞＋助数詞	30分	30分は、短い時間ではない。
c402-2	数詞＋助数詞	30分	前にいる機体が30分止まれば、うしろの機体も30分止まる。
c402-2	数詞＋助数詞	30分	前にいる機体が30分止まれば、うしろの機体も30分止まる。
c402-2	§6の語（9.11）	機体	前にいる機体が30分止まれば、うしろの機体も30分止まる。
c402-2	§6の語（9.11）	機体	前にいる機体が30分止まれば、うしろの機体も30分止まる。
c403-1	桁区切りの数	55,500	実際に入れた量は、55,500リットル。
c404-1	§6の語（コロンビア号）	報告書	給油のあいだ、乗客は機内にいた。報告書は、そこも書いている。
c404-2	同形異音語（一般）	人	ターミナルへ戻った人たちが、もう一度、席に座って待っていた。
c405-1	数詞＋助数詞	25分	テネリフェからラスパルマスまでは、およそ25分の飛行である。
c405-1	§6の語（テネリフェ）	テネリフェ	テネリフェからラスパルマスまでは、およそ25分の飛行である。
c405-1	§6の語（テネリフェ）	ラスパルマス	テネリフェからラスパルマスまでは、およそ25分の飛行である。
c405-2	文頭の数字	2	25分の飛行に、55,500リットルは多すぎる。
c405-2	数詞＋助数詞	25分	25分の飛行に、55,500リットルは多すぎる。
c405-2	桁区切りの数	55,500	25分の飛行に、55,500リットルは多すぎる。
c406-1	§6の語（コロンビア号）	報告書	報告書は、その理由をこう考えている。
c406-2	§6の語（テネリフェ）	ラスパルマス	機長は、ラスパルマスでの給油を避けたかったのだろう、と。
c407-1	§6の語（9.11）	機体	迂回した機体は、このあとラスパルマスに集まる。
c407-1	§6の語（テネリフェ）	迂回	迂回した機体は、このあとラスパルマスに集まる。
c407-1	§6の語（テネリフェ）	ラスパルマス	迂回した機体は、このあとラスパルマスに集まる。
c408-1	§6の語（テネリフェ）	ラスパルマス	この量があれば、ラスパルマスで入れ直さなくてもよかった。
c408-2	§6の語（コロンビア号）	報告書	そのままアムステルダムまで戻れた、と報告書は確かめている。
c409-1	同形異音語（実績）	話	ここから、もう一つの時計の話になる。燃料の時計ではない。
c409-1	同形異音語（一般）	一	ここから、もう一つの時計の話になる。燃料の時計ではない。
c409-2	同形異音語（実績）	間	乗員が働いていい時間の、上限である。これが、機長を追いつめる。
c409-2	§6の語（9.11）	乗員	乗員が働いていい時間の、上限である。これが、機長を追いつめる。
c410-1	同形異音語（実績）	間	飛行機の乗員には、続けて働ける時間の上限がある。疲れを避けるためである。
c410-1	§6の語（9.11）	乗員	飛行機の乗員には、続けて働ける時間の上限がある。疲れを避けるためである。
c413-1	同形異音語（一般）	一	もう一つ、変わったことがある。
c413-2	文頭の数字	1	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。
c413-2	同形異音語（一般）	目	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。
c413-2	数詞＋助数詞	1976年	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。
c413-2	数詞＋助数詞	12月	1976年12月までは、上限の計算は簡単だった。見る項目が少ない。
c414-1	§6の語（コロンビア号）	報告書	それが、とても複雑になった。報告書は、こう書いている。
c414-2	§6の語（9.11）	操縦室	実際のところ、操縦室では決められない。
c414-2	§6の語（テネリフェ）	操縦室	実際のところ、操縦室では決められない。
c415-2	同形異音語（一般）	上	自分たちがあと何分まで働けるのかを、地上にたずねるしかない。
c416-1	§6の語（テネリフェ）	テネリフェ	テネリフェで、まさにそれが起きた。
c416-2	§6の語（9.11）	無線	機長は短波の無線で、アムステルダムの運航の部署につないでいる。
c416-2	§6の語（テネリフェ）	無線	機長は短波の無線で、アムステルダムの運航の部署につないでいる。
c417-2	§6の語（テネリフェ）	離陸	ある時刻より前に離陸できるなら、問題は無さそうだ。
c417-3	§6の語（コロンビア号）	報告書	その、ある時刻が何時なのかは、報告書に残っていない。
c418-1	§6の語（テネリフェ）	ラスパルマス	危なければ、ラスパルマスへ電報を送る。つまり、行った先で知らせる。
c418-1	§6の語（テネリフェ）	行った	危なければ、ラスパルマスへ電報を送る。つまり、行った先で知らせる。
c418-2	§6の語（テネリフェ）	滑走路	機長は、自分の上限を知らないまま滑走路へ向かった。
c419-1	§6の語（コロンビア号）	報告書	報告書は、この点をはっきり書いている。
c420-1	§6の語（9.11）	機体	機体には燃料が入り、乗客も席に戻った。
c420-2	数詞＋助数詞	30分	給油に使った30分は、あとで何度も数え直されることになる。
c501-1	§6の語（コロンビア号）	報告書	テネリフェの天気は、ふつうの空港とは違う。報告書は一節を割いている。
c501-1	§6の語（テネリフェ）	テネリフェ	テネリフェの天気は、ふつうの空港とは違う。報告書は一節を割いている。
c503-2	同形異音語（実績）	方	かたまりが通り過ぎるたびに、見え方が変わる。
c504-1	同形異音語（実績）	方	報告書の言い方を、そのまま借りる。ここは、大事なところである。
c504-1	同形異音語（一般）	事	報告書の言い方を、そのまま借りる。ここは、大事なところである。
c504-1	§6の語（コロンビア号）	報告書	報告書の言い方を、そのまま借りる。ここは、大事なところである。
c505-1	同形異音語（実績）	間	見える距離は、ある瞬間には0メートル。数分後には1キロに戻る。
c505-1	数詞＋助数詞	0メートル	見える距離は、ある瞬間には0メートル。数分後には1キロに戻る。
c506-2	同形異音語（実績）	方	このころの呼び方で、QAMという。その数字を時刻の順に並べてみる。
c506-2	英字・記号	QAM	このころの呼び方で、QAMという。その数字を時刻の順に並べてみる。
c507-1	文頭の数字	1	16時36分。滑走路の上で見える距離は、3キロ。
c507-1	同形異音語（一般）	上	16時36分。滑走路の上で見える距離は、3キロ。
c507-1	数詞＋助数詞	16時	16時36分。滑走路の上で見える距離は、3キロ。
c507-1	数詞＋助数詞	36分	16時36分。滑走路の上で見える距離は、3キロ。
c507-1	§6の語（テネリフェ）	滑走路	16時36分。滑走路の上で見える距離は、3キロ。
c508-1	文頭の数字	1	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-1	同形異音語（一般）	上	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-1	数詞＋助数詞	16時	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-1	数詞＋助数詞	50分	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-1	§6の語（テネリフェ）	滑走路	16時50分。滑走路の上は、2キロから3キロのあいだになった。
c508-2	同形異音語（実績）	側	このころには、進入してくる側も、同じくらいまで下がっている。
c508-2	同形異音語（一般）	下	このころには、進入してくる側も、同じくらいまで下がっている。
c509-1	文頭の数字	1	16時55分。滑走路の上で見える距離は、1キロになった。
c509-1	同形異音語（一般）	上	16時55分。滑走路の上で見える距離は、1キロになった。
c509-1	数詞＋助数詞	16時	16時55分。滑走路の上で見える距離は、1キロになった。
c509-1	数詞＋助数詞	55分	16時55分。滑走路の上で見える距離は、1キロになった。
c509-1	§6の語（テネリフェ）	滑走路	16時55分。滑走路の上で見える距離は、1キロになった。
c509-2	文頭の数字	1	16時36分から19分で、3キロが1キロに落ちたことになる。
c509-2	数詞＋助数詞	16時	16時36分から19分で、3キロが1キロに落ちたことになる。
c509-2	数詞＋助数詞	36分	16時36分から19分で、3キロが1キロに落ちたことになる。
c509-2	数詞＋助数詞	19分	16時36分から19分で、3キロが1キロに落ちたことになる。
c510-1	文頭の数字	1	17時02分。滑走路の上は、300メートル。
c510-1	同形異音語（一般）	上	17時02分。滑走路の上は、300メートル。
c510-1	数詞＋助数詞	17時	17時02分。滑走路の上は、300メートル。
c510-1	数詞＋助数詞	02分	17時02分。滑走路の上は、300メートル。
c510-1	数詞＋助数詞	300メートル	17時02分。滑走路の上は、300メートル。
c510-1	§6の語（テネリフェ）	滑走路	17時02分。滑走路の上は、300メートル。
c510-2	同形異音語（実績）	側	進入の側は500メートルで、ときどき5キロに戻る。
c510-2	数詞＋助数詞	500メートル	進入の側は500メートルで、ときどき5キロに戻る。
c511-1	文頭の数字	2	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-1	数詞＋助数詞	26分	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-1	数詞＋助数詞	300メートル	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-1	数詞＋助数詞	10分	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-1	§6の語（キー橋）	分の1	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-1	分数（分の）	10分の1	26分のあいだに、3キロが300メートルになった。10分の1である。
c511-2	同形異音語（一般）	上	このあいだ、二機はまだ地上で待っていた。
c511-2	§6の語（テネリフェ）	二機	このあいだ、二機はまだ地上で待っていた。
c512-1	同形異音語（一般）	表	同じ表には、雲の量も書かれている。
c512-2	数詞＋助数詞	0メートル	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c512-2	数詞＋助数詞	8分	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c512-2	数詞＋助数詞	8分	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c512-2	§6の語（キー橋）	分の1	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c512-2	分数（分の）	8分の1	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c512-2	分数（分の）	8分の7	高さ0メートル、つまり地面についた雲は、8分の1から8分の7へ増えた。
c513-1	§6の語（テネリフェ）	露点	気温は14度、露点は13度だった。
c513-2	§6の語（コロンビア号）	温度	露点とは、空気が冷えて水の粒ができ始める温度のことである。
c513-2	§6の語（テネリフェ）	露点	露点とは、空気が冷えて水の粒ができ始める温度のことである。
c513-3	同形異音語（一般）	表	この二つの差が、その空気がどれだけ雲に近いかを表す。
c514-2	同形異音語（一般）	日	この日の差は、1度。あと1度冷えれば、その場で雲ができる。
c516-1	§6の語（テネリフェ）	滑走路	RVRという仕組みがある。日本語では滑走路視距離という。
c516-1	英字・記号	RVR	RVRという仕組みがある。日本語では滑走路視距離という。
c516-2	§6の語（テネリフェ）	滑走路	滑走路の脇に置いた機械で、見通しを測って数字にするものである。
c517-2	§6の語（コロンビア号）	報告書	報告書は、そのことを設備の一覧の中にはっきり書いている。
c518-1	§6の語（9.11）	管制	では、誰が決めていたか。管制官である。
c518-1	§6の語（テネリフェ）	管制官	では、誰が決めていたか。管制官である。
c518-2	同形異音語（一般）	目	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。
c518-2	§6の語（9.11）	管制	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。
c518-2	§6の語（テネリフェ）	滑走路	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。
c518-2	§6の語（テネリフェ）	管制官	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。
c519-2	同形異音語（一般）	人	つまり、この空港の視界の数字は、人の目から出ていた。
c519-2	同形異音語（一般）	目	つまり、この空港の視界の数字は、人の目から出ていた。
c520-1	§6の語（テネリフェ）	滑走路	さらに、滑走路の真ん中に並ぶ灯りが消えていた。中心線灯という。
c520-1	§6の語（テネリフェ）	中心線灯	さらに、滑走路の真ん中に並ぶ灯りが消えていた。中心線灯という。
c520-2	同形異音語（一般）	日	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。
c520-2	数詞＋助数詞	3月	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。
c520-2	数詞＋助数詞	15日	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。
c521-1	数詞＋助数詞	17時	管制塔は、このことを17時04分58秒に両機へ伝えた。
c521-1	数詞＋助数詞	04分	管制塔は、このことを17時04分58秒に両機へ伝えた。
c521-1	数詞＋助数詞	58秒	管制塔は、このことを17時04分58秒に両機へ伝えた。
c521-1	§6の語（9.11）	管制	管制塔は、このことを17時04分58秒に両機へ伝えた。
c521-1	§6の語（テネリフェ）	管制塔	管制塔は、このことを17時04分58秒に両機へ伝えた。
c521-2	§6の語（テネリフェ）	パンナム	パンナムの機長は、それを聞いてこう言っている。
c521-3	数詞＋助数詞	800メートル	中心線の灯りが無いなら、800メートルが要る。
c522-1	同形異音語（一般）	下	見える距離は下がり続け、灯りは消えている。
c522-2	§6の語（テネリフェ）	滑走路	測る機械は、この空港には無い。その滑走路へ、二機は出ていく。
c522-2	§6の語（テネリフェ）	二機	測る機械は、この空港には無い。その滑走路へ、二機は出ていく。
c601-1	数詞＋助数詞	16時	ここで、時計をすこし戻す。16時56分のことである。
c601-1	数詞＋助数詞	56分	ここで、時計をすこし戻す。16時56分のことである。
c601-2	同形異音語（一般）	上	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-2	§6-1の語	K	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-2	§6の語（9.11）	管制	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-2	§6の語（テネリフェ）	管制塔	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-2	英字・記号	KLM	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-3	数詞＋助数詞	10分	ここから、最後の10分が始まる。
c602-1	文頭の数字	1	16時58分。KLMは、続けてこう申し出た。
c602-1	数詞＋助数詞	16時	16時58分。KLMは、続けてこう申し出た。
c602-1	数詞＋助数詞	58分	16時58分。KLMは、続けてこう申し出た。
c602-1	§6-1の語	K	16時58分。KLMは、続けてこう申し出た。
c602-1	英字・記号	KLM	16時58分。KLMは、続けてこう申し出た。
c602-2	§6の語（テネリフェ）	滑走路	滑走路12をバックタクシーして、滑走路30から離陸したい。
c602-2	§6の語（テネリフェ）	バックタクシー	滑走路12をバックタクシーして、滑走路30から離陸したい。
c602-2	§6の語（テネリフェ）	滑走路	滑走路12をバックタクシーして、滑走路30から離陸したい。
c602-2	§6の語（テネリフェ）	離陸	滑走路12をバックタクシーして、滑走路30から離陸したい。
c602-3	同形異音語（一般）	日	バックタクシー。これが、この日の鍵になる言葉である。
c602-3	§6の語（テネリフェ）	バックタクシー	バックタクシー。これが、この日の鍵になる言葉である。
c603-1	§6の語（テネリフェ）	バックタクシー	バックタクシーという言葉が出てきた。
c603-2	§6の語（テネリフェ）	滑走路	滑走路を、離陸する向きとは逆に走ることである。
c603-2	§6の語（テネリフェ）	離陸	滑走路を、離陸する向きとは逆に走ることである。
c604-1	同形異音語（一般）	日	本来なら平行の誘導路を通ればいいが、この日は使えなかった。
c604-1	§6の語（テネリフェ）	誘導路	本来なら平行の誘導路を通ればいいが、この日は使えなかった。
c605-1	§6の語（コロンビア号）	報告書	報告書は、その理由を書き残している。
c605-2	§6の語（9.11）	駐機場	駐機場に機体が集まったせいで、
c605-2	§6の語（9.11）	機体	駐機場に機体が集まったせいで、
c605-3	§6の語（テネリフェ）	誘導路	C-1とC-2から誘導路へ入ることができなかった。
c605-3	英字・記号	C	C-1とC-2から誘導路へ入ることができなかった。
c605-3	英字・記号	C	C-1とC-2から誘導路へ入ることができなかった。
c606-1	同形異音語（実績）	方	だから管制官は、別のやり方を選んだ。
c606-1	§6の語（9.11）	管制	だから管制官は、別のやり方を選んだ。
c606-1	§6の語（テネリフェ）	管制官	だから管制官は、別のやり方を選んだ。
c606-2	同形異音語（一般）	上	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c606-2	§6の語（テネリフェ）	二機	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c606-2	§6の語（テネリフェ）	滑走路	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c606-2	§6の語（テネリフェ）	着陸	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c607-1	同形異音語（実績）	側	報告書は、これを規則の内側だと書く。
c607-1	§6の語（コロンビア号）	報告書	報告書は、これを規則の内側だと書く。
c607-3	§6の語（テネリフェ）	滑走路	滑走路を、誘導路の代わりに使った
c607-3	§6の語（テネリフェ）	誘導路	滑走路を、誘導路の代わりに使った
c608-1	§6の語（コロンビア号）	報告書	報告書の言葉を、もう少し正確に写す。
c608-2	同形異音語（一般）	上	使っている滑走路の上で機体を走らせることは、危うくなりうる。
c608-2	§6の語（9.11）	機体	使っている滑走路の上で機体を走らせることは、危うくなりうる。
c608-2	§6の語（テネリフェ）	滑走路	使っている滑走路の上で機体を走らせることは、危うくなりうる。
c609-1	§6-1の語	K	管制官がKLMに出した最初の指示は、こうだった。
c609-1	§6の語（9.11）	管制	管制官がKLMに出した最初の指示は、こうだった。
c609-1	§6の語（テネリフェ）	管制官	管制官がKLMに出した最初の指示は、こうだった。
c609-1	英字・記号	KLM	管制官がKLMに出した最初の指示は、こうだった。
c609-2	§6の語（テネリフェ）	滑走路	滑走路30の待機の位置まで、滑走路を走れ。
c609-2	§6の語（テネリフェ）	滑走路	滑走路30の待機の位置まで、滑走路を走れ。
c609-3	同形異音語（一般）	目	そして、三番目の道で左へ出よ。
c609-3	§6の語（テネリフェ）	三番目	そして、三番目の道で左へ出よ。
c610-1	いま＋動詞	いま滑	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。
c610-1	§6-1の語	K	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。
c610-1	§6の語（テネリフェ）	滑走路	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。
c610-1	英字・記号	KLM	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。
c610-2	同形異音語（一般）	目	指示は三番目、答えは一番目である。ここで、もう食い違っている。
c610-2	同形異音語（一般）	目	指示は三番目、答えは一番目である。ここで、もう食い違っている。
c610-2	§6の語（テネリフェ）	三番目	指示は三番目、答えは一番目である。ここで、もう食い違っている。
c611-1	§6の語（9.11）	管制	管制官は、すぐに訂正した。
c611-1	§6の語（テネリフェ）	管制官	管制官は、すぐに訂正した。
c611-2	§6-1の語	K	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLMは了解した。
c611-2	§6の語（テネリフェ）	滑走路	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLMは了解した。
c611-2	英字・記号	KLM	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLMは了解した。
c612-1	§6-1の語	K	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。
c612-1	英字・記号	KLM	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。
c612-1	英字・記号	C	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。
c612-2	文頭の数字	3	30秒ほど前に、同じ話をしたばかりである。
c612-2	同形異音語（実績）	話	30秒ほど前に、同じ話をしたばかりである。
c612-2	数詞＋助数詞	30秒	30秒ほど前に、同じ話をしたばかりである。
c613-1	§6の語（9.11）	管制	管制官の答えは、二回続けての否定だった。
c613-1	§6の語（テネリフェ）	管制官	管制官の答えは、二回続けての否定だった。
c613-2	§6の語（テネリフェ）	行って	まっすぐ端まで行って、そこで向きを変えよ。ようやく、了解が返る。
c613-3	§6-1の語	K	ここまでにKLMは、どこで出るのかを二度たずねたことになる。
c613-3	英字・記号	KLM	ここまでにKLMは、どこで出るのかを二度たずねたことになる。
c614-1	文頭の数字	1	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-1	数詞＋助数詞	17時	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-1	数詞＋助数詞	02分	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-1	§6の語（9.11）	管制	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-1	§6の語（テネリフェ）	パンナム	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-1	§6の語（テネリフェ）	管制塔	17時02分。今度は、パンナムが管制塔を呼んだ。
c614-2	§6の語（テネリフェ）	滑走路	滑走路を走れと言われたが、それで合っているか、と確かめている。
c615-1	同形異音語（一般）	目	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
c615-1	§6の語（9.11）	管制	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
c615-1	§6の語（テネリフェ）	管制官	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
