行	型	該当	本文
c312-1	数詞＋助数詞	1枚	当たった範囲は、たたみ1枚ほどの広さまで絞れた。
c312-2	同形異音語（一般）	目	最も有力なのは、8枚目のすぐそばだった。
c312-2	数詞＋助数詞	8枚	最も有力なのは、8枚目のすぐそばだった。
c313-1	同形異音語（実績）	方	一方で、分からないままのこともある。
c314-2	同形異音語（一般）	上	衝突の直後、左の翼の上に破片があった可能性が示された。
c314-2	§6の語（コロンビア号）	翼	衝突の直後、左の翼の上に破片があった可能性が示された。
c315-1	数詞＋助数詞	1枚	解析の結果は、この1枚のコマに集まっている。事故の起点を示す写真である。
c317-2	§6の語（9.11）	委員会	委員会は、そう結論している。
c317-2	§6の語（コロンビア号）	委員会	委員会は、そう結論している。
c318-1	同形異音語（一般）	日	写真の班は、翌日づけの報告を関係先へ配った。
c318-2	同形異音語（一般）	日	その日の午後、班の長は上の役職者へ直接連絡している。
c318-2	同形異音語（一般）	上	その日の午後、班の長は上の役職者へ直接連絡している。
c319-2	同形異音語（実績）	間	写真を求める声が、最初に上がった瞬間だった。
c319-2	同形異音語（一般）	上	写真を求める声が、最初に上がった瞬間だった。
c320-1	同形異音語（実績）	方	その日の夕方、週末は休むと決まった。
c320-1	同形異音語（一般）	日	その日の夕方、週末は休むと決まった。
c320-2	同形異音語（一般）	日	同じ日、フィルムを見に来た技術者は追い返されている。
c401-1	同形異音語（実績）	話	ここでいったん、軌道の上へ目を移す。地上の話は、そのあとに戻る。
c401-1	同形異音語（一般）	上	ここでいったん、軌道の上へ目を移す。地上の話は、そのあとに戻る。
c401-1	同形異音語（一般）	目	ここでいったん、軌道の上へ目を移す。地上の話は、そのあとに戻る。
c401-1	同形異音語（一般）	上	ここでいったん、軌道の上へ目を移す。地上の話は、そのあとに戻る。
c401-1	§6の語（コロンビア号）	軌道	ここでいったん、軌道の上へ目を移す。地上の話は、そのあとに戻る。
c401-2	文頭の数字	1	16日のあいだ、7人がそこで何をしていたのか。まず名前を挙げておく。
c401-2	同形異音語（一般）	日	16日のあいだ、7人がそこで何をしていたのか。まず名前を挙げておく。
c401-2	同形異音語（一般）	人	16日のあいだ、7人がそこで何をしていたのか。まず名前を挙げておく。
c401-2	数詞＋助数詞	16日	16日のあいだ、7人がそこで何をしていたのか。まず名前を挙げておく。
c401-2	数詞＋助数詞	7人	16日のあいだ、7人がそこで何をしていたのか。まず名前を挙げておく。
c402-1	同形異音語（実績）	歳	船長はリック・ハズバンド、45歳。アメリカ空軍の大佐。
c402-1	§6の語（コロンビア号）	ハズバンド	船長はリック・ハズバンド、45歳。アメリカ空軍の大佐。
c402-2	同形異音語（実績）	歳	操縦士はウィリアム・マクール、41歳。海軍の中佐だった。
c402-2	§6の語（コロンビア号）	マクール	操縦士はウィリアム・マクール、41歳。海軍の中佐だった。
c403-1	同形異音語（実績）	歳	積み荷の実験をまとめる責任者は、マイケル・アンダーソン、43歳。
c403-1	§6の語（コロンビア号）	アンダーソン	積み荷の実験をまとめる責任者は、マイケル・アンダーソン、43歳。
c403-2	同形異音語（実績）	歳	デビッド・ブラウンは46歳。海軍の大佐で、医師でもあった。
c403-2	§6の語（コロンビア号）	ブラウン	デビッド・ブラウンは46歳。海軍の大佐で、医師でもあった。
c404-1	同形異音語（実績）	歳	カルパナ・チャウラは41歳。航空宇宙工学の博士だった。
c404-1	§6の語（コロンビア号）	チャウラ	カルパナ・チャウラは41歳。航空宇宙工学の博士だった。
c404-2	同形異音語（実績）	歳	ローレル・クラークも41歳。海軍の医師だった。
c404-2	§6の語（コロンビア号）	クラーク	ローレル・クラークも41歳。海軍の医師だった。
c405-1	同形異音語（実績）	歳	イラン・ラモンは48歳。イスラエルで最初の宇宙飛行士である。
c405-1	§6の語（コロンビア号）	ラモン	イラン・ラモンは48歳。イスラエルで最初の宇宙飛行士である。
c406-2	§6の語（コロンビア号）	貨物室	貨物室に研究用の部屋を積んだ、研究だけのための飛行だった。
c406-3	§6の語（コロンビア号）	スペースハブ	スペースハブという。トンネルを通って行き来する。
c407-1	数詞＋助数詞	5つ	貨物室に積んだのは5つ。スペースハブへの通路と、その研究室。
c407-1	§6の語（コロンビア号）	貨物室	貨物室に積んだのは5つ。スペースハブへの通路と、その研究室。
c407-1	§6の語（コロンビア号）	スペースハブ	貨物室に積んだのは5つ。スペースハブへの通路と、その研究室。
c407-2	同形異音語（一般）	一	残りは、もう一つの実験装置と、加速度をはかる計器と、長く飛ぶための補給の台。
c408-1	同形異音語（一般）	人	研究には、70人を超える科学者が関わっていた。
c408-1	数詞＋助数詞	70人	研究には、70人を超える科学者が関わっていた。
c408-2	文頭の数字	7	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。
c408-2	同形異音語（一般）	人	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。
c408-2	数詞＋助数詞	7人	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。
c408-2	数詞＋助数詞	24時	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。
c409-1	§6の語（コロンビア号）	軌道	高さは約280キロ。赤道から39度傾いた軌道を回っていた。
c409-2	同形異音語（一般）	目	飛行3日目には、この飛行で最初の記者会見をしている。
c409-2	数詞＋助数詞	3日	飛行3日目には、この飛行で最初の記者会見をしている。
c410-1	同形異音語（一般）	目	飛行4日目、乗員は史上いちばん弱い炎を作った。
c410-1	同形異音語（一般）	上	飛行4日目、乗員は史上いちばん弱い炎を作った。
c410-1	数詞＋助数詞	4日	飛行4日目、乗員は史上いちばん弱い炎を作った。
c410-1	§6の語（9.11）	乗員	飛行4日目、乗員は史上いちばん弱い炎を作った。
c410-2	同形異音語（一般）	日	熱の強さにして1ワット。誕生日のろうそくの50分の1である。
c410-2	数詞＋助数詞	50分	熱の強さにして1ワット。誕生日のろうそくの50分の1である。
c410-2	§6の語（キー橋）	分の1	熱の強さにして1ワット。誕生日のろうそくの50分の1である。
c411-1	同形異音語（一般）	目	飛行11日目には、水槽の魚が1匹かえり、カイコガが繭から出た。
c411-1	数詞＋助数詞	11日	飛行11日目には、水槽の魚が1匹かえり、カイコガが繭から出た。
c411-2	文頭の数字	1	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。
c411-2	同形異音語（一般）	目	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。
c411-2	同形異音語（一般）	人	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。
c411-2	数詞＋助数詞	13日	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。
c412-1	同形異音語（一般）	目	飛行8日目の深夜、地上から機長と操縦士にメールが届いた。
c412-1	同形異音語（一般）	上	飛行8日目の深夜、地上から機長と操縦士にメールが届いた。
c412-1	数詞＋助数詞	8日	飛行8日目の深夜、地上から機長と操縦士にメールが届いた。
c412-2	同形異音語（一般）	上	打ち上げのときに断熱材が当たった件である。
c412-2	§6の語（コロンビア号）	打ち上げ	打ち上げのときに断熱材が当たった件である。
c412-2	§6の語（コロンビア号）	断熱材	打ち上げのときに断熱材が当たった件である。
c412-3	同形異音語（実績）	話	話に出すほどの事でもない
c412-3	同形異音語（一般）	事	話に出すほどの事でもない
c413-1	数詞＋助数詞	15秒	同じころ、衝突の様子を写した15秒ほどの映像も送られている。
c413-2	鉤括弧	「	件名は「記者会見で聞かれそうな件」。
c413-2	鉤括弧	」	件名は「記者会見で聞かれそうな件」。
c413-3	鉤括弧	「	文面は「絶対に、再突入の心配はない」と書いていた。
c413-3	鉤括弧	」	文面は「絶対に、再突入の心配はない」と書いていた。
c413-3	§6の語（コロンビア号）	再突入	文面は「絶対に、再突入の心配はない」と書いていた。
c414-2	同形異音語（一般）	事	機長は受け取ったと返事をし、全員に回した。
c415-1	文頭の数字	7	7人は、それきり何も聞かされていない。
c415-1	同形異音語（一般）	人	7人は、それきり何も聞かされていない。
c415-1	数詞＋助数詞	7人	7人は、それきり何も聞かされていない。
c415-2	同形異音語（実績）	間	断熱材の衝突は、16日間の暮らしに何の影響も与えなかった。
c415-2	数詞＋助数詞	16日	断熱材の衝突は、16日間の暮らしに何の影響も与えなかった。
c415-2	§6の語（コロンビア号）	断熱材	断熱材の衝突は、16日間の暮らしに何の影響も与えなかった。
c416-1	§6の語（コロンビア号）	翼	そもそも機内から、翼の前のふちは見えない。
c416-1	§6の語（コロンビア号）	前のふち	そもそも機内から、翼の前のふちは見えない。
c416-2	文頭の数字	1	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c416-2	同形異音語（一般）	目	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c416-2	同形異音語（一般）	目	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c416-2	数詞＋助数詞	1枚	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c416-2	数詞＋助数詞	11枚	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c417-2	§6の語（コロンビア号）	翼	宇宙服を着て外に出る船外活動をすれば、左の翼は見られる。
c418-1	同形異音語（一般）	日	最終日、7人は実験を全部片づけ、帰る支度を終えた。
c418-1	同形異音語（一般）	人	最終日、7人は実験を全部片づけ、帰る支度を終えた。
c418-1	数詞＋助数詞	7人	最終日、7人は実験を全部片づけ、帰る支度を終えた。
c419-1	同形異音語（一般）	日	翌朝は2月1日。帰る日である。
c419-1	同形異音語（一般）	日	翌朝は2月1日。帰る日である。
c419-1	数詞＋助数詞	2月	翌朝は2月1日。帰る日である。
c419-1	数詞＋助数詞	1日	翌朝は2月1日。帰る日である。
c419-2	§6の語（9.11）	機体	天気も機体の具合も、規則の範囲に収まっていた。
c420-1	1モーラ語＋助詞	日に	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。
c420-1	同形異音語（一般）	日	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。
c420-1	数詞＋助数詞	1月	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。
c420-1	数詞＋助数詞	26日	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。
c420-1	§6の語（9.11）	機体	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。
c501-1	同形異音語（一般）	上	軌道の上では、何も起きていない。
c501-1	§6の語（コロンビア号）	軌道	軌道の上では、何も起きていない。
c501-2	同形異音語（実績）	間	地上では、その16日間に別のことが進んでいた。
c501-2	同形異音語（一般）	上	地上では、その16日間に別のことが進んでいた。
c501-2	数詞＋助数詞	16日	地上では、その16日間に別のことが進んでいた。
c501-3	同形異音語（一般）	日	断熱材が当たったと分かった、その翌日からである。
c501-3	§6の語（コロンビア号）	断熱材	断熱材が当たったと分かった、その翌日からである。
c502-1	同形異音語（一般）	目	飛行2日目、破片の影響を調べる集まりが作られた。
c502-1	数詞＋助数詞	2日	飛行2日目、破片の影響を調べる集まりが作られた。
c502-3	§6の語（コロンビア号）	ロッチャ	共同の議長は、NASAのロッチャ技師と、請負会社のマデラ氏だった。
c502-3	§6の語（コロンビア号）	マデラ	共同の議長は、NASAのロッチャ技師と、請負会社のマデラ氏だった。
c502-3	英字・記号	NASA	共同の議長は、NASAのロッチャ技師と、請負会社のマデラ氏だった。
c503-3	同形異音語（一般）	日	与えられた指示は「1月24日までに結果を出せ」だけである。
c503-3	数詞＋助数詞	1月	与えられた指示は「1月24日までに結果を出せ」だけである。
c503-3	数詞＋助数詞	24日	与えられた指示は「1月24日までに結果を出せ」だけである。
c503-3	鉤括弧	「	与えられた指示は「1月24日までに結果を出せ」だけである。
c503-3	鉤括弧	」	与えられた指示は「1月24日までに結果を出せ」だけである。
c504-1	§6の語（コロンビア号）	軌道	軌道にいるコロンビア号の左の翼を、撮ってほしい。
c504-1	§6の語（コロンビア号）	翼	軌道にいるコロンビア号の左の翼を、撮ってほしい。
c505-2	同形異音語（一般）	目	飛行2日目、写真作業班の長から。
c505-2	数詞＋助数詞	2日	飛行2日目、写真作業班の長から。
c505-3	同形異音語（一般）	目	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。
c505-3	同形異音語（一般）	日	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。
c505-3	数詞＋助数詞	6日	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。
c505-3	§6の語（コロンビア号）	ロッチャ	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。
c506-1	同形異音語（実績）	側	三度とも、飛行中の判断をする側で止まった。
c506-2	同形異音語（実績）	側	止めた側は、中身ではなく、手続きを問うた。
c508-3	数詞＋助数詞	90分	だがその依頼は、90分のうちに取り消される。
c509-1	鉤括弧	「	理由は「NASAは自前の資源で足りる」だった。
c509-1	鉤括弧	」	理由は「NASAは自前の資源で足りる」だった。
c509-1	英字・記号	NASA	理由は「NASAは自前の資源で足りる」だった。
c509-2	鉤括弧	「	記録には「見えても何もできない」という発言も残っている。
c509-2	鉤括弧	」	記録には「見えても何もできない」という発言も残っている。
c510-1	同形異音語（一般）	人	軍の画像を扱える資格を持つ者は、運用の指揮系統に一人もいない。
c511-2	§6の語（コロンビア号）	クレーター	チームが使ったのは、クレーターという計算の道具だった。
c512-1	数詞＋助数詞	1966年	もとは1966年、アポロ計画で小さな隕石を想定して作られた式である。
c512-2	文頭の数字	1	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。
c512-2	数詞＋助数詞	1979年	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。
c512-2	数詞＋助数詞	1985年	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。
c512-2	§6の語（コロンビア号）	耐熱	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。
c513-1	同形異音語（一般）	上	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。
c513-1	同形異音語（一般）	日	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。
c513-1	§6の語（コロンビア号）	打ち上げ	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。
c514-1	同形異音語（実績）	方	この式を作るときに実際に当てた破片は、最大で約49立方センチ。
c514-2	数詞＋助数詞	1個	ゴルフボール1個ほどの、小さなかけらである。
c515-1	同形異音語（実績）	方	今回ぶつかった破片は、約19,700立方センチ。
c516-2	数詞＋助数詞	400倍	試された最大の、400倍だった
c517-1	文頭の数字	4	400倍というのは、のちに委員会が出した最も有力な値である。
c517-1	数詞＋助数詞	400倍	400倍というのは、のちに委員会が出した最も有力な値である。
c517-1	§6の語（9.11）	委員会	400倍というのは、のちに委員会が出した最も有力な値である。
c517-1	§6の語（コロンビア号）	委員会	400倍というのは、のちに委員会が出した最も有力な値である。
c517-2	数詞＋助数詞	640倍	当時のチームは、640倍だと信じて計算していた。
c518-1	§6の語（コロンビア号）	クレーター	それでも、クレーターは答えを出した。
c518-2	§6の語（コロンビア号）	耐熱	耐熱タイルより深く削る、という答えである。
c518-3	§6の語（9.11）	機体	機体の外板が焼け抜けるおそれがある、という意味だった。
c519-2	同形異音語（一般）	一	一つ。クレーターは大げさに出る道具だという経験。
c519-2	§6の語（コロンビア号）	クレーター	一つ。クレーターは大げさに出る道具だという経験。
c519-3	同形異音語（一般）	下	二つ。タイルの下にある硬い層を、式が見ていないこと。
c520-1	数詞＋助数詞	1984年	翼の前のふち用の式もあった。1984年に氷の弾で合わせたものである。
c520-1	§6の語（コロンビア号）	翼	翼の前のふち用の式もあった。1984年に氷の弾で合わせたものである。
c520-1	§6の語（コロンビア号）	前のふち	翼の前のふち用の式もあった。1984年に氷の弾で合わせたものである。
c520-2	文頭の数字	1	15度を超えて当たれば、RCCは破れると出た。
c520-2	§6の語（コロンビア号）	RCC	15度を超えて当たれば、RCCは破れると出た。
c520-2	英字・記号	RCC	15度を超えて当たれば、RCCは破れると出た。
c520-3	文頭の数字	1	15通りの経路のうち1通りだけが、21度で当たると出た。
c520-3	数詞＋助数詞	15通り	15通りの経路のうち1通りだけが、21度で当たると出た。
c520-3	数詞＋助数詞	1通り	15通りの経路のうち1通りだけが、21度で当たると出た。
c521-1	§6の語（コロンビア号）	断熱材	チームはこう考えた。断熱材は氷より軽いから破れない、と。
c522-3	文頭の数字	1	16日間で、実際に開かれたのは5回である。
c522-3	同形異音語（実績）	間	16日間で、実際に開かれたのは5回である。
c522-3	数詞＋助数詞	16日	16日間で、実際に開かれたのは5回である。
c522-3	数詞＋助数詞	5回	16日間で、実際に開かれたのは5回である。
c523-1	文頭の数字	2	21日の会議では、破片より先に重量や機材の話が出た。
c523-1	同形異音語（実績）	話	21日の会議では、破片より先に重量や機材の話が出た。
c523-1	同形異音語（一般）	日	21日の会議では、破片より先に重量や機材の話が出た。
c523-1	数詞＋助数詞	21日	21日の会議では、破片より先に重量や機材の話が出た。
c523-2	鉤括弧	「	議長は「どうせ何もできないから、飛行中の問題ではない」と述べる。
c523-2	鉤括弧	」	議長は「どうせ何もできないから、飛行中の問題ではない」と述べる。
c524-1	文頭の数字	1	1月24日、チームの説明会には立ち見が出た。
c524-1	同形異音語（一般）	日	1月24日、チームの説明会には立ち見が出た。
c524-1	数詞＋助数詞	1月	1月24日、チームの説明会には立ち見が出た。
c524-1	数詞＋助数詞	24日	1月24日、チームの説明会には立ち見が出た。
c524-2	鉤括弧	「	そこで示された結論は「焼け抜けるおそれはない」だった。
c524-2	鉤括弧	」	そこで示された結論は「焼け抜けるおそれはない」だった。
c525-1	鉤括弧	「	議長は「焼け抜けが無いなら、大きな事故にはならないのね」と確かめた。
c525-1	鉤括弧	」	議長は「焼け抜けが無いなら、大きな事故にはならないのね」と確かめた。
c525-2	同形異音語（一般）	一	技術的な質問は、一つも出ていない。
c526-1	§6の語（コロンビア号）	ロッチャ	その二日前、ロッチャ技師は一通のメールを書いていた。
c527-1	文頭の数字	1	1月24日の会議の議事録に、破片の話は一行も無い。
c527-1	同形異音語（実績）	話	1月24日の会議の議事録に、破片の話は一行も無い。
c527-1	同形異音語（一般）	日	1月24日の会議の議事録に、破片の話は一行も無い。
c527-1	数詞＋助数詞	1月	1月24日の会議の議事録に、破片の話は一行も無い。
c527-1	数詞＋助数詞	24日	1月24日の会議の議事録に、破片の話は一行も無い。
c528-1	同形異音語（実績）	側	本来なら、安全だと示すのは飛ばす側の仕事である。
c528-1	同形異音語（一般）	事	本来なら、安全だと示すのは飛ばす側の仕事である。
c528-2	同形異音語（実績）	側	危険だと証明することを、技術者の側が求められていた。
c601-2	§6の語（9.11）	委員会	委員会は、それをNASAに計算させている。
c601-2	§6の語（コロンビア号）	委員会	委員会は、それをNASAに計算させている。
c601-2	英字・記号	NASA	委員会は、それをNASAに計算させている。
c602-1	同形異音語（一般）	目	前提はこうである。飛行2日目に、破片が当たったと分かる。
c602-1	数詞＋助数詞	2日	前提はこうである。飛行2日目に、破片が当たったと分かる。
c602-2	文頭の数字	3	3日目に撮影を求め、5日目に船外活動へ出る。
c602-2	同形異音語（一般）	目	3日目に撮影を求め、5日目に船外活動へ出る。
c602-2	同形異音語（一般）	目	3日目に撮影を求め、5日目に船外活動へ出る。
c602-2	数詞＋助数詞	3日	3日目に撮影を求め、5日目に船外活動へ出る。
c602-2	数詞＋助数詞	5日	3日目に撮影を求め、5日目に船外活動へ出る。
c603-2	同形異音語（一般）	一	一つは、もう1機を打ち上げて迎えに行く。
c603-2	同形異音語（一般）	上	一つは、もう1機を打ち上げて迎えに行く。
c603-2	§6の語（コロンビア号）	打ち上げ	一つは、もう1機を打ち上げて迎えに行く。
c603-3	同形異音語（一般）	上	二つは、軌道の上で、あるものだけで穴をふさぐ。
c603-3	§6の語（コロンビア号）	軌道	二つは、軌道の上で、あるものだけで穴をふさぐ。
c604-2	§6の語（コロンビア号）	炭素	決めたのは、吐いた息の二酸化炭素を吸い取る薬の缶だった。
c605-1	同形異音語（一般）	目	活動と睡眠を切り詰めれば、飛行30日目まで持つ。
c605-1	数詞＋助数詞	30日	活動と睡眠を切り詰めれば、飛行30日目まで持つ。
c605-2	文頭の数字	2	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c605-2	同形異音語（一般）	日	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c605-2	同形異音語（一般）	目	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c605-2	数詞＋助数詞	2月	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c605-2	数詞＋助数詞	15日	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c605-2	数詞＋助数詞	31日	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c606-1	§6の語（9.11）	機体	迎えに行く機体は、アトランティス号と決まっていた。
c606-2	同形異音語（一般）	目	飛行4日目の時点で、整備棟に立ち、主エンジンは取り付け済み。
c606-2	数詞＋助数詞	4日	飛行4日目の時点で、整備棟に立ち、主エンジンは取り付け済み。
c607-1	1モーラ語＋助詞	日で	本来の打ち上げは3月1日で、41日先だった。
c607-1	同形異音語（一般）	上	本来の打ち上げは3月1日で、41日先だった。
c607-1	同形異音語（一般）	日	本来の打ち上げは3月1日で、41日先だった。
c607-1	数詞＋助数詞	3月	本来の打ち上げは3月1日で、41日先だった。
c607-1	数詞＋助数詞	1日	本来の打ち上げは3月1日で、41日先だった。
c607-1	数詞＋助数詞	41日	本来の打ち上げは3月1日で、41日先だった。
c607-1	§6の語（コロンビア号）	打ち上げ	本来の打ち上げは3月1日で、41日先だった。
c607-2	1モーラ語＋助詞	日に	それを2月10日まで、つまり22日に詰める段取りになる。
c607-2	同形異音語（一般）	日	それを2月10日まで、つまり22日に詰める段取りになる。
c607-2	同形異音語（一般）	日	それを2月10日まで、つまり22日に詰める段取りになる。
c607-2	数詞＋助数詞	2月	それを2月10日まで、つまり22日に詰める段取りになる。
c607-2	数詞＋助数詞	10日	それを2月10日まで、つまり22日に詰める段取りになる。
c607-2	数詞＋助数詞	22日	それを2月10日まで、つまり22日に詰める段取りになる。
c608-1	文頭の数字	2	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	1モーラ語＋助詞	日で	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	同形異音語（実績）	間	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	同形異音語（一般）	日	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	同形異音語（一般）	日	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	数詞＋助数詞	24時	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	数詞＋助数詞	7日	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	数詞＋助数詞	2月	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-1	数詞＋助数詞	10日	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c609-1	同形異音語（一般）	上	打ち上げの支度と秒読みが滞りなく進めば、
c609-1	§6の語（コロンビア号）	打ち上げ	打ち上げの支度と秒読みが滞りなく進めば、
c609-2	文頭の数字	2	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	同形異音語（実績）	間	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	同形異音語（一般）	日	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	同形異音語（一般）	日	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	数詞＋助数詞	2月	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	数詞＋助数詞	10日	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	数詞＋助数詞	15日	2月10日から15日までの5日間が、合流できる窓になる。
c609-2	数詞＋助数詞	5日	2月10日から15日までの5日間が、合流できる窓になる。
c610-1	同形異音語（一般）	人	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-1	同形異音語（一般）	上	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-1	同形異音語（一般）	人	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-1	数詞＋助数詞	4人	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-1	数詞＋助数詞	2人	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-2	同形異音語（一般）	人	宇宙服を着た7人が、船外活動で乗り移る。
c610-2	数詞＋助数詞	7人	宇宙服を着た7人が、船外活動で乗り移る。
c611-1	同形異音語（一般）	人	帰りは、操縦席に4人、中央の甲板に7人が乗る。
c611-1	同形異音語（一般）	人	帰りは、操縦席に4人、中央の甲板に7人が乗る。
c611-1	数詞＋助数詞	4人	帰りは、操縦席に4人、中央の甲板に7人が乗る。
c611-1	数詞＋助数詞	7人	帰りは、操縦席に4人、中央の甲板に7人が乗る。
c611-2	同形異音語（一般）	人	空になったコロンビア号は、無人で太平洋へ落とす。
c612-1	英字・記号	NASA	この筋書きを、NASAの検討班はどう評価したか。
c613-2	同形異音語（一般）	一	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。
c613-2	同形異音語（一般）	目	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。
c613-2	数詞＋助数詞	7日	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。
c614-1	同形異音語（一般）	一	もう一つの道は、軌道の上で自分たちで直す案である。
c614-1	同形異音語（一般）	上	もう一つの道は、軌道の上で自分たちで直す案である。
c614-1	§6の語（コロンビア号）	軌道	もう一つの道は、軌道の上で自分たちで直す案である。
c614-2	数詞＋助数詞	15センチ	約15センチ（6インチ）の穴が開いていると仮定して組み立てられた。
c614-2	数詞＋助数詞	6インチ	約15センチ（6インチ）の穴が開いていると仮定して組み立てられた。
c615-2	§6の語（コロンビア号）	翼	これらは、翼の骨組みを守るために詰める。
c616-2	§6の語（コロンビア号）	前のふち	氷と金属で前のふちの形を戻し、空気の乱れを抑える。
c617-1	同形異音語（一般）	下	この修理が、降下の熱に耐えるかどうか。
c617-2	英字・記号	NASA	NASAは確かめられなかった。
c617-3	鉤括弧	「	だから修理案は「高リスク」と評価されている。
c617-3	鉤括弧	」	だから修理案は「高リスク」と評価されている。
c618-1	同形異音語（一般）	生	生きて帰せる見込みは、迎えに行く案のほうがはるかに高い。
c619-1	§6の語（9.11）	乗員	着陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。
c619-1	§6の語（コロンビア号）	翼	着陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。
c619-2	同形異音語（実績）	方	荷物の一部を投げ捨て、左の翼が熱くなりにくい降り方も検討された。
c619-2	同形異音語（一般）	物	荷物の一部を投げ捨て、左の翼が熱くなりにくい降り方も検討された。
c619-2	§6の語（コロンビア号）	翼	荷物の一部を投げ捨て、左の翼が熱くなりにくい降り方も検討された。
c620-1	同形異音語（一般）	目	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c620-1	同形異音語（一般）	生	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c620-1	数詞＋助数詞	7日	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c620-1	鉤括弧	「	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c620-1	鉤括弧	」	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c622-2	同形異音語（一般）	人	飛行中、多くの人がそう考えていた。
c623-2	鉤括弧	「	だから「何もできない」は、確かめた結果ではない。
c623-2	鉤括弧	」	だから「何もできない」は、確かめた結果ではない。
c624-1	§6の語（9.11）	委員会	委員会が問い直したのは、その思い込みである。
c624-1	§6の語（コロンビア号）	委員会	委員会が問い直したのは、その思い込みである。
c701-1	同形異音語（一般）	日	ここからは、実際に起きたことである。2003年2月1日。
c701-1	数詞＋助数詞	2003年	ここからは、実際に起きたことである。2003年2月1日。
c701-1	数詞＋助数詞	2月	ここからは、実際に起きたことである。2003年2月1日。
c701-1	数詞＋助数詞	1日	ここからは、実際に起きたことである。2003年2月1日。
c701-2	数詞＋助数詞	2時	午前2時30分、再突入と着陸を受け持つ班が席についた。
c701-2	数詞＋助数詞	30分	午前2時30分、再突入と着陸を受け持つ班が席についた。
c701-2	§6の語（コロンビア号）	再突入	午前2時30分、再突入と着陸を受け持つ班が席についた。
c702-1	同形異音語（一般）	上	午前8時10分、地上から「降りてよい」と伝えられる。
