場面	一致率	送った文	聞こえた文	送信文
c410-2	1.000	午後6時の気象の打ち合わせで、予報の風は前より悪くなっていた。	午後六時の気象の打ち合わせで、予報の風は前より悪くなっていた。	午後ろくじの気象の打ち合わせで、予報の風は前より悪くなっていた。
c411-1	1.000	報告書は、この打ち合わせのことを、こう書いている。	報告書はこの打ち合わせのことをこう書いている。	報告書は、この打ち合わせのことを、こう書いている。
c411-2	1.000	それでも、撃つ決定は改めて確認された	それでも撃つ決定は改めて確認された。	それでも、撃つ決定は改めて確認された
c412-1	1.000	ただし、真夜中にもう一度、風を見直すことにした。	ただし、真夜中にもう一度風を見直すことにした。	ただし、真夜中にもう一度、風を見直すことにした。
c412-2	1.000	また、ビキニの西に置く予定だった駆逐艦を、南寄りへ移すよう命じた。	また、ビキニの西に置く予定だった駆逐艦を南寄りへ移すよう命じた。	また、ビキニの西に置く予定だった駆逐艦を、南寄りへ移すよう命じた。
c412-3	1.000	雲の行方を見張る飛行機は、爆発の2時間後に飛ぶ手はずになった。	雲の行方を見張る飛行機は爆発の二時間後に飛ぶ手はずになった。	雲の行方を見張る飛行機は、爆発の にじかんごに飛ぶ手はずになった。
c413-1	0.979	真夜中の打ち合わせでは、風はさらに悪くなっていた。	真夜中の打ち合わせでは、風邪はさらに悪くなっていた。	真夜中の打ち合わせでは、風はさらに悪くなっていた。
c413-2	0.923	悪くなったのは、高さ3キロから7.5キロあたりの風である。	悪くなったのは高さ三キロから七点五キロ辺りの風である。	悪くなったのは、高ささんキロからななてんごキロあたりの風である。
c414-1	0.936	なかでも気になる風の向きを、報告書はこう書いている。	中でも気になる風の向きを報告書はこう書いている。	なかでも気になる風の向きを、報告書はこう書いている。
c414-2	1.000	高さ6キロの風が、ロンゲラップへ向かう	高さ六キロの風がロンゲラップへ向かう。	高さろくキロの風が、ロンゲラップへ向かう
c415-1	1.000	ただ部隊の司令部は、予報ではその風は遅く、心配はいらないと判断した。	ただ、部隊の司令部は予報ではその風は遅く、心配はいらないと判断した。	ただ部隊の司令部は、予報ではその風は遅く、心配はいらないと判断した。
c415-2	1.000	ビキニ島とエネマン島は、おそらく汚れる、とも見ていた。	ビキニ島とエネマン島はおそらく汚れるとも見ていた。	ビキニ島とエネマン島は、おそらく汚れる、とも見ていた。
c415-3	1.000	撃つ決定は、ここでも改めて確認された。	撃つ決定はここでも改めて確認された。	撃つ決定は、ここでも改めて確認された。
c416-1	0.800	このとき、ひとつ手が加えられている。	この時、一つ手が加えられている。	このとき、ひとつ手が加えられている。
c416-2	1.000	爆発の当日、東北東の海へ、船を探す飛行機を追加で飛ばすことにした。	爆発の当日、東北東の海へ船を探す飛行機を追加で飛ばすことにした。	爆発の当日、とうほくとうの海へ、船を探す飛行機を追加で飛ばすことにした。
c416-3	0.936	およそ1100キロ先まで、海を見てまわる飛行である。	およそ1100キロ先まで海を見て回る飛行である。	およそせんひゃくキロ先まで、海を見てまわる飛行である。
c417-1	0.963	最後の見直しは、午前4時30分。	最後の見直しは午前四時三十分。	最後の見直しは、午前よじさんじゅっぷん。
c417-2	0.929	風に大きな変化は無い、とされた。	風に大きな変化はないとされた。	風に大きな変化は無い、とされた。
c417-3	1.000	ただビキニの低い空では、風が北や西から吹く向きに変わりつつあった。	ただ、ビキニの低い空では風が北や西から吹く向きに変わりつつあった。	ただビキニの低い空では、風が北や西から吹く向きに変わりつつあった。
c418-1	0.872	放射線の安全を受けもつ係は、ひとつ提案した。	放射線の安全を受け持つ係は一つ提案した。	放射線の安全を受けもつ係は、ひとつ提案した。
c418-2	1.000	南東で待つ艦隊を、56キロ先から93キロ先まで下げてはどうか。	南東で待つ艦隊を五十六キロ先から九十三キロ先まで下げてはどうか。	南東で待つ艦隊を、ごじゅうろくキロ先からきゅうじゅうさんキロ先まで下げてはどうか。
c419-1	1.000	下がったのは、小さくて足の遅い船だけだった。	下がったのは小さくて足の遅い船だけだった。	下がったのは、小さくて足の遅い船だけだった。
c419-2	0.974	大きな船は、起爆の合図を送る指令所との無線を保ち、すぐ戻れるよう元の場所に残った。	大きな船は起爆の合図を送る司令所との無線を保ち、すぐ戻れるよう元の場所に残った。	大きな船は、起爆の合図を送る指令所との無線を保ち、すぐ戻れるよう元の場所に残った。
c420-1	0.811	このころ艦隊は、すでに環礁の外へ出ていた。	この頃艦隊はすでに干渉の外へ出ていた。	このころ艦隊は、すでに環礁の外へ出ていた。
c420-2	1.000	装置のそばに残ったのは、起爆の準備をする班と、その警備だけである。	装置のそばに残ったのは起爆の準備をする班とその警備だけである。	装置のそばに残ったのは、起爆の準備をする班と、その警備だけである。
c421-1	0.844	班は準備を終えると、エニュー島の指令所へ移った。	ハンは準備を終えると、エニュ島島の司令所へ移った。	班は準備を終えると、エニュー島の指令所へ移った。
c421-2	0.744	起爆の班のほかは、誰も環礁に残らない手順である。	木爆の藩の他は誰も鑑賞に残らない手順である。	起爆の班のほかは、誰もかんしょうに残らない手順である。
c421-3	0.909	指令所は、爆心から、環礁の内側の海をはさんだ向こう岸にあった。	司令所は爆心から環礁の内側の海を挟んだ向こう岸にあった。	指令所は、爆心から、かんしょうの内側の海をはさんだ向こう岸にあった。
c422-1	0.954	のちにこの夜は、「風が島へ向かうと知りながら撃った」と語られるようになる。	後にこの夜は風が島へ向かうと知りながら撃ったと語られるようになる。	のちにこの夜は、「風が島へ向かうと知りながら撃った」と語られるようになる。
c422-2	0.970	だが2013年の報告書は、高さ6キロの風は島の灰に直接関わらないとする。	だが、二千十三年の報告書は高さ六キロの風は島の灰に直接関わらないとする。	だが にせんじゅうさんねんの報告書は、高さろくキロの風は島の灰に直接関わらないとする。
c422-3	0.936	話を戻す。夜明け前、予定どおり午前6時45分を迎える。	話を戻す。夜明け前、予定通り午前六時四十五分を迎える。	話を戻す。夜明け前、予定どおり午前ろくじよんじゅうごふんを迎える。
c501-1	1.000	1954年3月1日、午前6時45分。	1954年3月1日午前6時45分	せんきゅうひゃくごじゅうよねんさんがつついたち、午前ろくじよんじゅうごふん。
c501-2	1.000	起爆の信号が送られ、装置が爆発した。	起爆の信号が送られ、装置が爆発した。	起爆の信号が送られ、装置が爆発した。
c501-3	1.000	日本の時計では、夜明け前の午前3時45分である。	日本の時計では夜明け前の午前三時四十五分である。	日本の時計では、夜明け前の午前さんじよんじゅうごふんである。
c502-1	0.979	数秒のうちに、直径およそ4.8キロの火の玉ができた。	数秒のうちに直径およそ四点八キロの火の玉ができた。	数秒のうちに、直径およそよんてんはちキロの火の玉ができた。
c502-2	0.939	歩いて1時間かかる道のりが、まるごと入る大きさである。	歩いて一時間かかる道のりが丸ごと入る大きさである。	歩いていちじかんかかる道のりが、まるごと入る大きさである。
c503-1	0.955	火の玉は1分のうちに、高さ13.7キロまで昇った。	火の玉は一分のうちに高さ13.7キロまで登った。	火の玉は いっぷんのうちに、高さじゅうさんてんななキロまで昇った。
c503-2	1.000	旅客機が飛ぶ高さより、さらに上である。	旅客機が飛ぶ高さよりさらに上である。	旅客機が飛ぶ高さより、さらに上である。
c503-3	0.974	同じ1分で、雲は幅4.8キロに広がっていた。	同じ一分で雲は幅四点八キロに広がっていた。	同じいっぷんで、雲は幅よんてんはちキロに広がっていた。
c504-1	0.857	放たれた力は、TNT火薬に直して1500万トンぶん。	放たれた力はTNT火薬に直して千五百万トン分	放たれた力は、TNT火薬に直してせんごひゃくまんトンぶん。
c504-2	0.870	アメリカが行った核実験で、いちばん大きな爆発である。	アメリカが行った核実験で一番大きな爆発である。	アメリカが行った核実験で、いちばん大きな爆発である。
c505-1	0.929	サンゴ礁には、幅1.6キロ、深さ60メートルを超える穴があいた。	サンゴ礁には幅一点六キロ、深さ六十メートルを超える穴が開いた。	サンゴ礁には、幅いってんろくキロ、深さろくじゅうメートルを超える穴があいた。
c505-2	0.977	20階建てのビルが、ほぼ沈んでしまう深さである。	二十階建てのビルがほぼ沈んでしまう深さである。	にじゅっかいだてのビルが、ほぼ沈んでしまう深さである。
c506-1	1.000	砕けたサンゴは、そのまま雲の中へ吸い上げられた。	砕けたサンゴはそのまま雲の中へ吸い上げられた。	砕けたサンゴは、そのまま雲の中へ吸い上げられた。
c506-2	0.933	放射能を帯びたこの粉が、あとで降ってくる灰になる。	放射能を帯びたこの粉が後で降ってくる灰になる。	放射能を帯びたこの粉が、あとで降ってくる灰になる。
c507-1	0.933	爆風は近くの島々の木をはぎ取り、	爆風は近くの島々の木を剥ぎ取り	爆風は近くの島々の木をはぎ取り、
c507-2	0.923	20キロあまり離れた無人のキャンプの建物も、大きく壊した。	二十キロ余り離れた無人のキャンプの建物も大きく壊した。	にじゅっキロあまり離れた無人のキャンプの建物も、大きく壊した。
c508-1	1.000	電線がショートして火事も起き、	電線がショートして火事も起き	電線がショートして火事も起き、
c508-2	1.000	並べてあった観測の機械の多くが焼けた。	並べてあった観測の機械の多くが焼けた。	並べてあった観測の機械の多くが焼けた。
c509-1	0.982	火の玉の光は、東へ250キロ離れた島からも、1分近く見えていた。	火の玉の光は東へ二百五十キロ離れた島からも一分近く見えていた。	火の玉の光は、東へ にひゃくごじゅっキロ離れた島からも、いっぷん近く見えていた。
c509-2	0.980	東北東へ157キロの海の上では、日本の漁船が見ていた。	東北東へ百五十七キロの海の上では、日本の漁船が見ていた。	東北東へひゃくごじゅうななキロの海の上では、日本の漁船が見ていた。
c510-1	0.952	漁船に音が届いたのは、光から7、8分たってから。	漁船に音が届いたのは光から七、八分経ってから。	漁船に音が届いたのは、光からなな、はっぷんたってから。
c510-2	1.000	ライフルを撃ったような大きな音が、2回聞こえた。	ライフルを撃ったような大きな音が二回聞こえた。	ライフルを撃ったような大きな音が、にかい聞こえた。
c510-3	0.960	東へ250キロの島では、11分後に建物の窓が揺れている。	東へ二百五十キロの島では、十一分後に建物の窓が揺れている。	東へ にひゃくごじゅっキロの島では、じゅういっぷんごに建物の窓が揺れている。
c511-1	0.848	10分後、雲の幅は100キロを超えていた。	十分後、雲の幅は百キロを超えていた。	じゅっぷんご、雲の幅はひゃっキロを超えていた。
c511-2	0.963	てっぺんは高さ35キロを超え、富士山のおよそ10倍に達した。	てっぺんは高さ三十五キロを超え、富士山のおよそ十倍に達した。	てっぺんは高ささんじゅうごキロを超え、富士山のおよそじゅうばいに達した。
c512-1	0.947	およそ30分後、雲を撮る飛行機から、何かが落ちてくるのが見えた。	およそ三十分後、雲を取る飛行機から何かが落ちてくるのが見えた。	およそさんじゅっぷんご、雲を撮る飛行機から、何かが落ちてくるのが見えた。
c513-1	0.909	爆心から海をはさんだ、起爆の指令所のまわりでも、1時間で放射線が強まった。	爆心から海を挟んだ起爆の指令所の周りでも、1時間で放射線が強まった。	爆心から海をはさんだ、起爆の指令所のまわりでも、いちじかんで放射線が強まった。
c513-2	0.878	外の強さは、指令所の中の、およそ7000倍である。	外の強さは司令所の中のおよそ七千倍である。	外の強さは、指令所の中の、およそななせんばいである。
c513-3	0.929	中にいた班は、壁に守られていた。	中にいた藩は壁に守られていた。	中にいた班は、壁に守られていた。
c514-1	0.939	午前8時、南東の海で待っていた艦隊に、灰が降りはじめた。	午前八時、南東の海で待っていた艦隊に灰が降り始めた。	午前 はちじ、南東の海で待っていた艦隊に、灰が降りはじめた。
c514-2	1.000	57キロ離れた空母は、ちょうどビキニへ戻る支度をしていたところだった。	五十七キロ離れた空母はちょうどビキニへ戻る支度をしていたところだった。	ごじゅうななキロ離れた空母は、ちょうどビキニへ戻る支度をしていたところだった。
c514-3	1.000	島の様子を見に飛ばしたヘリコプターは、呼び戻された。	島の様子を見に飛ばしたヘリコプターは呼び戻された。	島の様子を見に飛ばしたヘリコプターは、呼び戻された。
c515-1	1.000	降ってきたものを、報告書はこう書いている。	降ってきたものを報告書はこう書いている。	降ってきたものを、報告書はこう書いている。
c515-2	0.714	灰：ピンの頭ほどの白くざらざらした雪のよう	はい。ピンの頭ほどの白くザラザラした雪のよう。	灰：ピンの頭ほどの白くざらざらした雪のよう
c516-1	1.000	各艦は、甲板に水を流し続ける装置を動かし、	各艦は甲板に水を流し続ける装置を動かし	各艦は、かんぱんに水を流し続ける装置を動かし、
c516-2	0.917	ビキニから93キロの所まで、全速力で南へ下がった。	ビキニから九十三キロのところまで全速力で南へ下がった。	ビキニからきゅうじゅうさんキロの所まで、全速力で南へ下がった。
c517-1	0.926	空母では、甲板の排水口に灰がたまり、強い放射線を出していた。	空母では甲板の排水溝に灰が溜まり、強い放射線を出していた。	空母では、かんぱんの排水口に灰がたまり、強い放射線を出していた。
c517-2	0.962	換気を早く止めたので、灰の多くは船の中へ入らずにすんだ。	換気を早く止めたので、灰の多くは船の中へ入らずに済んだ。	換気を早く止めたので、灰の多くは船の中へ入らずにすんだ。
c517-3	0.963	灰を洗い落とす作業が終わったのは、3月4日の終わりである。	肺を洗い落とす作業が終わったのは三月四日の終わりである。	灰を洗い落とす作業が終わったのは、さんがつよっかの終わりである。
c518-1	0.963	指令所に残った起爆の班が、ヘリコプターで助け出されたのは、	司令所に残った起爆の班がヘリコプターで助け出されたのは	指令所に残った起爆の班が、ヘリコプターで助け出されたのは、
c518-2	0.923	昼の12時半。爆発から、6時間近くたっていた。	昼の十二時半、爆発から六時間近く経っていた。	昼のじゅうにじはん。爆発から、ろくじかん近くたっていた。
c519-1	1.000	灰を運ぶ雲は、東へ流れていた。	灰を運ぶ雲は東へ流れていた。	灰を運ぶ雲は、東へ流れていた。
c519-2	0.905	雲の幅は、およそ160キロあったとみられている。	雲の幅はおよそ百六十キロあったと見られている。	雲の幅は、およそひゃくろくじゅっキロあったとみられている。
c519-3	0.957	艦隊には、昼すぎから夜にかけて、2度目の灰も降った。	艦隊には昼過ぎから夜にかけて二度目の灰も降った。	艦隊には、昼すぎから夜にかけて、にどめの灰も降った。
c520-1	0.963	人の住むロンゲラップ環礁は、ビキニから東へおよそ190キロ。	人の住むロンゲラップ環礁はビキニから東へおよそ百九十キロ。	人の住むロンゲラップ環礁は、ビキニから東へおよそひゃくきゅうじゅっキロ。
c520-2	0.750	あとの計算では、昼すぎには、灰の先頭がそこを越えていた。	後の計算では、昼過ぎには肺の尖頭が底を越えていた。	あとの計算では、昼すぎには、灰の先頭がそこを越えていた。
c521-1	1.000	島に降った灰は、どこから来たのか。	島に降った灰はどこから来たのか。	島に降った灰は、どこから来たのか。
c521-2	0.968	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。	二〇一三年の報告書は、空の高くまで登った雲の上の部分からだとする。	にせんじゅうさんねんの報告書は、空の高くまで昇った、雲の上の部分からだとする。
c521-3	1.000	予報は、そこから降ってくる灰を、十分に見込んでいなかった。	予報はそこから降ってくる灰を十分に見込んでいなかった。	予報は、そこから降ってくる灰を、じゅうぶんに見込んでいなかった。
c522-1	1.000	灰は、東へ向かっていた。	灰は東へ向かっていた。	灰は、東へ向かっていた。
c522-2	1.000	その空の下にいたのは、日本のマグロ漁船と、島の人々だった。	その空の下にいたのは日本のマグロ漁船と島の人々だった。	その空の下にいたのは、日本のマグロ漁船と、島の人々だった。
c601-1	0.828	話を、1か月あまり前の日本へ戻す。	話を一ヶ月余り前の日本へ戻す。	話を、いっかげつあまり前の日本へ戻す。
c601-2	0.972	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。	1954年1月22日の昼前、静岡県の焼津港から一隻のマグロ漁船が出て行った。	せんきゅうひゃくごじゅうよねんいちがつ にじゅうににちの昼前、静岡県の焼津港から、いっせきのマグロ漁船が出ていった。
c602-1	0.943	第五福竜丸。長さ30メートルほどの、木で造られた漁船である。	第五福竜丸。長さ三十メートルほどの木で作られた漁船である。	第五福竜丸。長ささんじゅうメートルほどの、木で造られた漁船である。
c602-2	1.000	乗っていたのは、23人の乗組員。	乗っていたのは二十三人の乗組員。	乗っていたのは、にじゅうさんにんの乗組員。
c603-1	1.000	漁のやり方は、はえ縄漁。	漁のやり方ははえ縄漁。	漁のやり方は、はえ縄漁。
c603-2	0.925	長い縄にたくさんの釣り針を下げて海に流し、あとで巻き上げてマグロをとる。	長い縄にたくさんの釣り針を下げて海に流し、後で巻き上げてマグロを捕る。	長い縄にたくさんの釣り針を下げて海に流し、あとで巻き上げてマグロをとる。
c604-1	1.000	2月3日から漁を始め、	二月三日から漁を始め	にがつみっかから漁を始め、
c604-2	1.000	2月23日には、マーシャル諸島の近くまで漁場を移していた。	二月二十三日にはマーシャル諸島の近くまで漁場を移していた。	にがつ にじゅうさんにちには、マーシャル諸島の近くまでぎょじょうを移していた。
c604-3	1.000	そこから西へ向かいながら、漁を続けた。	そこから西へ向かいながら漁を続けた。	そこから西へ向かいながら、漁を続けた。
c605-1	1.000	3月1日の夜明け前、船は縄を海に入れ終えた。	三月一日の夜明け前、船は縄を海に入れ終えた。	さんがつついたちの夜明け前、船は縄を海に入れ終えた。
c605-2	0.914	エンジンを止め、潮の流れにまかせていた。	エンジンを止め、潮の流れに任せていた。	エンジンを止め、潮の流れにまかせていた。
c606-1	0.913	場所は、ビキニ環礁から東北東へ157キロの海の上。	場所はビキニ環礁から東北東へ 157km の海の上。	場所は、ビキニ環礁から東北東へひゃくごじゅうななキロの海の上。
c606-2	1.000	アメリカの報告書も、この船が爆発の光を見ていたと書いている。	アメリカの報告書もこの船が爆発の光を見ていたと書いている。	アメリカの報告書も、この船が爆発の光を見ていたと書いている。
c607-1	1.000	西南西の空に、赤く明るい光が見えた。	西南西の空に赤く明るい光が見えた。	せいなんせいの空に、赤く明るい光が見えた。
c607-2	1.000	光は白っぽい黄色に変わり、また赤くなって消えていった。	光は白っぽい黄色に変わり、また赤くなって消えていった。	光は白っぽい黄色に変わり、また赤くなって消えていった。
c608-1	0.950	7、8分たって、爆発の音が2回、続けて聞こえた。	七、八分経って、爆発の音が二回続けて聞こえた。	なな、はっぷんたって、爆発の音が にかい、続けて聞こえた。
c608-2	0.836	光の方角には、きのこの形の雲が立ちのぼり、空に広がっていった。	光の方角にはキノコの形の雲が立ち上り、空に広がっていった。	光の方角には、きのこの形の雲が立ちのぼり、空に広がっていった。
c609-1	1.000	何人かは、新聞で読んだ原子爆弾の実験かもしれない、と思った。	何人かは新聞で読んだ原子爆弾の実験かもしれないと思った。	なんにんかは、新聞で読んだ原子爆弾の実験かもしれない、と思った。
c609-2	0.903	危ないと考え、縄を引き上げはじめた。	危ないと考え、縄を引き上げ始めた。	危ないと考え、縄を引き上げはじめた。
c609-3	0.889	光を見てから、20分ほどあとのことである。	光を見てから二十分ほど後のことである。	光を見てから、にじゅっぷんほどあとのことである。
c610-1	1.000	縄は、機械で巻き上げる。	縄は機械で巻き上げる。	縄は、機械で巻き上げる。
c610-2	0.912	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。	エンジン班の数人の他はほぼ全員が甲板と操舵室で働いていた。	エンジン番の数人のほかは、ほぼ全員が、かんぱんと操舵室で働いていた。
c610-3	0.947	船は、ゆっくり進んでは止まる、をくり返した。	船はゆっくり進んでは止まるを繰り返した。	船は、ゆっくり進んでは止まる、をくり返した。
c611-1	0.949	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。	日本政府の記録では、光からおよそ三時間後、甲板に灰が降り始めた。	日本政府の記録では、光からおよそさんじかんご、かんぱんに灰が降りはじめた。
c611-2	1.000	アメリカの報告書は、もっと早い、爆発の1時間半後とする。	アメリカの報告書はもっと早い爆発の一時間半後とする。	アメリカの報告書は、もっと早い、爆発のいちじかんはんごとする。
c611-3	0.895	灰が降るあいだも、縄の引き上げは続いていた。	灰が降る間も縄の引き上げは続いていた。	灰が降るあいだも、縄の引き上げは続いていた。
c612-1	1.000	甲板は、灰で白くなった。	甲板は灰で白くなった。	かんぱんは、灰で白くなった。
c612-2	0.867	アメリカの艦隊に降ったのと同じ、ざらざらした雪のような灰である。	アメリカの艦隊に降ったのと同じザラザラした雪のような灰である。	アメリカの艦隊に降ったのと同じ、ざらざらした雪のような灰である。
c613-1	0.933	縄を引き上げはじめてから終えるまで、およそ6時間。	縄を引き上げ始めてから終えるまで、およそ六時間。	縄を引き上げはじめてから終えるまで、およそろくじかん。
c613-2	0.889	そのあとも乗組員は、甲板で、獲れた魚の処理を続けた。	その後も乗組員は甲板で取れた魚の処理を続けた。	そのあとも乗組員は、かんぱんで、獲れた魚の処理を続けた。
c613-3	0.914	灰は、日本の時計で昼ごろまで降り続けた	灰は日本の時計で昼頃まで降り続けた。	灰は、日本の時計で昼ごろまで降り続けた
c614-1	0.983	縄を上げ終えると、船は灰の降らない北へ、時速13キロほどで逃げた。	縄を上げ終えると、船は灰の降らない北へ時速十三キロほどで逃げた。	縄を上げ終えると、船は灰の降らない北へ、時速じゅうさんキロほどで逃げた。
c615-1	0.903	灰が降りはじめたころ、アメリカの飛行機が、東北東の海で船を探していた。	灰が降り始めた頃、アメリカの飛行機が東北東の海で船を探していた。	灰が降りはじめたころ、アメリカの飛行機が、東北東の海で船を探していた。
c615-2	1.000	前の夜に追加が決まった、あの捜索の飛行である。	前の夜に追加が決まったあの捜索の飛行である。	前の夜に追加が決まった、あの捜索の飛行である。
c616-1	1.000	午前9時49分、その飛行機は強い放射線を浴びて、引き返した。	午前九時四十九分。その飛行機は強い放射線を浴びて引き返した。	午前くじよんじゅうきゅうふん、その飛行機は強い放射線を浴びて、引き返した。
c616-2	0.800	記録のひとつでは、爆心から東へ、およそ120キロの地点である。	記録の一つでは、バクシンから東へおよそ百二十キロの地点である。	記録のひとつでは、爆心から東へ、およそひゃくにじゅっキロの地点である。
c616-3	1.000	この記録なら、船が見えてくる少し手前で引き返したことになる。	この記録なら船が見えてくる少し手前で引き返したことになる。	この記録なら、船が見えてくる少し手前で引き返したことになる。
c617-1	0.941	アメリカの原子力委員会の委員長は、のちにこう述べている。	アメリカの原子力委員会の委員長は後にこう述べている。	アメリカの原子力委員会の委員長は、のちにこう述べている。
c617-2	1.000	この船は、捜索から漏れていたようだ、と。	この船は捜索から漏れていたようだと。	この船は、捜索から漏れていたようだ、と。
c618-1	1.000	アメリカの報告書は、この船についてこう書いている。	アメリカの報告書はこの船についてこう書いている。	アメリカの報告書は、この船についてこう書いている。
c618-2	1.000	船は、部隊の誰にも気づかれなかった	船は部隊の誰にも気づかれなかった。	船は、部隊の誰にも気づかれなかった
c619-1	1.000	船は、アメリカが近づかないよう前もって知らせていた危険区域の、内側か外側か。	船はアメリカが近づかないよう前もって知らせていた危険区域の内側か外側か。	船は、アメリカが近づかないよう前もって知らせていた危険区域の、内側か外側か。
c619-2	0.868	この点は、のちに日本とアメリカのあいだで食い違うことになる。	この点は後に日本とアメリカの間で食い違うことになる。	この点は、のちに日本とアメリカのあいだで食い違うことになる。
c620-1	0.955	日本政府の記録では、船が警告を受けた形跡は無い。	日本政府の記録では、船が警告を受けた形跡はない。	日本政府の記録では、船が警告を受けた形跡は無い。
c620-2	1.000	あの朝、飛行機の音も、乗組員は聞いていない。	あの朝、飛行機の音も乗組員は聞いていない。	あの朝、飛行機の音も、乗組員は聞いていない。
c620-3	0.898	ほかの船が警告を受けた形跡も無い、と記録は書いている。	他の船が警告を受けた形跡もないと記録は書いている。	ほかの船が警告を受けた形跡も無い、と記録は書いている。
c621-1	1.000	次の日、船は向きを北西に変え、焼津へ向かった。	次の日、船は向きを北西に変え、焼津へ向かった。	次の日、船は向きを北西に変え、焼津へ向かった。
c621-2	0.957	帰り着くまで、12日かかる。	帰り着くまで十二日かかる。	帰り着くまで、じゅうににちかかる。
c622-1	1.000	灰を浴びてから2、3日のうちに、全員が軽い頭痛を感じ、	灰を浴びてから二、三日のうちに全員が軽い頭痛を感じ	灰を浴びてから に、さんにちのうちに、全員が軽い頭痛を感じ、
c622-2	1.000	吐き気を感じる者も出た。	吐き気を感じる者も出た。	吐き気を感じる者も出た。
c623-1	0.913	灰を浴びてから7、8日たつと、首や顔、耳が痛みだした。	灰を浴びてから七、八日。立つと首や顔、耳が痛み出した。	灰を浴びてからなな、ようか たつと、首や顔、耳が痛みだした。
c623-2	0.909	灰のついた鉢巻きを巻いていた所も、同じだった。	灰のついた鉢巻きを巻いていたところも同じだった。	灰のついた鉢巻きを巻いていた所も、同じだった。
c623-3	0.918	日本政府の記録は、「やけどのように見える、痛みのある炎症」と書いている。	日本政府の記録は火傷のように見える痛みのある炎症と書いている。	日本政府の記録は、「やけどのように見える、痛みのある炎症」と書いている。
c624-1	0.971	3月14日の朝6時、船は焼津港に戻った。	三月十四日の朝六時、船は焼津港に戻った。	さんがつじゅうよっかの朝ろくじ、船は焼津港に戻った。
c624-2	1.000	出港から、51日後のことである。	出港から五十一日後のことである。	出港から、ごじゅういちにちごのことである。
c625-1	0.947	のちに委員長は、乗組員を十分に診察させてもらえていない、と述べた。	後に委員長は乗組員を十分に診察させてもらえていないと述べた。	のちに委員長は、乗組員をじゅうぶんに診察させてもらえていない、と述べた。
c625-2	1.000	日本側の答えは、広島と長崎で原爆の影響を調べていたアメリカの機関の医師が、	日本側の答えは、広島と長崎で原爆の影響を調べていたアメリカの機関の医師が	日本側の答えは、広島と長崎で原爆の影響を調べていたアメリカの機関の医師が、
c625-3	0.963	3月19日に東京で、20日に焼津で診察した、というものだった。	三月十九日に東京で、二十日に焼津で診察したというものだった。	さんがつじゅうくにちに東京で、はつかに焼津で診察した、というものだった。
c626-1	1.000	同じ灰は、マーシャル諸島の人々の上にも降っていた。	同じ灰はマーシャル諸島の人々の上にも降っていた。	同じ灰は、マーシャル諸島の人々の上にも降っていた。
c626-2	1.000	島では、何が起きていたのか。	島では何が起きていたのか。	島では、何が起きていたのか。
c701-1	0.718	爆心から東へ250キロ、ロンゲリック環礁。	バクシンから東へ二百五十キロ。ロンゲリック管掌。	爆心から東へ にひゃくごじゅっキロ、ロンゲリック環礁。
c701-2	1.000	ここではアメリカ兵28人が、天気などの観測をしていた。	ここではアメリカ兵二十八人が天気などの観測をしていた。	ここではアメリカ兵二十八人が、天気などの観測をしていた。
c702-1	0.812	灰が降りはじめたのは、午後2時半ごろ。	灰が降り始めたのは午後二時半頃。	灰が降りはじめたのは、午後 にじはんごろ。
c702-2	1.000	爆発から、およそ8時間後である。	爆発からおよそ八時間後である。	爆発から、およそ はちじかんごである。
c702-3	0.930	あとの計算では、ロンゲラップより2時間近く遅い。	後の計算ではロンゲラップより二時間近く遅い。	あとの計算では、ロンゲラップより にじかん近く遅い。
c703-1	1.000	島には、放射線を記録する計器が置いてあった。	島には放射線を記録する計器が置いてあった。	島には、放射線を記録する計器が置いてあった。
c703-2	1.000	遠くの島に届く、ごく弱い放射線を測るための計器である。	遠くの島に届くごく弱い放射線を測るための計器である。	遠くの島に届く、ごく弱い放射線を測るための計器である。
c703-3	1.000	置いていった係は、針が振り切れたら知らせてほしい、と頼んでいた。	置いていった係は針が振り切れたら知らせてほしいと頼んでいた。	置いていった係は、針が振り切れたら知らせてほしい、と頼んでいた。
c704-1	0.923	午後2時50分。	午後二時五十分。	午後 にじごじゅっぷん。
c704-2	0.909	記録計の針が、振り切れた	記録系の針が振り切れた。	記録計の針が、振り切れた
c705-1	0.966	知らせは午後3時15分に打たれ、	知らせは午後三時十五分に打たれ	知らせは午後さんじじゅうごふんに打たれ、
c705-2	1.000	エニウェトクの通信所まで届いた。	エニウェトクの通信所まで届いた。	エニウェトクの通信所まで届いた。
c705-3	1.000	その先の司令部へ回されたかどうかは、記録に残っていない。	その先の司令部へ回されたかどうかは記録に残っていない。	その先の司令部へ回されたかどうかは、記録に残っていない。
c706-1	1.000	いずれにしても、上の司令部は、	いずれにしても、上の司令部は	いずれにしても、上の司令部は、
c706-2	1.000	ロンゲリックにどれほど灰が降ったかを、知らなかった。	ロン・ゲリックにどれほど灰が降ったかを知らなかった	ロンゲリックにどれほど灰が降ったかを、知らなかった。
